"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2022","4368343","Austin Reed","QB","Western Kentucky","Conference USA","0.6009","0.8585","0.2047","0.5306","0.636","0.701","0.594","0.711"
"2022","4291782","Chase Cunningham","QB","Middle Tennessee","Conference USA","0.5766","0.8958","0.1708","0.5162","0.591","0.688","0.509","0.689"
"2022","4245186","Frank Harris","QB","UT San Antonio","Conference USA","0.5629","0.9255","0.2013","0.5012","0.566","0.704","0.522","0.692"
"2022","4259269","Chris Reynolds","QB","Charlotte","Conference USA","0.4733","0.8055","0.0728","0.4554","0.482","0.507","0.462","0.5"
"2022","4360163","Austin Aune","QB","North Texas","Conference USA","0.4683","0.9415","0.0688","0.4","0.452","0.663","0.367","0.646"
"2022","4575668","Gavin Hardison","QB","UTEP","Conference USA","0.4505","0.8189","0.108","0.3846","0.398","0.617","0.348","0.594"
"2022","4567707","Grayson James","QB","Florida International","Conference USA","0.402","0.5949","0.148","0.3846","0.383","0.457","0.345","0.449"
"2022","4240628","N'Kosi Perry","QB","Florida Atlantic","Conference USA","0.3839","0.7156","0.1082","0.3596","0.353","0.483","0.272","0.514"
"2022","4363410","Dylan Hopkins","QB","UAB","Conference USA","0.3436","0.7629","0.0774","0.2602","0.377","0.479","0.242","0.529"
"2022","4362896","Tj McMahon","QB","Rice","Conference USA","0.3363","0.5995","0.0905","0.2881","0.375","0.407","0.251","0.45"
"2022","4686137","Parker McNeil","QB","Louisiana Tech","Conference USA","0.2773","0.4922","0.0243","0.2626","0.277","0.305","0.206","0.348"
"2022","4430388","DeWayne McBride","RB","UAB","Conference USA","0.2634","0.0103","0.4292","0.3246","0.242","0.151","0.354","0.113"
"2022","4687187","Marquis Crosby","RB","Louisiana Tech","Conference USA","0.2269","0.0222","0.4838","0.2374","0.236","0.213","0.306","0.15"
"2022","4570130","Jermaine Brown Jr.","RB","UAB","Conference USA","0.2233","0.0619","0.3296","0.2427","0.242","0.171","0.292","0.147"
"2022","4686513","Frank Peasant","RB","Middle Tennessee","Conference USA","0.216","0.0549","0.4307","0.2494","0.224","0.151","0.267","0.148"
"2022","4426840","Shadrick Byrd","RB","Charlotte","Conference USA","0.2093","0.0524","0.4177","0.2054","0.196","0.236","0.199","0.23"
"2022","4245242","Ronald Awatt","RB","UTEP","Conference USA","0.184","0.0157","0.3492","0.2337","0.189","0.099","0.174","0.125"
"2022","4430666","Ikaika Ragsdale","RB","North Texas","Conference USA","0.1768","0.0505","0.289","0.1944","0.163","0.151","0.226","0.115"
"2022","4833635","Landy Lyddy","QB","Louisiana Tech","Conference USA","0.1657","0.2794","0.0324","0.1425","0.166","0.201","0.153","0.201"
"2022","4575667","Deion Hankins","RB","UTEP","Conference USA","0.1624","0.0157","0.3065","0.1864","0.189","0.093","0.239","0.089"
"2022","4362985","Brenden Brady","RB","UT San Antonio","Conference USA","0.1588","0.0468","0.2749","0.1686","0.183","0.095","0.195","0.112"
"2022","4430100","Larry McCammon III","RB","Florida Atlantic","Conference USA","0.153","0.0153","0.2706","0.1609","0.17","0.114","0.153","0.14"
"2022","4688595","Kevorian Barnes","RB","UT San Antonio","Conference USA","0.1514","0.0234","0.2835","0.1709","0.161","0.095","0.167","0.104"
"2022","4869321","AJ Padgett","QB","Rice","Conference USA","0.1317","0.2145","0.0553","0.1243","0.123","0.154","0.078","0.173"
"2022","4244855","Cameron Montgomery","RB","Rice","Conference USA","0.1255","0.0336","0.2186","0.1723","0.126","0.031","0.106","0.077"
"2022","4427648","Lexington Joseph","RB","Florida International","Conference USA","0.125","0.0597","0.2236","0.1361","0.143","0.081","0.186","0.079"
"2022","4427225","Zakhari Franklin","WR","UT San Antonio","Conference USA","0.1194","0.2383","0","0.1201","0.109","0.107","0.12","0.115"
"2022","4875687","Tyrin Smith","WR","UTEP","Conference USA","0.118","0.2336","0.0101","0.1095","0.104","0.167","0.092","0.144"
"2022","4427630","Oscar Adaway III","RB","North Texas","Conference USA","0.1171","0.0106","0.211","0.1306","0.13","0.066","0.124","0.095"
"2022","4426417","Jacob Zeno","QB","UAB","Conference USA","0.115","0.2337","0.0398","0.0994","0.106","0.158","0.073","0.164"
"2022","4426893","Joshua Cephus","WR","UT San Antonio","Conference USA","0.1141","0.217","0.0108","0.1062","0.119","0.136","0.084","0.154"
"2022","4613104","Malachi Corley","WR","Western Kentucky","Conference USA","0.1134","0.1713","0.0237","0.1198","0.12","0.089","0.08","0.128"
"2022","4875861","Ayo Adeyi","RB","North Texas","Conference USA","0.111","0.0027","0.2064","0.1639","0.1","0.024","0.071","0.066"
"2022","4430591","Charvis Thornton","RB","Louisiana Tech","Conference USA","0.1104","0.0133","0.2324","0.1257","0.114","0.092","0.124","0.088"
"2022","4384192","Smoke Harris","WR","Louisiana Tech","Conference USA","0.1104","0.1818","0.027","0.1425","0.074","0.086","0.1","0.073"
"2022","4362040","Reynaldo Flores","RB","UTEP","Conference USA","0.1091","0.1627","0.0603","0.0917","0.127","0.105","0.114","0.129"
"2022","4575436","Davion Ervin-Poindexter","RB","Western Kentucky","Conference USA","0.1066","0.0242","0.2404","0.132","0.088","0.083","0.104","0.07"
"2022","4686612","Tre Harris","WR","Louisiana Tech","Conference USA","0.1044","0.1818","0.0135","0.081","0.1","0.149","0.1","0.136"
