"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2023","4688380","Cameron Ward","QB","Washington State","Pac-12","0.7018","0.9583","0.2676","0.6799","0.721","0.755","0.611","0.802"
"2023","4432762","Shedeur Sanders","QB","Colorado","Pac-12","0.6429","0.905","0.1913","0.5887","0.659","0.738","0.593","0.741"
"2023","4360423","Michael Penix Jr.","QB","Washington","Pac-12","0.5934","0.9684","0.0657","0.5739","0.552","0.735","0.442","0.746"
"2023","4431611","Caleb Williams","QB","USC","Pac-12","0.588","0.8499","0.213","0.5116","0.622","0.718","0.597","0.697"
"2023","4426338","Bo Nix","QB","Oregon","Pac-12","0.551","0.918","0.1145","0.5066","0.545","0.697","0.498","0.698"
"2023","4838679","Ashton Daniels","QB","Stanford","Pac-12","0.5406","0.7881","0.2315","0.5157","0.578","0.568","0.47","0.61"
"2023","4429020","D.J. Uiagalelei","QB","Oregon State","Pac-12","0.462","0.8159","0.1384","0.4104","0.407","0.635","0.403","0.584"
"2023","4801717","Noah Fifita","QB","Arizona","Pac-12","0.4301","0.7269","0.0543","0.3657","0.403","0.654","0.335","0.612"
"2023","4695600","Bryson Barnes","QB","Utah","Pac-12","0.3622","0.7206","0.1377","0.3508","0.296","0.477","0.279","0.452"
"2023","4569184","Trenton Bourguet","QB","Arizona State","Pac-12","0.3321","0.5541","0.0578","0.3216","0.353","0.345","0.316","0.355"
"2023","4837248","Fernando Mendoza","QB","California","Pac-12","0.3051","0.5561","0.0731","0.2675","0.298","0.392","0.228","0.41"
"2023","4685489","Jadyn Ott","RB","California","Pac-12","0.2919","0.0549","0.5183","0.3375","0.291","0.212","0.346","0.197"
"2023","4870921","Dante Moore","QB","UCLA","Pac-12","0.2696","0.5146","0.0403","0.2306","0.237","0.366","0.216","0.361"
"2023","4689338","Dillon Johnson","RB","Washington","Pac-12","0.2639","0.0456","0.5833","0.2741","0.298","0.176","0.38","0.152"
"2023","4596448","Mar'Keise Irving","RB","Oregon","Pac-12","0.2569","0.1133","0.4299","0.2841","0.269","0.171","0.238","0.224"
"2023","4808830","Damien Martinez","RB","Oregon State","Pac-12","0.2561","0.0409","0.4606","0.2961","0.281","0.149","0.285","0.173"
"2023","4696981","Cameron Skattebo","RB","Arizona State","Pac-12","0.2472","0.0968","0.448","0.2398","0.239","0.236","0.3","0.221"
"2023","4684502","Justin Lamson","QB","Stanford","Pac-12","0.2344","0.1833","0.3056","0.217","0.209","0.278","0.287","0.228"
"2023","4429068","Ethan Garbers","QB","UCLA","Pac-12","0.1967","0.3551","0.0488","0.1805","0.18","0.263","0.181","0.231"
"2023","4714365","Carson Steele","RB","UCLA","Pac-12","0.1957","0.0382","0.3461","0.218","0.214","0.119","0.25","0.122"
"2023","5086027","TJ Harden","RB","UCLA","Pac-12","0.1859","0.0427","0.3227","0.2231","0.197","0.119","0.198","0.122"
"2023","4690972","Ja'Quinden Jackson","RB","Utah","Pac-12","0.1856","0.0353","0.2849","0.2238","0.206","0.113","0.219","0.107"
"2023","4702555","Jonah Coleman","RB","Arizona","Pac-12","0.1716","0.0399","0.3451","0.1816","0.183","0.123","0.229","0.114"
"2023","4808744","Jaylon Glover","RB","Utah","Pac-12","0.1629","0.0265","0.2528","0.1685","0.179","0.149","0.199","0.126"
"2023","4429023","MarShawn Lloyd","RB","USC","Pac-12","0.1548","0.0296","0.3395","0.199","0.146","0.063","0.166","0.075"
"2023","4868300","Nate Johnson","QB","Utah","Pac-12","0.1481","0.2353","0.0943","0.1409","0.141","0.164","0.088","0.211"
"2023","4918414","Dylan Edwards","RB","Colorado","Pac-12","0.1399","0.0795","0.245","0.1437","0.165","0.093","0.148","0.129"
"2023","4372568","Nakia Watson","RB","Washington State","Pac-12","0.1353","0.0511","0.2876","0.1429","0.132","0.132","0.183","0.092"
"2023","4428753","Lincoln Victor","WR","Washington State","Pac-12","0.1341","0.2064","0.01","0.1376","0.143","0.119","0.13","0.134"
"2023","4685397","Jordan James","RB","Oregon","Pac-12","0.1295","0.0313","0.2477","0.1498","0.125","0.079","0.16","0.052"
"2023","4362841","Deshaun Fenwick","RB","Oregon State","Pac-12","0.1275","0.0281","0.222","0.1325","0.162","0.074","0.156","0.094"
"2023","4429184","Elijhah Badger","WR","Arizona State","Pac-12","0.1273","0.205","0.0318","0.1316","0.118","0.121","0.111","0.13"
"2023","4431299","Rome Odunze","WR","Washington","Pac-12","0.1242","0.207","0.0076","0.1156","0.133","0.129","0.101","0.155"
"2023","4569330","Austin Jones","RB","USC","Pac-12","0.1236","0.0317","0.2593","0.137","0.118","0.099","0.138","0.091"
"2023","4870909","Jaden Rashada","QB","Arizona State","Pac-12","0.1136","0.1847","0.026","0.0965","0.118","0.133","0.074","0.163"
"2023","4431091","Ben Finley","QB","California","Pac-12","0.1134","0.2174","0.0172","0.105","0.098","0.159","0.079","0.148"
"2023","4685385","Anthony Hankerson","RB","Colorado","Pac-12","0.1117","0.0329","0.2483","0.1437","0.103","0.064","0.122","0.065"
"2023","4428811","Xavier Weaver","WR","Colorado","Pac-12","0.1055","0.1628","0.0067","0.1183","0.099","0.087","0.079","0.104"
"2023","4569156","Michael Wiley","RB","Arizona","Pac-12","0.1022","0.0378","0.1875","0.1144","0.117","0.056","0.106","0.078"
"2023","4431280","Troy Franklin","WR","Oregon","Pac-12","0.1008","0.1855","0","0.0881","0.103","0.132","0.093","0.138"
"2023","4567216","D.J. Williams","RB","Arizona","Pac-12","0.0999","0.0021","0.2283","0.1269","0.081","0.049","0.138","0.02"
"2023","4430825","E.J. Smith","RB","Stanford","Pac-12","0.0985","0.0762","0.1296","0.1226","0.111","0.043","0.083","0.077"
"2023","4608810","Tez Johnson","WR","Oregon","Pac-12","0.0955","0.1758","0","0.0903","0.106","0.099","0.078","0.121"
"2023","4428439","Collin Schlee","QB","UCLA","Pac-12","0.0946","0.1101","0.0807","0.0927","0.105","0.082","0.082","0.109"
"2023","4685472","Tetairoa Mcmillan","WR","Arizona","Pac-12","0.094","0.166","0.0027","0.0771","0.095","0.136","0.064","0.147"
"2023","4613202","Kyle Williams","WR","Washington State","Pac-12","0.091","0.1383","0.01","0.1058","0.085","0.069","0.063","0.088"
"2023","4430637","Ja'Lynn Polk","WR","Washington","Pac-12","0.0903","0.1456","0.0126","0.1006","0.098","0.059","0.058","0.098"
