"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2021","4567097","Taulia Tagovailoa","QB","Maryland","Big Ten","0.5828","0.9548","0.1201","0.5245","0.592","0.714","0.42","0.816"
"2021","4259592","Sean Clifford","QB","Penn State","Big Ten","0.5685","0.8796","0.1722","0.4832","0.591","0.717","0.48","0.731"
"2021","4430590","Payton Thorne","QB","Michigan State","Big Ten","0.5296","0.9581","0.135","0.4541","0.495","0.744","0.434","0.7"
"2021","4432577","C.J. Stroud","QB","Ohio State","Big Ten","0.5145","0.8858","0.0501","0.4688","0.531","0.579","0.48","0.626"
"2021","4361182","Adrian Martinez","QB","Nebraska","Big Ten","0.5091","0.8871","0.2135","0.4403","0.508","0.658","0.436","0.683"
"2021","4260394","Aidan O'Connell","QB","Purdue","Big Ten","0.472","0.7346","0.0202","0.3986","0.523","0.555","0.392","0.652"
"2021","4243539","Noah Vedral","QB","Rutgers","Big Ten","0.4468","0.7797","0.1677","0.3825","0.469","0.571","0.335","0.621"
"2021","4427455","Cade McNamara","QB","Michigan","Big Ten","0.3776","0.8291","0.0509","0.3017","0.408","0.519","0.25","0.604"
"2021","4360480","Spencer Petras","QB","Iowa","Big Ten","0.3721","0.7213","0.0534","0.2842","0.378","0.543","0.356","0.487"
"2021","4426335","Graham Mertz","QB","Wisconsin","Big Ten","0.3596","0.9221","0.0407","0.2611","0.339","0.618","0.251","0.636"
"2021","4240756","Tanner Morgan","QB","Minnesota","Big Ten","0.3554","0.9667","0.0693","0.2312","0.418","0.521","0.224","0.661"
"2021","4429676","Tyler Goodson","RB","Iowa","Big Ten","0.3251","0.089","0.5406","0.4005","0.324","0.193","0.273","0.265"
"2021","4567048","Kenneth Walker III","RB","Michigan State","Big Ten","0.3144","0.0419","0.5698","0.3543","0.344","0.192","0.42","0.191"
"2021","4372071","Hassan Haskins","RB","Michigan","Big Ten","0.2996","0.0553","0.4764","0.3373","0.268","0.254","0.468","0.093"
"2021","4569609","Evan Hull","RB","Northwestern","Big Ten","0.2905","0.1037","0.4619","0.3425","0.297","0.207","0.329","0.2"
"2021","4362238","Chase Brown","RB","Illinois","Big Ten","0.2509","0.05","0.4","0.2645","0.275","0.189","0.261","0.224"
"2021","4426657","Ryan Hilinski","QB","Northwestern","Big Ten","0.2382","0.4707","0.0333","0.1896","0.243","0.324","0.185","0.343"
"2021","4036262","Brandon Peters","QB","Illinois","Big Ten","0.2368","0.4972","0.0469","0.1818","0.211","0.384","0.172","0.348"
"2021","4432710","TreVeyon Henderson","RB","Ohio State","Big Ten","0.235","0.0561","0.4586","0.2725","0.224","0.164","0.25","0.157"
"2021","4361530","Artur Sitkowski","QB","Illinois","Big Ten","0.2286","0.475","0.049","0.1625","0.222","0.337","0.236","0.307"
"2021","4685247","Braelon Allen","RB","Wisconsin","Big Ten","0.2197","0.0325","0.3272","0.2794","0.223","0.103","0.251","0.096"
