"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2022","102597","Will Rogers","QB","Mississippi State","SEC","0.6971","0.9614","0.0709","0.6394","0.752","0.766","0.652","0.821"
"2022","4429435","Brady Cook","QB","Missouri","SEC","0.589","0.9708","0.2518","0.472","0.576","0.815","0.538","0.76"
"2022","4426348","Jayden Daniels","QB","LSU","SEC","0.5797","0.8288","0.3007","0.5265","0.622","0.663","0.523","0.709"
"2022","4426339","Spencer Rattler","QB","South Carolina","SEC","0.5504","0.9352","0.1173","0.5055","0.528","0.726","0.387","0.709"
"2022","4429084","Anthony Richardson","QB","Florida","SEC","0.5126","0.8886","0.2062","0.4514","0.491","0.641","0.447","0.624"
"2022","4697512","Robby Ashford","QB","Auburn","SEC","0.5038","0.8154","0.2879","0.3918","0.494","0.726","0.439","0.659"
"2022","4259553","Stetson Bennett","QB","Georgia","SEC","0.4888","0.9235","0.0843","0.4237","0.497","0.646","0.42","0.671"
"2022","4689114","Jaxson Dart","QB","Ole Miss","SEC","0.4853","0.9268","0.1905","0.4642","0.431","0.605","0.311","0.654"
"2022","4685720","Bryce Young","QB","Alabama","SEC","0.4799","0.8668","0.0734","0.4019","0.495","0.659","0.439","0.626"
"2022","4567149","KJ Jefferson","QB","Arkansas","SEC","0.4672","0.8356","0.231","0.4163","0.405","0.672","0.416","0.586"
"2022","4240858","Hendon Hooker","QB","Tennessee","SEC","0.4569","0.7825","0.1623","0.4664","0.409","0.509","0.354","0.539"
"2022","4361418","Will Levis","QB","Kentucky","SEC","0.4295","0.8015","0.0874","0.2977","0.453","0.657","0.447","0.582"
"2022","4429160","Devon Achane","RB","Texas A&M","SEC","0.317","0.11","0.5652","0.3247","0.376","0.23","0.434","0.238"
"2022","4685702","Quinshon Judkins","RB","Ole Miss","SEC","0.2948","0.048","0.4626","0.2798","0.343","0.265","0.433","0.201"
"2022","4428993","Haynes King","QB","Texas A&M","SEC","0.2814","0.467","0.0638","0.2672","0.261","0.342","0.193","0.353"
"2022","5081405","AJ Swann","QB","Vanderbilt","SEC","0.2693","0.5799","0.0237","0.2315","0.252","0.356","0.23","0.347"
"2022","4429013","Tank Bigsby","RB","Auburn","SEC","0.2621","0.1046","0.378","0.3421","0.265","0.114","0.274","0.162"
"2022","4601080","Raheim Sanders","RB","Arkansas","SEC","0.2595","0.0701","0.3862","0.286","0.313","0.138","0.292","0.196"
