"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2019","4241635","Josh Adkins","QB","New Mexico State","FBS Independents","0.668","0.9953","0.2233","0.6344","0.63","0.833","0.545","0.77"
"2019","4046678","Ian Book","QB","Notre Dame","FBS Independents","0.6027","0.9901","0.2426","0.5278","0.612","0.764","0.554","0.738"
"2019","4029885","Stephen Calvert","QB","Liberty","FBS Independents","0.5346","0.9586","0.0419","0.4839","0.528","0.713","0.408","0.697"
"2019","4361259","Zach Wilson","QB","BYU","FBS Independents","0.3893","0.6581","0.1055","0.375","0.372","0.475","0.362","0.422"
"2019","4036923","Kelvin Hopkins Jr.","QB","Army","FBS Independents","0.2529","0.587","0.1901","0.2183","0.239","0.313","0.247","0.324"
"2019","4040790","Jason Huntley","RB","New Mexico State","FBS Independents","0.2476","0.0986","0.4667","0.2531","0.323","0.147","0.341","0.184"
"2019","4044511","Bilal Ally","RB","UMass","FBS Independents","0.2438","0.0411","0.4565","0.2556","0.291","0.185","0.307","0.188"
"2019","3910404","Frankie Hickson","RB","Liberty","FBS Independents","0.2415","0.0436","0.4869","0.263","0.266","0.178","0.328","0.148"
"2019","4572366","Andrew Brito","QB","UMass","FBS Independents","0.2364","0.437","0.036","0.2037","0.233","0.299","0.199","0.285"
"2019","3125956","Randall West","QB","UMass","FBS Independents","0.2012","0.3695","0.033","0.1963","0.188","0.236","0.163","0.23"
"2019","4046676","Tony Jones Jr.","RB","Notre Dame","FBS Independents","0.1944","0.0545","0.3407","0.2306","0.186","0.161","0.202","0.135"
"2019","4572361","Cam Roberson","WR","UMass","FBS Independents","0.1733","0.0528","0.3003","0.1889","0.17","0.146","0.163","0.168"
"2019","4036949","Connor Slomka","RB","Army","FBS Independents","0.171","0","0.2056","0.2345","0.138","0.114","0.192","0.047"
"2019","4034306","Josh Mack","RB","Liberty","FBS Independents","0.1665","0.0327","0.3325","0.2035","0.146","0.127","0.164","0.117"
"2019","4029893","Antonio Gandy-Golden","WR","Liberty","FBS Independents","0.1594","0.2963","0","0.1687","0.146","0.159","0.139","0.167"
"2019","4258467","Sandon McCoy","RB","Army","FBS Independents","0.1557","0","0.1873","0.1321","0.181","0.163","0.24","0.08"
"2019","3922124","Christian Gibson","RB","New Mexico State","FBS Independents","0.1361","0.0352","0.2833","0.1625","0.136","0.1","0.132","0.115"
"2019","4046692","Chase Claypool","WR","Notre Dame","FBS Independents","0.1329","0.2723","0","0.1472","0.128","0.121","0.108","0.135"
"2019","4361254","Baylor Romney","QB","BYU","FBS Independents","0.1224","0.1935","0.048","0.098","0.137","0.153","0.126","0.156"
"2019","4242394","Michael Curtis","QB","UMass","FBS Independents","0.1204","0.1848","0.0571","0.137","0.081","0.153","0.102","0.117"
"2019","4373637","Lopini Katoa","RB","BYU","FBS Independents","0.119","0.0516","0.199","0.1152","0.154","0.09","0.116","0.122"
"2019","3918448","OJ Clark","WR","New Mexico State","FBS Independents","0.1116","0.1925","0","0.1031","0.089","0.167","0.054","0.153"
"2019","4373730","Jabari Laws","QB","Army","FBS Independents","0.1101","0.1594","0.1014","0.1132","0.12","0.096","0.056","0.169"
"2019","3928932","Tony Nicholson","WR","New Mexico State","FBS Independents","0.1088","0.1808","0.01","0.1125","0.085","0.14","0.06","0.134"
"2019","4258447","Christian Anderson","QB","Army","FBS Independents","0.103","0.1884","0.0873","0.0916","0.091","0.151","0.063","0.169"
"2019","4046668","Aleva Hifo","WR","BYU","FBS Independents","0.0868","0.1204","0.0528","0.076","0.102","0.09","0.082","0.105"
"2019","3932355","Micah Simon","WR","BYU","FBS Independents","0.0845","0.1527","0.012","0.0784","0.077","0.119","0.082","0.095"
"2019","4373632","Jaren Hall","QB","BYU","FBS Independents","0.0834","0.1097","0.0576","0.0784","0.07","0.13","0.092","0.082"
"2019","4036942","Kell Walker","RB","Army","FBS Independents","0.0785","0.0797","0.0789","0.097","0.072","0.066","0.049","0.08"
"2019","4258584","Jafar Armstrong","WR","Notre Dame","FBS Independents","0.0761","0.0446","0.1103","0.0639","0.093","0.08","0.089","0.079"
"2019","4373630","Sione Finau","RB","BYU","FBS Independents","0.0701","0.0129","0.1367","0.0882","0.077","0.028","0.072","0.041"
"2019","4242369","Matt Bushman","TE","BYU","FBS Independents","0.0701","0.1355","0","0.0686","0.06","0.09","0.043","0.088"
"2019","4258595","Cole Kmet","TE","Notre Dame","FBS Independents","0.0664","0.1337","0.0025","0.0583","0.078","0.075","0.061","0.079"
"2019","3932429","Chris Finke","WR","Notre Dame","FBS Independents","0.064","0.1287","0.0025","0.0472","0.054","0.115","0.047","0.097"
"2019","4258463","Artice Hobbs","RB","Army","FBS Independents","0.0632","0.1884","0.0394","0.0539","0.083","0.054","0.035","0.113"
"2019","3932354","Talon Shumway","WR","BYU","FBS Independents","0.0623","0.1204","0","0.0588","0.056","0.079","0.053","0.071"
"2019","4361714","Josiah Johnson","TE","UMass","FBS Independents","0.0617","0.1144","0.009","0.063","0.072","0.051","0.066","0.059"
"2019","4378754","Samuel Emilus","WR","UMass","FBS Independents","0.0602","0.1202","0","0.0556","0.045","0.083","0.036","0.078"
"2019","3895827","Ty'Son Williams","RB","BYU","FBS Independents","0.0601","0.0151","0.1127","0.0686","0.063","0.045","0.072","0.044"
"2019","4246920","DJ Stubbs","WR","Liberty","FBS Independents","0.0551","0.1024","0","0.0596","0.049","0.057","0.04","0.057"
"2019","4373644","Gunner Romney","WR","BYU","FBS Independents","0.0501","0.0946","0.0024","0.0613","0.035","0.045","0.034","0.044"
"2019","4361327","Jahmir Smith","RB","Notre Dame","FBS Independents","0.0495","0.0074","0.0931","0.0583","0.062","0.023","0.061","0.034"
"2019","4372765","C'Bo Flemister","RB","Notre Dame","FBS Independents","0.0483","0.005","0.0931","0.075","0.043","0.011","0.052","0.019"
"2019","3916369","Emmanuel Esukpa","RB","BYU","FBS Independents","0.0478","0.0022","0.1007","0.0686","0.035","0.028","0.048","0.02"
"2019","3918469","Izaiah Lottie","WR","New Mexico State","FBS Independents","0.0476","0.0822","0","0.0531","0.038","0.053","0.048","0.038"
"2019","4044520","Brennon Dingle","WR","UMass","FBS Independents","0.047","0.088","0.006","0.0481","0.063","0.032","0.03","0.055"
"2019","4569953","Robert Downs III","WR","New Mexico State","FBS Independents","0.0463","0.0798","0","0.025","0.072","0.053","0.042","0.077"
"2019","4256218","Zak Simon","WR","UMass","FBS Independents","0.0455","0.0909","0","0.0444","0.031","0.076","0.036","0.051"
"2019","4365503","Kevin Shaa","WR","Liberty","FBS Independents","0.0445","0.0828","0","0.0422","0.049","0.051","0.045","0.045"
"2019","4258509","Camden Harrison","WR","Army","FBS Independents","0.0445","0.2754","0","0.0377","0.047","0.048","0.017","0.089"
"2019","4044534","Sadiq Palmer","WR","UMass","FBS Independents","0.0411","0.0821","0","0.0444","0.027","0.051","0.036","0.039"
"2019","4373642","Dax Milne","WR","BYU","FBS Independents","0.0389","0.0667","0.0096","0.0392","0.039","0.045","0.039","0.037"
"2019","4365484","Noah Frith","WR","Liberty","FBS Independents","0.0387","0.0719","0","0.0372","0.056","0.019","0.025","0.049"
"2019","3910415","Damian King","WR","Liberty","FBS Independents","0.0363","0.0675","0","0.0223","0.049","0.057","0.035","0.057"
"2019","4372770","Braden Lenzy","WR","Notre Dame","FBS Independents","0.0338","0.0396","0.0294","0.0389","0.035","0.023","0.028","0.03"
"2019","4044536","Peytton Pickett","RB","Liberty","FBS Independents","0.0328","0.0109","0.0602","0.0248","0.037","0.038","0.065","0.023"
"2019","4372769","Lawrence Keys III","WR","Notre Dame","FBS Independents","0.0302","0.047","0.0147","0.0278","0.023","0.046","0.023","0.037"
"2019","4569949","Jackson McChesney","RB","BYU","FBS Independents","0.0289","0.0043","0.0576","0.0294","0.039","0.017","0.034","0.024"
"2019","4361474","Naveon Mitchell","WR","New Mexico State","FBS Independents","0.0286","0.0469","0.0033","0.0344","0.013","0.04","0.036","0.019"
"2019","3914348","Kyle Horn","TE","UMass","FBS Independents","0.0235","0.0469","0","0.0148","0.027","0.038","0.018","0.035"
"2019","4572364","Kevin Brown","RB","UMass","FBS Independents","0.0235","0","0.048","0.0296","0.031","0.006","0.036","0.012"
"2019","4372780","Tommy Tremble","TE","Notre Dame","FBS Independents","0.0217","0.0446","0","0.0194","0.023","0.029","0.033","0.019"
"2019","4373626","Tyler Allgeier","RB","BYU","FBS Independents","0.0211","0.0086","0.036","0.0221","0.028","0.011","0.014","0.024"
"2019","4577324","Jakobi Buchanan","RB","Army","FBS Independents","0.0211","0","0.0254","0.0162","0.036","0.012","0.038","0.005"
"2019","4373928","Gilberto Torres","RB","UMass","FBS Independents","0.0206","0.0029","0.039","0.0148","0.018","0.038","0.036","0.016"
"2019","4373741","Cade Barnard","RB","Army","FBS Independents","0.0199","0","0.0239","0.0189","0.018","0.024","0.042","0"
"2019","4427647","Jermaine Johnson Jr.","WR","UMass","FBS Independents","0.0191","0.0352","0.003","0.0222","0.013","0.019","0.03","0.008"
"2019","4577305","Jemel Jones","QB","Army","FBS Independents","0.0187","0.0362","0.0155","0.0243","0.011","0.018","0.01","0.023"
"2019","4373743","Brandon Walters","RB","Army","FBS Independents","0.0164","0.0725","0.0056","0.0135","0.022","0.012","0.003","0.038"
"2019","4372548","Brandon Robinson","QB","Liberty","FBS Independents","0.0164","0.0087","0.0262","0.0124","0.022","0.013","0.02","0.019"
"2019","4372768","Phil Jurkovec","QB","Notre Dame","FBS Independents","0.0157","0.0074","0.0245","0.0083","0.019","0.017","0.028","0.015"
"2019","4256063","Joe Critchlow","QB","BYU","FBS Independents","0.0156","0.028","0.0024","0.0074","0.014","0.04","0.005","0.034"
"2019","4036934","Malik Hancock","RB","Army","FBS Independents","0.0152","0.029","0.0127","0.0162","0.018","0.012","0.01","0.019"
"2019","4427095","Demario Douglas","WR","Liberty","FBS Independents","0.0152","0.0283","0","0.0199","0.019","0","0.01","0.011"
"2019","4256217","Jessie Britt","RB","UMass","FBS Independents","0.0147","0.0264","0.003","0.0185","0.018","0","0.012","0.016"
