"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2019","4374350","Asher O'Hara","QB","Middle Tennessee","Conference USA","0.6932","0.9233","0.4859","0.6254","0.751","0.825","0.686","0.795"
"2019","4039073","Mason Fine","QB","North Texas","Conference USA","0.5635","0.9354","0.0848","0.5059","0.542","0.77","0.492","0.682"
"2019","4259269","Chris Reynolds","QB","Charlotte","Conference USA","0.5557","0.9503","0.2904","0.459","0.63","0.696","0.551","0.698"
"2019","4040407","Jack Abraham","QB","Southern Mississippi","Conference USA","0.5552","0.925","0.1589","0.3878","0.661","0.799","0.564","0.742"
"2019","4241399","Chris Robison","QB","Florida Atlantic","Conference USA","0.5347","0.9628","0.1213","0.5068","0.502","0.704","0.397","0.635"
"2019","3886621","Ty Storey","QB","Western Kentucky","Conference USA","0.5132","0.7526","0.2512","0.4399","0.549","0.637","0.547","0.586"
"2019","4261909","Isaiah Green","QB","Marshall","Conference USA","0.513","0.9637","0.1894","0.4538","0.558","0.621","0.428","0.663"
"2019","3914382","J'Mar Smith","QB","Louisiana Tech","Conference USA","0.5124","0.8238","0.1884","0.4651","0.511","0.66","0.409","0.651"
"2019","3914395","James Morgan","QB","Florida International","Conference USA","0.4446","0.9135","0.046","0.3826","0.4","0.698","0.395","0.552"
"2019","4242203","Lowell Narcisse","QB","UT San Antonio","Conference USA","0.3925","0.5714","0.235","0.3249","0.432","0.5","0.33","0.52"
"2019","4362029","Kai Locksley","QB","UTEP","Conference USA","0.3821","0.5374","0.2527","0.3502","0.377","0.475","0.341","0.443"
"2019","4239793","Tyler Johnston III","QB","UAB","Conference USA","0.3637","0.7171","0.1336","0.2943","0.413","0.468","0.29","0.497"
"2019","4250764","Stone Smartt","QB","Old Dominion","Conference USA","0.3503","0.4988","0.195","0.3302","0.36","0.386","0.272","0.412"
"2019","4261912","Brenden Knox","RB","Marshall","Conference USA","0.3274","0.0475","0.5532","0.3886","0.277","0.31","0.347","0.228"
"2019","4037568","Gaej Walker","RB","Western Kentucky","Conference USA","0.2969","0.0624","0.5829","0.4041","0.287","0.148","0.231","0.204"
"2019","4430104","Sincere McCormick","RB","UT San Antonio","Conference USA","0.2644","0.0784","0.4439","0.3565","0.261","0.123","0.275","0.145"
"2019","4045702","Benny LeMay","RB","Charlotte","Conference USA","0.2633","0.0683","0.4061","0.3005","0.253","0.196","0.278","0.187"
"2019","3912536","Tom Stewart","QB","Rice","Conference USA","0.2458","0.4424","0.0849","0.23","0.186","0.354","0.199","0.29"
"2019","4384198","Justin Henderson","RB","Louisiana Tech","Conference USA","0.2415","0.0641","0.4447","0.2713","0.286","0.123","0.355","0.126"
"2019","3914305","Anthony Jones","RB","Florida International","Conference USA","0.2354","0.0459","0.4165","0.2754","0.281","0.107","0.285","0.16"
"2019","4362528","Wiley Green","QB","Rice","Conference USA","0.2331","0.4611","0.0451","0.1967","0.226","0.311","0.211","0.298"
"2019","3915878","Treyvon Hughes","RB","UTEP","Conference USA","0.2195","0.0029","0.4282","0.2618","0.251","0.108","0.358","0.075"
"2019","3123854","Aston Walter","RB","Rice","Conference USA","0.2105","0.0436","0.3581","0.24","0.249","0.137","0.222","0.177"
"2019","4243826","Tre Siggers","RB","North Texas","Conference USA","0.2038","0.0312","0.4485","0.2382","0.241","0.099","0.239","0.144"
"2019","4430775","Hayden Wolff","QB","Old Dominion","Conference USA","0.1796","0.3285","0.0167","0.1333","0.215","0.205","0.213","0.206"
"2019","4374496","De'Michael Harris","WR","Southern Mississippi","Conference USA","0.1791","0.0932","0.2865","0.2382","0.161","0.107","0.164","0.117"
"2019","4239768","Spencer Brown","RB","UAB","Conference USA","0.171","0.0086","0.2888","0.2292","0.17","0.069","0.222","0.065"
"2019","4362030","Brandon Jones","QB","UTEP","Conference USA","0.1694","0.2787","0.0745","0.1388","0.173","0.234","0.153","0.221"
"2019","3128846","Napoleon Maxwell","RB","Florida International","Conference USA","0.1669","0.0432","0.2857","0.2174","0.154","0.113","0.16","0.108"
"2019","4363410","Dylan Hopkins","QB","UAB","Conference USA","0.1665","0.2686","0.1022","0.099","0.177","0.318","0.169","0.248"
"2019","4245186","Frank Harris","QB","UT San Antonio","Conference USA","0.1495","0.2353","0.0731","0.142","0.15","0.185","0.126","0.176"
"2019","3914549","Kesean Strong","RB","Old Dominion","Conference USA","0.149","0.0925","0.2201","0.1397","0.186","0.148","0.154","0.16"
"2019","4244856","Austin Trammell","WR","Rice","Conference USA","0.1455","0.3146","0.0053","0.1067","0.118","0.248","0.123","0.21"
"2019","3915802","Lucky Jackson","WR","Western Kentucky","Conference USA","0.1424","0.2661","0.0024","0.1279","0.154","0.154","0.121","0.175"
"2019","4037556","Steven Duncan","QB","Western Kentucky","Conference USA","0.1402","0.2391","0.0293","0.1049","0.15","0.192","0.15","0.182"
"2019","4243830","Jaelon Darden","WR","North Texas","Conference USA","0.1308","0.2272","0.0061","0.0971","0.154","0.168","0.157","0.152"
"2019","4570543","Kevin Perkins","RB","Southern Mississippi","Conference USA","0.1305","0.0205","0.263","0.1939","0.107","0.053","0.118","0.067"
"2019","4037564","Jahcour Pearson","WR","Western Kentucky","Conference USA","0.1203","0.2162","0.0122","0.0972","0.154","0.126","0.117","0.15"
"2019","4570188","Brad Rozner","WR","Rice","Conference USA","0.1201","0.2617","0.0027","0.1267","0.122","0.124","0.111","0.117"
"2019","4245131","Tim Jones","WR","Southern Mississippi","Conference USA","0.1174","0.2205","0.0052","0.1025","0.139","0.124","0.118","0.131"
"2019","3912511","Charlie Booker","RB","Rice","Conference USA","0.1172","0.0093","0.2122","0.12","0.136","0.093","0.17","0.077"
"2019","4360932","DeAndre Torrey","RB","North Texas","Conference USA","0.117","0.0512","0.2121","0.1324","0.134","0.075","0.107","0.102"
"2019","4036510","Messiah DeWeaver","QB","Old Dominion","Conference USA","0.1146","0.1606","0.0669","0.1048","0.097","0.165","0.101","0.131"
"2019","4050373","Quez Watkins","WR","Southern Mississippi","Conference USA","0.1115","0.2136","0","0.0831","0.125","0.16","0.082","0.164"
"2019","4360609","Malcom Davidson","RB","Florida Atlantic","Conference USA","0.1082","0.0124","0.2092","0.1119","0.117","0.095","0.142","0.096"
"2019","4239821","Lucious Stanley","RB","UAB","Conference USA","0.1072","0.0286","0.165","0.1224","0.092","0.11","0.145","0.068"
"2019","4361587","Lala Davis","RB","Old Dominion","Conference USA","0.1057","0.0146","0.2145","0.1429","0.085","0.08","0.118","0.062"
"2019","4362985","Brenden Brady","RB","UT San Antonio","Conference USA","0.1055","0.0504","0.1593","0.1041","0.124","0.086","0.126","0.094"
"2019","4045705","Aaron McAllister","RB","Charlotte","Conference USA","0.1025","0.028","0.1572","0.123","0.082","0.101","0.121","0.055"
"2019","4575668","Gavin Hardison","QB","UTEP","Conference USA","0.1016","0.181","0.0319","0.1009","0.087","0.114","0.045","0.142"
"2019","4259268","Victor Tucker","WR","Charlotte","Conference USA","0.1013","0.236","0.0087","0.0902","0.125","0.094","0.086","0.128"
"2019","4362982","Jordan Weeks","QB","UT San Antonio","Conference USA","0.1001","0.1877","0.0209","0.0978","0.085","0.117","0.121","0.086"
"2019","4374272","Shemar Thornton","WR","Florida International","Conference USA","0.0984","0.2135","0","0.087","0.1","0.138","0.075","0.127"
"2019","4037366","Ty Lee","WR","Middle Tennessee","Conference USA","0.0976","0.1818","0.0169","0.0937","0.08","0.139","0.053","0.134"
"2019","4430100","Larry McCammon III","RB","Florida Atlantic","Conference USA","0.0959","0.0269","0.1695","0.1119","0.095","0.074","0.127","0.059"
"2019","4570130","Jermaine Brown Jr.","RB","UAB","Conference USA","0.0958","0.0143","0.1552","0.151","0.078","0.023","0.087","0.034"
"2019","4363409","Austin Watkins","WR","UAB","Conference USA","0.0935","0.2343","0","0.0911","0.102","0.092","0.043","0.129"
"2019","3923365","Deangelo Antoine","WR","Florida Atlantic","Conference USA","0.0929","0.1715","0.0167","0.1187","0.07","0.09","0.029","0.093"
"2019","4040774","Harrison Bryant","TE","Florida Atlantic","Conference USA","0.0929","0.186","0.0021","0.0753","0.092","0.127","0.088","0.115"
"2019","4384187","Aaron Allen","QB","Louisiana Tech","Conference USA","0.0895","0.1579","0.0176","0.0775","0.083","0.136","0.044","0.138"
"2019","4043607","Xavier Gaines","TE","Marshall","Conference USA","0.0887","0.1341","0.0574","0.0924","0.077","0.109","0.077","0.097"
"2019","4046352","Tony Gaiter IV","WR","Florida International","Conference USA","0.0872","0.1892","0","0.0522","0.081","0.176","0.08","0.134"
"2019","4040434","Israel Tucker","RB","Louisiana Tech","Conference USA","0.0872","0.0389","0.1432","0.0982","0.083","0.068","0.099","0.067"
"2019","4570497","Jarrin Pierce","WR","Middle Tennessee","Conference USA","0.0865","0.1733","0.0028","0.0634","0.098","0.131","0.077","0.125"
"2019","4244648","Kaylan Wiggins","QB","Florida International","Conference USA","0.0834","0.073","0.0969","0.0754","0.073","0.113","0.085","0.093"
"2019","4040769","James Charles","RB","Florida Atlantic","Conference USA","0.0827","0.0124","0.1569","0.0959","0.095","0.042","0.127","0.042"
"2019","4243966","Chaton Mobley","RB","Middle Tennessee","Conference USA","0.0823","0.0313","0.1356","0.1057","0.071","0.044","0.083","0.049"
"2019","4259270","Cameron Dollar","WR","Charlotte","Conference USA","0.081","0.1957","0.0022","0.0847","0.086","0.065","0.071","0.081"
"2019","4245238","Joshua Fields","RB","UTEP","Conference USA","0.0799","0.0201","0.1383","0.1009","0.095","0.032","0.051","0.071"
