"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2022","4373632","Jaren Hall","QB","BYU","FBS Independents","0.541","0.9609","0.1646","0.5303","0.494","0.623","0.437","0.639"
"2022","4685697","Zion Turner","QB","Connecticut","FBS Independents","0.4243","0.9361","0.1363","0.2955","0.432","0.65","0.329","0.636"
"2022","5084180","Diego Pavia","QB","New Mexico State","FBS Independents","0.3561","0.5993","0.1914","0.2748","0.372","0.48","0.321","0.477"
"2022","4429088","Drew Pyne","QB","Notre Dame","FBS Independents","0.3379","0.7388","0.0589","0.3063","0.294","0.486","0.278","0.445"
"2022","4426687","Johnathan Bennett","QB","Liberty","FBS Independents","0.3266","0.559","0.1169","0.2875","0.357","0.367","0.26","0.432"
"2022","4432803","Kaidon Salter","QB","Liberty","FBS Independents","0.2463","0.3844","0.1236","0.23","0.233","0.294","0.211","0.292"
"2022","4683471","Brady Olson","QB","UMass","FBS Independents","0.227","0.5127","0.0541","0.1828","0.229","0.285","0.19","0.296"
"2022","4365660","Gino Campiotti","TE","UMass","FBS Independents","0.216","0.2655","0.1892","0.1655","0.192","0.314","0.253","0.251"
"2022","4373726","Tyhier Tyler","QB","Army","FBS Independents","0.207","0.2124","0.2073","0.1922","0.234","0.21","0.252","0.162"
"2022","4685016","Ellis Merriweather","RB","UMass","FBS Independents","0.2036","0.0364","0.3108","0.2414","0.188","0.169","0.224","0.15"
"2022","4603192","Logan Diggs","RB","Notre Dame","FBS Independents","0.2018","0.0281","0.3242","0.2177","0.229","0.136","0.243","0.118"
"2022","3149687","Christopher Brooks","RB","BYU","FBS Independents","0.1892","0.0335","0.3316","0.1873","0.232","0.13","0.23","0.163"
"2022","4569682","Audric Estime","RB","Notre Dame","FBS Independents","0.188","0.0253","0.3026","0.2177","0.183","0.13","0.197","0.153"
"2022","4914368","Gavin Frakes","QB","New Mexico State","FBS Independents","0.1817","0.3546","0.063","0.1325","0.188","0.267","0.16","0.251"
"2022","4873234","Victor Rosa","RB","Connecticut","FBS Independents","0.1733","0.0226","0.2659","0.2013","0.193","0.104","0.22","0.109"
"2022","5084178","Jamoni Jones","RB","New Mexico State","FBS Independents","0.1701","0.0461","0.262","0.2152","0.143","0.12","0.198","0.102"
"2022","5084179","Star Thomas","RB","New Mexico State","FBS Independents","0.1642","0.0426","0.2544","0.2086","0.166","0.073","0.167","0.111"
"2022","4693791","Dae Dae Hunter","RB","Liberty","FBS Independents","0.1616","0.0401","0.2831","0.175","0.18","0.113","0.176","0.125"
"2022","4430049","Shedro Louis","RB","Liberty","FBS Independents","0.1469","0.0236","0.2697","0.18","0.138","0.085","0.181","0.081"
"2022","4430804","Chris Tyree","RB","Notre Dame","FBS Independents","0.1453","0.0674","0.2004","0.1494","0.204","0.045","0.162","0.118"
"2022","4577305","Jemel Jones","QB","Army","FBS Independents","0.1384","0.3363","0.1037","0.1205","0.152","0.154","0.13","0.178"
"2022","4431513","Tyler Buchner","QB","Notre Dame","FBS Independents","0.1373","0.25","0.0589","0.1165","0.118","0.22","0.112","0.197"
"2022","4613059","Devontae Houston","RB","Connecticut","FBS Independents","0.1282","0.0451","0.1802","0.1591","0.128","0.086","0.092","0.112"
"2022","4689826","Riley Tyson","RB","Army","FBS Independents","0.125","0.0177","0.1451","0.1401","0.139","0.074","0.154","0.063"
"2022","4426530","Kay'Ron Adams","RB","UMass","FBS Independents","0.1169","0.0145","0.1824","0.1414","0.133","0.064","0.103","0.097"
"2022","4577303","Cade Ballard","QB","Army","FBS Independents","0.1156","0.3894","0.067","0.0814","0.107","0.185","0.079","0.215"
"2022","4577324","Jakobi Buchanan","RB","Army","FBS Independents","0.1022","0","0.1212","0.1107","0.078","0.105","0.13","0.052"
"2022","4427095","Demario Douglas","WR","Liberty","FBS Independents","0.1017","0.2005","0.0112","0.105","0.099","0.09","0.101","0.092"
"2022","4373637","Lopini Katoa","RB","BYU","FBS Independents","0.0979","0.0307","0.1595","0.0922","0.112","0.096","0.126","0.082"
"2022","4605841","Nathan Carter","RB","Connecticut","FBS Independents","0.0941","0.0188","0.1407","0.1266","0.074","0.074","0.121","0.039"
"2022","4240636","Robert Burns","RB","Connecticut","FBS Independents","0.0928","0.0226","0.1363","0.1039","0.07","0.092","0.156","0.047"
"2022","4429086","Michael Mayer","TE","Notre Dame","FBS Independents","0.0923","0.2247","0","0.0937","0.075","0.119","0.077","0.1"
"2022","4683531","Aaron Turner","WR","Connecticut","FBS Independents","0.0914","0.2143","0.022","0.0487","0.115","0.141","0.098","0.136"
"2022","4426515","Puka Nacua","WR","BYU","FBS Independents","0.086","0.1173","0.0582","0.0922","0.062","0.116","0.077","0.086"
"2022","4427118","Garrett Dzuro","QB","UMass","FBS Independents","0.0853","0.1455","0.0495","0.0724","0.092","0.099","0.052","0.12"
"2022","4431750","Kody Epps","WR","BYU","FBS Independents","0.0648","0.1341","0.0025","0.0663","0.054","0.075","0.06","0.069"
"2022","4431606","Ahmonte Watkins","RB","New Mexico State","FBS Independents","0.064","0.0177","0.0982","0.0828","0.058","0.04","0.093","0.026"
"2022","4572040","George Johnson","WR","UMass","FBS Independents","0.0619","0.1491","0.009","0.0345","0.079","0.076","0.069","0.09"
"2022","4613105","Miles Davis","RB","BYU","FBS Independents","0.0608","0.0168","0.1013","0.0692","0.066","0.034","0.06","0.047"
"2022","4689825","Tyrell Robinson","RB","Army","FBS Independents","0.0565","0.0796","0.0526","0.0651","0.045","0.049","0.024","0.084"
"2022","4243249","TJ Green","RB","Liberty","FBS Independents","0.0542","0.0118","0.0966","0.0625","0.057","0.04","0.07","0.03"
"2022","4691889","Gregory DeRosiers","RB","UMass","FBS Independents","0.0523","0.0218","0.0721","0.0828","0.05","0.012","0.04","0.026"
"2022","4569948","Keanu Hill","WR","BYU","FBS Independents","0.0503","0.1034","0.0025","0.0605","0.041","0.048","0.022","0.056"
"2022","4577316","Braheam Murphy","RB","Army","FBS Independents","0.0497","0.115","0.0383","0.0489","0.049","0.056","0.031","0.073"
"2022","4714388","Chase Roberts","WR","BYU","FBS Independents","0.0489","0.095","0.0076","0.0548","0.054","0.034","0.038","0.047"
"2022","5082144","Hayden Reed","RB","Army","FBS Independents","0.0484","0","0.0574","0.0586","0.033","0.056","0.059","0.026"
"2022","4689809","Ay'Juan Marshall","WR","Army","FBS Independents","0.0457","0.0796","0.0399","0.0489","0.045","0.049","0.024","0.068"
"2022","4687463","Hinckley Ropati","RB","BYU","FBS Independents","0.045","0.0084","0.0785","0.049","0.05","0.034","0.055","0.03"
"2022","4373628","Brayden Cosper","WR","BYU","FBS Independents","0.045","0.095","0","0.0346","0.041","0.068","0.038","0.064"
"2022","4879944","Markel Johnson","RB","Army","FBS Independents","0.0444","0","0.0526","0.0489","0.057","0.025","0.055","0.026"
"2022","4832806","Jonathan Brady","WR","New Mexico State","FBS Independents","0.0436","0.0745","0.0227","0.0397","0.045","0.047","0.025","0.06"
"2022","4361714","Josiah Johnson","TE","UMass","FBS Independents","0.0413","0.1091","0","0.0241","0.054","0.058","0.034","0.064"
"2022","5084181","Kordell David","WR","New Mexico State","FBS Independents","0.0407","0.0993","0","0.0397","0.054","0.027","0.037","0.043"
"2022","4431600","Jayden Thomas","WR","Notre Dame","FBS Independents","0.0404","0.0955","0.002","0.0278","0.036","0.073","0.035","0.07"
"2022","4372770","Braden Lenzy","WR","Notre Dame","FBS Independents","0.0404","0.0927","0.0039","0.0532","0.036","0.011","0.035","0.022"
"2022","4683666","Zamar Wise","WR","UMass","FBS Independents","0.0385","0.0582","0.027","0.0345","0.042","0.035","0.034","0.045"
"2022","4571420","Isaac Ross","WR","UMass","FBS Independents","0.0371","0.0836","0.009","0.0345","0.029","0.058","0.011","0.056"
"2022","4426940","Kevens Clercius","WR","Connecticut","FBS Independents","0.0368","0.0977","0.0022","0.0227","0.045","0.055","0.023","0.062"
"2022","4259607","Cam Sullivan-Brown","WR","UMass","FBS Independents","0.0358","0.0945","0","0.0379","0.029","0.047","0.017","0.045"
"2022","4569951","Isaac Rex","TE","BYU","FBS Independents","0.0344","0.0726","0","0.049","0.025","0.021","0.033","0.017"
