"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2022","4360175","Clayton Tune","QB","Houston","American Athletic","0.6794","0.992","0.2793","0.6308","0.696","0.764","0.613","0.801"
"2022","4606194","Seth Henigan","QB","Memphis","American Athletic","0.6209","0.977","0.2544","0.5595","0.654","0.716","0.475","0.822"
"2022","4360131","Holton Ahlers","QB","East Carolina","American Athletic","0.5865","0.9639","0.1425","0.5015","0.552","0.817","0.521","0.732"
"2022","4916436","E.J. Warner","QB","Temple","American Athletic","0.544","0.897","0.0341","0.4182","0.601","0.69","0.529","0.698"
"2022","4685039","Michael Pratt","QB","Tulane","American Athletic","0.4948","0.8845","0.1934","0.4489","0.488","0.58","0.429","0.611"
"2022","4360271","Tanner Mordecai","QB","SMU","American Athletic","0.489","0.8588","0.0915","0.4603","0.456","0.6","0.361","0.625"
"2022","4360056","Ben Bryant","QB","Cincinnati","American Athletic","0.4524","0.8015","0.0548","0.4167","0.432","0.568","0.36","0.553"
"2022","4426494","John Rhys Plumlee","QB","UCF","American Athletic","0.4482","0.7275","0.2171","0.3835","0.453","0.552","0.414","0.587"
"2022","4362365","Davis Brin","QB","Tulsa","American Athletic","0.3421","0.5964","0.0571","0.3065","0.324","0.479","0.274","0.44"
"2022","4596334","Keaton Mitchell","RB","East Carolina","American Athletic","0.2874","0.0625","0.5556","0.3548","0.324","0.098","0.337","0.172"
"2022","4428557","Tyjae Spears","RB","Tulane","American Athletic","0.2629","0.0604","0.4239","0.2693","0.305","0.21","0.301","0.23"
"2022","4686164","Tai Lavatai","QB","Navy","American Athletic","0.2592","0.7143","0.1637","0.2193","0.229","0.325","0.213","0.352"
"2022","4600403","Braylon Braxton","QB","Tulsa","American Athletic","0.2533","0.3878","0.1039","0.1855","0.247","0.365","0.228","0.359"
"2022","4430926","Brian Battie","RB","South Florida","American Athletic","0.2525","0.0438","0.4154","0.3052","0.269","0.141","0.186","0.224"
"2022","4362915","Gerry Bohannon","QB","South Florida","American Athletic","0.2424","0.4175","0.1128","0.2143","0.242","0.319","0.262","0.256"
"2022","4428438","Edward Saydee","RB","Temple","American Athletic","0.2314","0.0755","0.471","0.3019","0.185","0.196","0.215","0.165"
"2022","4880697","Daba Fofana","FB","Navy","American Athletic","0.215","0","0.2626","0.2268","0.242","0.182","0.279","0.146"
"2022","4361264","Isaiah Bowser","RB","UCF","American Athletic","0.1959","0.0315","0.3371","0.2353","0.165","0.144","0.258","0.076"
"2022","4360057","Charles McClelland","RB","Cincinnati","American Athletic","0.1931","0.0422","0.3718","0.2253","0.2","0.13","0.211","0.141"
"2022","4565303","Katravis Marsh","QB","South Florida","American Athletic","0.1861","0.3872","0.0359","0.1656","0.166","0.244","0.157","0.242"
"2022","4372526","Deneric Prince","RB","Tulsa","American Athletic","0.1597","0.0249","0.3169","0.1962","0.153","0.108","0.191","0.089"
"2022","4568583","Tyler Lavine","RB","SMU","American Athletic","0.1576","0.0329","0.2979","0.1565","0.17","0.12","0.26","0.087"
"2022","4431339","Evan Prater","WR","Cincinnati","American Athletic","0.1481","0.196","0.0951","0.1173","0.16","0.191","0.137","0.191"
"2022","4568490","RJ Harvey","RB","UCF","American Athletic","0.1426","0.0586","0.2152","0.1718","0.144","0.093","0.159","0.076"
"2022","4366031","Nathaniel Dell","WR","Houston","American Athletic","0.1406","0.2366","0.016","0.154","0.139","0.109","0.139","0.12"
"2022","4686167","Xavier Arline","QB","Navy","American Athletic","0.1296","0.1176","0.1331","0.1301","0.128","0.13","0.112","0.146"
"2022","4431074","Jevyon Ducker","RB","Memphis","American Athletic","0.1289","0.0251","0.239","0.1524","0.101","0.121","0.166","0.065"
"2022","4244598","Keylon Stokes","WR","Tulsa","American Athletic","0.1273","0.2336","0.0078","0.1425","0.113","0.108","0.07","0.147"
"2022","4361333","Asa Martin","RB","Memphis","American Athletic","0.1267","0.0753","0.182","0.1357","0.141","0.095","0.166","0.083"
"2022","4362161","Ta'Zhawn Henry","RB","Houston","American Athletic","0.1215","0.0398","0.234","0.1491","0.118","0.069","0.143","0.064"
"2022","4433965","Brandon Campbell","RB","Houston","American Athletic","0.1204","0.0318","0.242","0.1271","0.118","0.103","0.143","0.098"
"2022","4360979","Jose Barbon","WR","Temple","American Athletic","0.1191","0.2014","0","0.1132","0.094","0.171","0.076","0.153"
"2022","4880272","Byrum Brown","QB","South Florida","American Athletic","0.1154","0.1818","0.0667","0.1104","0.103","0.133","0.105","0.13"
"2022","4686172","Vincent Terrell II","WR","Navy","American Athletic","0.1105","0.1176","0.1097","0.1301","0.106","0.097","0.066","0.123"
"2022","4428331","Rashee Rice","WR","SMU","American Athletic","0.1104","0.2089","0.0043","0.0998","0.116","0.125","0.079","0.147"
"2022","4432551","Stacy Sneed","RB","Houston","American Athletic","0.1069","0.0417","0.1968","0.1198","0.114","0.075","0.122","0.071"
"2022","4568992","Ryan O'Keefe","WR","UCF","American Athletic","0.1036","0.1802","0.04","0.1035","0.119","0.072","0.092","0.114"
