"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2021","4370775","Brennan Armstrong","QB","Virginia","ACC","0.6644","0.8972","0.2292","0.6859","0.623","0.695","0.574","0.691"
"2021","4426875","Sam Howell","QB","North Carolina","ACC","0.5892","0.9108","0.2926","0.5108","0.605","0.764","0.514","0.766"
"2021","4361653","Devin Leary","QB","NC State","ACC","0.5884","0.9719","0.0787","0.4918","0.575","0.837","0.536","0.751"
"2021","4361994","Sam Hartman","QB","Wake Forest","ACC","0.5851","0.9845","0.1626","0.5224","0.576","0.729","0.489","0.749"
"2021","4240069","Malik Cunningham","QB","Louisville","ACC","0.5836","0.9328","0.3154","0.4637","0.608","0.812","0.604","0.741"
"2021","4426966","Garrett Shrader","QB","Syracuse","ACC","0.563","0.8636","0.3561","0.4423","0.588","0.787","0.528","0.742"
"2021","4240703","Kenny Pickett","QB","Pittsburgh","ACC","0.5505","0.9037","0.1456","0.5054","0.52","0.684","0.494","0.658"
"2021","4429020","D.J. Uiagalelei","QB","Clemson","ACC","0.523","0.9014","0.1793","0.4541","0.51","0.705","0.418","0.683"
"2021","4685186","Tyler Van Dyke","QB","Miami","ACC","0.4383","0.6885","0.0967","0.4022","0.44","0.518","0.287","0.577"
"2021","4242490","Braxton Burmeister","QB","Virginia Tech","ACC","0.4375","0.8123","0.186","0.3951","0.391","0.581","0.33","0.568"
"2021","4360799","Jordan Travis","QB","Florida State","ACC","0.409","0.582","0.2598","0.3989","0.358","0.53","0.389","0.44"
"2021","4360403","Gunnar Holmberg","QB","Duke","ACC","0.3974","0.715","0.1291","0.3769","0.36","0.505","0.28","0.515"
"2021","4430871","Sean Tucker","RB","Syracuse","ACC","0.3395","0.0804","0.522","0.4583","0.311","0.142","0.38","0.161"
"2021","4429066","Jeff Sims","QB","Georgia Tech","ACC","0.3333","0.5352","0.1543","0.3234","0.31","0.394","0.303","0.366"
"2021","4239939","Dennis Grosel","QB","Boston College","ACC","0.2965","0.6118","0.0697","0.2066","0.292","0.456","0.233","0.473"
"2021","4360406","Mataeo Durant","RB","Duke","ACC","0.2871","0.0713","0.4775","0.3026","0.337","0.2","0.377","0.191"
"2021","4428961","Jordan Yates","QB","Georgia Tech","ACC","0.2583","0.4373","0.0992","0.2541","0.214","0.324","0.212","0.302"
"2021","4429652","Pat Garwo III","RB","Boston College","ACC","0.2302","0.0124","0.3888","0.3204","0.218","0.07","0.292","0.055"
"2021","4242431","Ty Chandler","RB","North Carolina","ACC","0.2223","0.0399","0.393","0.2578","0.22","0.152","0.278","0.126"
"2021","4429795","Jahmyr Gibbs","RB","Georgia Tech","ACC","0.215","0.0887","0.3306","0.2409","0.253","0.12","0.206","0.181"
"2021","4429043","Jaylan Knighton","RB","Miami","ACC","0.2091","0.0545","0.426","0.2039","0.246","0.159","0.343","0.136"
"2021","4042113","McKenzie Milton","QB","Florida State","ACC","0.2077","0.3934","0.0441","0.1854","0.189","0.268","0.178","0.256"
"2021","4372519","Jashaun Corbin","RB","Florida State","ACC","0.2064","0.0874","0.3162","0.2275","0.228","0.107","0.184","0.192"
"2021","4039300","D'Eriq King","QB","Miami","ACC","0.2053","0.2876","0.0937","0.2207","0.163","0.226","0.116","0.238"
"2021","4259308","Raheem Blackshear","RB","Virginia Tech","ACC","0.1979","0.0971","0.267","0.2438","0.19","0.132","0.186","0.16"
"2021","4361655","Ricky Person Jr.","RB","NC State","ACC","0.1978","0.0714","0.3703","0.228","0.195","0.14","0.218","0.141"
"2021","4428030","Jalen Mitchell","RB","Louisville","ACC","0.193","0.0349","0.3154","0.2539","0.176","0.082","0.191","0.114"
"2021","4431545","Will Shipley","RB","Clemson","ACC","0.1915","0.0563","0.3175","0.2245","0.209","0.098","0.223","0.131"
"2021","4427728","Zonovan Knight","RB","NC State","ACC","0.1867","0.0455","0.379","0.2308","0.195","0.076","0.212","0.115"
"2021","4372768","Phil Jurkovec","QB","Boston College","ACC","0.1795","0.2981","0.0944","0.1377","0.195","0.247","0.114","0.291"
"2021","4242243","Keytaon Thompson","WR","Virginia","ACC","0.1627","0.1812","0.1296","0.1617","0.176","0.136","0.189","0.147"
"2021","4568660","Vincent Davis","RB","Pittsburgh","ACC","0.1614","0.0481","0.2934","0.1814","0.187","0.077","0.161","0.13"
"2021","4688813","Josh Downs","WR","North Carolina","ACC","0.158","0.3286","0","0.1494","0.157","0.188","0.113","0.201"
"2021","4429202","Israel Abanikanda","RB","Pittsburgh","ACC","0.1436","0.05","0.2527","0.1447","0.162","0.128","0.165","0.127"
"2021","4686095","Kobe Pace","RB","Clemson","ACC","0.1321","0.0329","0.2246","0.1454","0.139","0.098","0.15","0.097"
"2021","4241397","Charleston Rambo","WR","Miami","ACC","0.1297","0.2244","0","0.1369","0.119","0.122","0.099","0.136"
"2021","4429205","Jordan Addison","WR","Pittsburgh","ACC","0.1287","0.2278","0.015","0.1339","0.107","0.138","0.139","0.11"
"2021","4240418","Christian Beal-Smith","RB","Wake Forest","ACC","0.1264","0.0174","0.2428","0.1547","0.134","0.061","0.149","0.065"
"2021","4428783","Treshaun Ward","RB","Florida State","ACC","0.1244","0.0656","0.1789","0.1376","0.138","0.087","0.13","0.1"
"2021","4372073","Christian Turner","RB","Wake Forest","ACC","0.1214","0.0097","0.2407","0.1435","0.122","0.07","0.16","0.055"
"2021","4686223","Malachi Thomas","RB","Virginia Tech","ACC","0.1211","0.0065","0.1991","0.1451","0.128","0.072","0.17","0.051"
"2021","4360569","Jordan Mason","RB","Georgia Tech","ACC","0.1183","0.0336","0.1956","0.1023","0.105","0.169","0.145","0.121"
"2021","4601283","Trevion Cooley","RB","Louisville","ACC","0.1181","0.0376","0.1805","0.158","0.088","0.082","0.084","0.086"
"2021","4683423","Riley Leonard","QB","Duke","ACC","0.1157","0.152","0.0861","0.1154","0.111","0.12","0.105","0.126"
"2021","4362019","A.T. Perry","WR","Wake Forest","ACC","0.1134","0.2205","0","0.0964","0.119","0.14","0.063","0.176"
"2021","4241891","Alec Sinkfield","RB","Boston College","ACC","0.1105","0.0031","0.1888","0.1317","0.128","0.051","0.144","0.051"
"2021","4360589","Dontae Smith","RB","Georgia Tech","ACC","0.1068","0.0245","0.1818","0.099","0.14","0.07","0.152","0.086"
"2021","4240901","Connor Blumrick","TE","Virginia Tech","ACC","0.1068","0.1068","0.1072","0.0648","0.124","0.15","0.149","0.128"
"2021","4431328","Rodney Hammond Jr.","RB","Pittsburgh","ACC","0.1059","0.0185","0.2077","0.1145","0.107","0.092","0.139","0.072"
"2021","4370797","Billy Kemp","WR","Virginia","ACC","0.1058","0.1585","0.0066","0.1224","0.099","0.078","0.068","0.106"
"2021","4429618","Justice Ellison","RB","Wake Forest","ACC","0.1025","0.0097","0.2016","0.1121","0.113","0.065","0.127","0.075"
"2021","4360405","Jake Bobo","WR","Duke","ACC","0.1015","0.2209","0","0.1256","0.084","0.095","0.063","0.099"
"2021","4240120","Emeka Emezie","WR","NC State","ACC","0.1001","0.1753","0","0.1044","0.111","0.081","0.089","0.1"
