"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2022","4373934","Chevan Cordeiro","QB","San José State","Mountain West","0.6593","0.8966","0.3007","0.5909","0.661","0.824","0.622","0.786"
"2022","4709977","Brayden Schager","QB","Hawai'i","Mountain West","0.4549","0.7405","0.0851","0.3834","0.479","0.554","0.396","0.589"
"2022","4361607","Andrew Peasley","QB","Wyoming","Mountain West","0.4113","0.8544","0.1231","0.3706","0.376","0.554","0.341","0.539"
"2022","4432733","Clay Millen","QB","Colorado State","Mountain West","0.4062","0.6588","0.1146","0.3098","0.424","0.556","0.343","0.538"
"2022","4697127","Brad Roberts","RB","Air Force","Mountain West","0.4016","0.0112","0.4537","0.4658","0.383","0.323","0.481","0.197"
"2022","4362894","Jalen Mayden","QB","San Diego State","Mountain West","0.3933","0.7176","0.1272","0.3041","0.457","0.491","0.345","0.531"
"2022","4243322","Jake Haener","QB","Fresno State","Mountain West","0.3886","0.6926","0.0431","0.3514","0.407","0.466","0.286","0.54"
"2022","4430033","Cooper Legas","QB","Utah State","Mountain West","0.3735","0.6283","0.1816","0.2936","0.385","0.511","0.404","0.451"
"2022","4431325","Taylen Green","QB","Boise State","Mountain West","0.368","0.6912","0.1339","0.3081","0.376","0.497","0.305","0.502"
"2022","4429516","Doug Brumfield","QB","UNLV","Mountain West","0.3659","0.5574","0.1747","0.3205","0.376","0.429","0.333","0.446"
"2022","4262162","Nate Cox","QB","Nevada","Mountain West","0.319","0.5139","0.1151","0.2563","0.317","0.42","0.295","0.394"
"2022","4360331","Miles Kendrick","QB","New Mexico","Mountain West","0.3065","0.5512","0.1359","0.2692","0.326","0.369","0.223","0.399"
"2022","4255990","Calvin Tyler Jr.","RB","Utah State","Mountain West","0.2912","0.0428","0.4906","0.3573","0.28","0.199","0.311","0.189"
"2022","4361444","Toa Taua","RB","Nevada","Mountain West","0.2747","0.0987","0.4712","0.3671","0.258","0.149","0.235","0.202"
"2022","4430551","Titus Swen","RB","Wyoming","Mountain West","0.2661","0.0518","0.4198","0.3118","0.255","0.183","0.276","0.184"
"2022","4243004","Jordan Mims","RB","Fresno State","Mountain West","0.2642","0.0369","0.5359","0.309","0.248","0.184","0.357","0.115"
"2022","4693814","Haaziq Daniels","QB","Air Force","Mountain West","0.263","0.9663","0.1718","0.2143","0.226","0.405","0.177","0.456"
"2022","4429835","George Holani","RB","Boise State","Mountain West","0.2503","0.0676","0.3866","0.2773","0.255","0.19","0.324","0.154"
"2022","4432431","Avery Morrow","RB","Colorado State","Mountain West","0.244","0.0551","0.4706","0.303","0.266","0.113","0.287","0.165"
"2022","4430404","Aidan Robbins","RB","UNLV","Mountain West","0.2301","0.0656","0.4075","0.2819","0.233","0.143","0.286","0.124"
"2022","4367728","Dedrick Parson","RB","Hawai'i","Mountain West","0.228","0.0639","0.4521","0.2654","0.225","0.174","0.268","0.153"
"2022","4570243","Kairee Robinson","RB","San José State","Mountain West","0.2167","0.0539","0.4764","0.2301","0.258","0.115","0.264","0.167"
"2022","4429070","Shane Illingworth","QB","Nevada","Mountain West","0.207","0.3646","0.0411","0.1677","0.214","0.276","0.151","0.281"
"2022","4890973","Ashton Jeanty","RB","Boise State","Mountain West","0.1908","0.0412","0.3024","0.2297","0.203","0.092","0.2","0.134"
"2022","4432317","Nathaniel Jones","RB","New Mexico","Mountain West","0.1789","0.0141","0.3026","0.2133","0.188","0.102","0.268","0.082"
"2022","5092306","Justin Holaday","QB","New Mexico","Mountain West","0.1554","0.2438","0.0949","0.1434","0.143","0.197","0.108","0.198"
"2022","4605998","Logan Fife","QB","Fresno State","Mountain West","0.1485","0.2357","0.0502","0.1439","0.129","0.195","0.111","0.19"
"2022","4374141","Jordan Byrd","RB","San Diego State","Mountain West","0.1307","0.0324","0.217","0.163","0.138","0.067","0.132","0.092"
"2022","4242490","Braxton Burmeister","QB","San Diego State","Mountain West","0.1267","0.2088","0.0599","0.1129","0.109","0.188","0.115","0.149"
"2022","4912275","Christian Washington","RB","New Mexico","Mountain West","0.1202","0.0353","0.1846","0.1538","0.098","0.089","0.166","0.053"
"2022","4875562","John Lee Eldridge III","RB","Air Force","Mountain West","0.1192","0.0674","0.1263","0.0994","0.154","0.108","0.113","0.161"
"2022","4426499","Hank Bachmeier","QB","Boise State","Mountain West","0.1115","0.2441","0.0151","0.1036","0.077","0.19","0.09","0.138"
"2022","4597703","Tory Horton","WR","Colorado State","Mountain West","0.1072","0.1969","0.0031","0.1077","0.074","0.159","0.077","0.121"
"2022","4245653","Brian Casteel","WR","Nevada","Mountain West","0.1029","0.1975","0.0027","0.1013","0.087","0.121","0.036","0.14"
"2022","4710001","CJ Montes","QB","New Mexico","Mountain West","0.1026","0.1943","0.0385","0.049","0.121","0.159","0.083","0.177"
"2022","4426910","Kenan Christon","RB","San Diego State","Mountain West","0.1013","0.0294","0.1646","0.1317","0.089","0.067","0.08","0.076"
"2022","4912240","Tylan Hines","RB","Hawai'i","Mountain West","0.0982","0.0259","0.1968","0.1394","0.085","0.051","0.098","0.042"
"2022","4241588","Elijah Cooks","WR","San José State","Mountain West","0.0979","0.1616","0","0.0994","0.109","0.074","0.109","0.081"
"2022","4361430","Devonte Lee","RB","Nevada","Mountain West","0.0964","0.0329","0.1671","0.0981","0.087","0.109","0.151","0.062"
"2022","4372041","Brian Cobbs","WR","Utah State","Mountain West","0.0951","0.2139","0.0042","0.072","0.105","0.124","0.088","0.131"
"2022","4607267","Malik Sherrod","RB","Fresno State","Mountain West","0.0939","0.0143","0.189","0.0896","0.123","0.052","0.115","0.079"
"2022","4372716","Nikko Remigio","WR","Fresno State","Mountain West","0.0895","0.1537","0.0167","0.0802","0.113","0.08","0.099","0.091"
"2022","4682761","Luke Wysong","WR","New Mexico","Mountain West","0.085","0.1343","0.0513","0.0734","0.107","0.07","0.064","0.111"
"2022","4869553","Bishop Davenport","QB","Utah State","Mountain West","0.0847","0.1337","0.048","0.0803","0.073","0.118","0.057","0.113"
"2022","4869552","Robert Briggs","RB","Utah State","Mountain West","0.0835","0.0187","0.1357","0.0997","0.094","0.043","0.088","0.058"
"2022","4036473","Logan Bonner","QB","Utah State","Mountain West","0.0824","0.1765","0.0104","0.0803","0.073","0.097","0.039","0.12"
