"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2020","4244804","Preston Hutchinson","QB","Eastern Michigan","Mid-American","0.6877","0.9953","0.3586","0.5912","0.708","0.852","0.688","0.832"
"2020","3858269","Ross Bowers","QB","Northern Illinois","Mid-American","0.5298","0.9528","0.0446","0.4599","0.514","0.678","0.43","0.7"
"2020","4039210","Drew Plitt","QB","Ball State","Mid-American","0.5202","0.9958","0.1503","0.3958","0.535","0.743","0.541","0.697"
"2020","4568336","Zach Gibson","QB","Akron","Mid-American","0.5","0.9023","0.1154","0.4467","0.538","0.538","0.457","0.595"
"2020","4244068","Dustin Crum","QB","Kent State","Mid-American","0.4846","0.8855","0.2124","0.4935","0.457","0.474","0.457","0.476"
"2020","4239937","Matt McDonald","QB","Bowling Green","Mid-American","0.4791","0.985","0.1011","0.391","0.42","0.641","0.355","0.66"
"2020","4362230","Kaleb Eleby","QB","Western Michigan","Mid-American","0.4741","0.9748","0.1233","0.3925","0.532","0.603","0.423","0.713"
"2020","4239714","Kyle Vantrease","QB","Buffalo","Mid-American","0.3559","0.9808","0.0331","0.3271","0.329","0.451","0.266","0.481"
"2020","4366038","Teon Dollard","RB","Akron","Mid-American","0.3539","0.0805","0.6154","0.4067","0.336","0.308","0.309","0.317"
"2020","4240781","Bryant Koback","RB","Toledo","Mid-American","0.3341","0.1293","0.5442","0.3934","0.302","0.247","0.406","0.205"
"2020","4039495","Eli Peters","QB","Toledo","Mid-American","0.3341","0.5862","0.0752","0.2417","0.362","0.482","0.34","0.452"
"2020","4430431","Kurtis Rourke","QB","Ohio","Mid-American","0.3314","0.7705","0.0833","0.2963","0.315","0.424","0.098","0.549"
"2020","4570276","De'Montre Tuggle","RB","Ohio","Mid-American","0.3254","0.0492","0.4815","0.3951","0.352","0.121","0.439","0.137"
"2020","4362452","Jaret Patterson","RB","Buffalo","Mid-American","0.3079","0","0.4669","0.3364","0.329","0.207","0.403","0.186"
"2020","4382468","La'Darius Jefferson","RB","Western Michigan","Mid-American","0.3005","0.0252","0.4934","0.3226","0.29","0.25","0.342","0.202"
"2020","4362569","Kobe Lewis","RB","Central Michigan","Mid-American","0.2958","0.1202","0.428","0.3224","0.277","0.274","0.312","0.254"
"2020","4427243","Brett Gabbert","QB","Miami (OH)","Mid-American","0.2793","0.5185","0.0526","0.3191","0.121","0.414","0.19","0.279"
"2020","4576294","Harrison Waylee","RB","Northern Illinois","Mid-American","0.2729","0.0515","0.5297","0.3262","0.314","0.156","0.263","0.214"
"2020","4570259","Daniel Richardson","QB","Central Michigan","Mid-American","0.2629","0.5738","0.0288","0.2514","0.248","0.321","0.16","0.377"
"2020","4257189","Kevin Marks","RB","Buffalo","Mid-American","0.2576","0.0385","0.3709","0.243","0.268","0.244","0.29","0.233"
"2020","4363148","AJ Mayer","QB","Miami (OH)","Mid-American","0.2342","0.463","0.0175","0.2128","0.182","0.345","0.048","0.349"
"2020","4362260","Carter Bradley","QB","Toledo","Mid-American","0.2293","0.4095","0.0442","0.1848","0.262","0.282","0.16","0.336"
"2020","4250390","Ty Brock","QB","Central Michigan","Mid-American","0.2113","0.388","0.0782","0.2131","0.206","0.214","0.168","0.246"
"2020","4428119","Lew Nichols","RB","Central Michigan","Mid-American","0.2066","0.0601","0.3169","0.1803","0.213","0.238","0.312","0.139"
"2020","4576183","Kevin Davis","RB","Miami (OH)","Mid-American","0.1982","0.0741","0.3158","0.1702","0.273","0.138","0.19","0.233"
"2020","4430468","Marquez Cooper","RB","Kent State","Mid-American","0.179","0.0076","0.2953","0.1623","0.219","0.158","0.202","0.207"
"2020","4428345","Tyrice Richie","WR","Northern Illinois","Mid-American","0.1743","0.3004","0.0297","0.1658","0.186","0.156","0.193","0.164"
"2020","4244038","Andrew Clair","RB","Bowling Green","Mid-American","0.1736","0.0226","0.2865","0.2105","0.19","0.109","0.197","0.104"
"2020","4056052","Armani Rogers","QB","Ohio","Mid-American","0.1657","0.1967","0.1481","0.1481","0.111","0.303","0.22","0.176"
"2020","4361624","Tye Evans","RB","Ball State","Mid-American","0.1507","0.0126","0.2582","0.1958","0.134","0.095","0.138","0.092"
"2020","4244727","Justin Hall","WR","Ball State","Mid-American","0.1471","0.2185","0.0915","0.1625","0.187","0.057","0.138","0.132"
"2020","4240866","Kalil Pimpleton","WR","Central Michigan","Mid-American","0.1408","0.2459","0.0617","0.1038","0.177","0.155","0.144","0.189"
"2020","4043016","D'Wayne Eskridge","WR","Western Michigan","Mid-American","0.1399","0.3208","0.0132","0.1505","0.129","0.132","0.081","0.181"
"2020","4261851","Will Jones","RB","Ball State","Mid-American","0.1324","0.0168","0.2222","0.1667","0.112","0.105","0.113","0.099"
"2020","4046744","Bryson Denley","RB","Bowling Green","Mid-American","0.1318","0.0226","0.2135","0.1579","0.15","0.078","0.145","0.104"
"2020","4363537","Hassan Beydoun","WR","Eastern Michigan","Mid-American","0.1308","0.2523","0","0.1326","0.088","0.222","0.098","0.16"
"2020","4428732","Sean Tyler","RB","Western Michigan","Mid-American","0.1295","0.0692","0.1718","0.1398","0.105","0.147","0.162","0.064"
"2020","4244049","Quintin Morris","TE","Bowling Green","Mid-American","0.1286","0.3008","0","0.1128","0.16","0.109","0.105","0.16"
"2020","4565318","Terion Stewart","RB","Bowling Green","Mid-American","0.1254","0.015","0.2079","0.1353","0.13","0.125","0.224","0.057"
"2020","4240098","Erin Collins","RB","Northern Illinois","Mid-American","0.1193","0.0172","0.2376","0.1337","0.1","0.133","0.158","0.064"
"2020","4257370","Jeremiah Knight","WR","Akron","Mid-American","0.118","0.0287","0.2033","0.12","0.134","0.09","0.148","0.095"
"2020","4362352","Isaiah McKoy","WR","Kent State","Mid-American","0.1173","0.2901","0","0.1688","0.057","0.053","0.074","0.061"
"2020","4038966","Jack Sorenson","WR","Miami (OH)","Mid-American","0.1171","0.2407","0","0.1489","0.061","0.138","0.095","0.093"
"2020","4360492","Samson Evans","RB","Eastern Michigan","Mid-American","0.1162","0.0374","0.202","0.1271","0.117","0.086","0.116","0.096"
"2020","4426764","Bryan Bradford","RB","Kent State","Mid-American","0.1142","0.0076","0.1865","0.1104","0.095","0.175","0.117","0.11"
"2020","4429976","Micah Kelly","RB","Toledo","Mid-American","0.1114","0.0302","0.1947","0.128","0.101","0.094","0.094","0.103"
"2020","4244732","Caleb Huntley","RB","Ball State","Mid-American","0.1103","0.0042","0.1928","0.1292","0.102","0.076","0.138","0.053"
"2020","4429083","Darius Boone","RB","Eastern Michigan","Mid-American","0.109","0.0047","0.2222","0.1492","0.117","0.025","0.098","0.064"
"2020","4361646","Yo'Heinz Tyler","WR","Ball State","Mid-American","0.1085","0.2479","0","0.0958","0.107","0.143","0.107","0.125"
"2020","4049294","Antonio Nunn","WR","Buffalo","Mid-American","0.107","0.3141","0","0.0981","0.114","0.134","0.032","0.186"
"2020","4362313","O'Shann Allison","RB","Ohio","Mid-American","0.1006","0.0164","0.1481","0.1235","0.111","0.03","0.146","0.02"
"2020","4430191","Skyy Moore","WR","Western Michigan","Mid-American","0.0933","0.2201","0.0044","0.1022","0.089","0.074","0.054","0.128"
"2020","4363528","Tanner Knue","WR","Eastern Michigan","Mid-American","0.092","0.1776","0","0.0939","0.109","0.074","0.054","0.12"
"2020","4244719","Antwan Davis","WR","Ball State","Mid-American","0.0901","0.2017","0.0033","0.0542","0.096","0.171","0.101","0.132"
"2020","4036788","Jaxson Kincaide","RB","Western Michigan","Mid-American","0.0881","0.0314","0.1278","0.1183","0.073","0.044","0.063","0.053"
"2020","4244833","Quian Williams","WR","Eastern Michigan","Mid-American","0.0872","0.1682","0","0.0884","0.08","0.111","0.063","0.104"
"2020","4244071","Xavier Williams","RB","Kent State","Mid-American","0.0833","0","0.1399","0.0779","0.095","0.07","0.096","0.073"
"2020","4430323","Ja'Shaun Poke","WR","Kent State","Mid-American","0.0833","0.1832","0.0155","0.0584","0.105","0.123","0.085","0.122"
"2020","4038973","Zach Kahn","RB","Miami (OH)","Mid-American","0.0811","0","0.1579","0.0851","0.121","0.034","0.095","0.07"
"2020","4431432","Kenny Tracy","RB","Miami (OH)","Mid-American","0.0811","0.0185","0.1404","0.0851","0.121","0","0.238","0"
"2020","4373427","Julian Ortega-Jones","WR","Bowling Green","Mid-American","0.0804","0.188","0","0.0677","0.04","0.156","0.039","0.123"
"2020","4428439","Collin Schlee","QB","Kent State","Mid-American","0.0772","0.1145","0.0518","0.0844","0.076","0.07","0.085","0.073"
"2020","4247942","Isaiah Winstead","WR","Toledo","Mid-American","0.0764","0.1509","0","0.09","0.067","0.071","0.066","0.062"
"2020","4240146","Nate Stewart","WR","Akron","Mid-American","0.0758","0.1552","0","0.0867","0.05","0.103","0.062","0.071"
"2020","4428314","Trevon Raymore","RB","Bowling Green","Mid-American","0.074","0","0.1292","0.0827","0.11","0.016","0.053","0.075"
"2020","4362310","Shane Hooks","WR","Ohio","Mid-American","0.071","0.1803","0.0093","0.0494","0.056","0.152","0.049","0.118"
"2020","4433906","Trayvon Rudolph","WR","Northern Illinois","Mid-American","0.0688","0.1288","0","0.0535","0.093","0.067","0.07","0.086"
"2020","4244771","JaCorey Sullivan","WR","Central Michigan","Mid-American","0.0657","0.153","0","0.082","0.064","0.048","0.016","0.09"
"2020","4244075","Isaac Vance","WR","Kent State","Mid-American","0.0648","0.1527","0.0052","0.0519","0.076","0.07","0.053","0.098"
"2020","4259597","Mac Hippenhammer","WR","Miami (OH)","Mid-American","0.0631","0.1296","0","0.1064","0","0.069","0","0.047"
