"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2019","4259127","Mike Glass III","QB","Eastern Michigan","Mid-American","0.5692","0.8411","0.2658","0.5215","0.562","0.737","0.54","0.658"
"2019","4038741","Kato Nelson","QB","Akron","Mid-American","0.5613","0.7368","0.2669","0.4982","0.609","0.615","0.552","0.627"
"2019","4244068","Dustin Crum","QB","Kent State","Mid-American","0.5519","0.9529","0.2762","0.5745","0.516","0.631","0.436","0.602"
"2019","4244688","Nathan Rourke","QB","Ohio","Mid-American","0.5518","0.983","0.2644","0.5237","0.554","0.659","0.379","0.742"
"2019","3916726","Jon Wassink","QB","Western Michigan","Mid-American","0.5479","1","0.1247","0.4901","0.539","0.7","0.396","0.745"
"2019","4039210","Drew Plitt","QB","Ball State","Mid-American","0.5164","0.9974","0.1366","0.4348","0.495","0.766","0.45","0.687"
"2019","4427243","Brett Gabbert","QB","Miami (OH)","Mid-American","0.4713","0.9443","0.1343","0.4548","0.449","0.594","0.394","0.541"
"2019","3858269","Ross Bowers","QB","Northern Illinois","Mid-American","0.3899","0.7853","0.0466","0.3333","0.389","0.538","0.306","0.507"
"2019","4362452","Jaret Patterson","RB","Buffalo","Mid-American","0.3665","0.063","0.5065","0.3508","0.426","0.324","0.466","0.277"
"2019","4046743","Grant Loy","QB","Bowling Green","Mid-American","0.3549","0.58","0.1931","0.3034","0.359","0.433","0.274","0.483"
"2019","3916721","LeVante Bellamy","RB","Western Michigan","Mid-American","0.3333","0.0525","0.6091","0.3739","0.342","0.253","0.401","0.22"
"2019","3886565","Quinten Dormady","QB","Central Michigan","Mid-American","0.3078","0.5835","0.0439","0.2682","0.352","0.339","0.262","0.397"
"2019","4039467","Tre Harbison","RB","Northern Illinois","Mid-American","0.2848","0.0217","0.5319","0.3606","0.296","0.164","0.371","0.146"
"2019","4244732","Caleb Huntley","RB","Ball State","Mid-American","0.2809","0.023","0.5021","0.3581","0.261","0.162","0.354","0.115"
"2019","4257189","Kevin Marks","RB","Buffalo","Mid-American","0.2615","0.0556","0.3567","0.2958","0.285","0.192","0.271","0.205"
"2019","4240781","Bryant Koback","RB","Toledo","Mid-American","0.2484","0.036","0.4106","0.3068","0.221","0.189","0.254","0.167"
"2019","3932903","Mitchell Guadagni","QB","Toledo","Mid-American","0.2309","0.3964","0.1148","0.2102","0.225","0.314","0.201","0.286"
"2019","4039503","Shakif Seymour","RB","Toledo","Mid-American","0.2171","0.0601","0.3377","0.2358","0.241","0.132","0.254","0.163"
"2019","4239714","Kyle Vantrease","QB","Buffalo","Mid-American","0.2168","0.6407","0.0342","0.2016","0.178","0.291","0.184","0.273"
"2019","4244304","Jaylon Bester","RB","Miami (OH)","Mid-American","0.2157","0.0418","0.3603","0.2203","0.23","0.219","0.276","0.171"
"2019","3122790","Darius Wade","QB","Bowling Green","Mid-American","0.207","0.41","0.0594","0.1552","0.214","0.299","0.168","0.302"
"2019","4039274","Jonathan Ward","RB","Central Michigan","Mid-American","0.201","0.0761","0.3305","0.2541","0.195","0.109","0.25","0.091"
"2019","4362569","Kobe Lewis","RB","Central Michigan","Mid-American","0.1938","0.0592","0.3326","0.2047","0.179","0.203","0.196","0.182"
"2019","3125833","Shaq Vann","RB","Eastern Michigan","Mid-American","0.1837","0.0275","0.3772","0.2177","0.201","0.108","0.212","0.112"
"2019","4429602","Walter Fletcher","RB","Ball State","Mid-American","0.1835","0.0893","0.2668","0.1995","0.223","0.12","0.167","0.172"
"2019","4039354","David Moore","QB","Central Michigan","Mid-American","0.1813","0.3362","0.0335","0.1694","0.179","0.24","0.127","0.236"
"2019","4046744","Bryson Denley","RB","Bowling Green","Mid-American","0.1746","0.1","0.2327","0.2241","0.175","0.108","0.137","0.142"
"2019","4362313","O'Shann Allison","RB","Ohio","Mid-American","0.1717","0.0369","0.2704","0.192","0.165","0.15","0.22","0.099"
"2019","3939936","Davon Jones","RB","Bowling Green","Mid-American","0.1676","0.06","0.25","0.1724","0.188","0.153","0.223","0.108"
"2019","4039470","Marcus Childers","QB","Northern Illinois","Mid-American","0.1519","0.2065","0.1078","0.1061","0.156","0.216","0.172","0.189"
"2019","3915267","Will Matthews","RB","Kent State","Mid-American","0.1517","0.0222","0.2612","0.1572","0.179","0.123","0.191","0.125"
"2019","4039495","Eli Peters","QB","Toledo","Mid-American","0.1493","0.3213","0.0265","0.1278","0.157","0.182","0.139","0.184"
"2019","4363153","Tyre Shelton","RB","Miami (OH)","Mid-American","0.1465","0.0529","0.226","0.1921","0.158","0.073","0.122","0.11"
"2019","4568336","Zach Gibson","QB","Akron","Mid-American","0.1407","0.2129","0.0169","0.1255","0.13","0.196","0.096","0.173"
"2019","4570276","De'Montre Tuggle","RB","Ohio","Mid-American","0.1382","0.054","0.2008","0.1571","0.158","0.078","0.159","0.095"
"2019","4362447","Matt Myers","QB","Buffalo","Mid-American","0.1296","0.3556","0.0326","0.1178","0.097","0.214","0.076","0.209"
"2019","4240866","Kalil Pimpleton","WR","Central Michigan","Mid-American","0.1254","0.241","0.0146","0.12","0.121","0.156","0.092","0.155"
"2019","4362260","Carter Bradley","QB","Toledo","Mid-American","0.1217","0.2613","0.0221","0.0852","0.129","0.189","0.105","0.184"
"2019","4244727","Justin Hall","WR","Ball State","Mid-American","0.1212","0.2143","0.0483","0.1253","0.118","0.138","0.104","0.126"
"2019","4408783","Brandon Lee","WR","Akron","Mid-American","0.115","0.0574","0.2203","0.1439","0.116","0.068","0.112","0.085"
"2019","4244071","Xavier Williams","RB","Kent State","Mid-American","0.1097","0.0222","0.1842","0.1274","0.117","0.078","0.114","0.086"
"2019","4244049","Quintin Morris","TE","Bowling Green","Mid-American","0.107","0.2533","0","0.0931","0.107","0.127","0.091","0.134"
"2019","4244038","Andrew Clair","RB","Bowling Green","Mid-American","0.1056","0.0367","0.1584","0.1345","0.098","0.07","0.147","0.056"
"2019","3916749","Giovanni Ricci","TE","Western Michigan","Mid-American","0.1006","0.2075","0","0.0652","0.082","0.182","0.106","0.145"
"2019","4430191","Skyy Moore","WR","Western Michigan","Mid-American","0.0982","0.2","0.0024","0.1218","0.074","0.106","0.048","0.106"
"2019","4260943","Julian Ross","RB","Ohio","Mid-American","0.0979","0.0256","0.1511","0.1022","0.097","0.09","0.154","0.036"
"2019","4049294","Antonio Nunn","WR","Buffalo","Mid-American","0.0972","0.3222","0","0.1047","0.077","0.104","0.051","0.133"
"2019","4363551","Dylan Drummond","WR","Eastern Michigan","Mid-American","0.0941","0.1674","0.0101","0.0835","0.102","0.12","0.093","0.108"
"2019","4240146","Nate Stewart","WR","Akron","Mid-American","0.0938","0.1483","0","0.0959","0.088","0.108","0.04","0.118"
"2019","4362352","Isaiah McKoy","WR","Kent State","Mid-American","0.091","0.2161","0","0.1165","0.07","0.089","0.059","0.079"
"2019","4244308","Davion Johnson","RB","Miami (OH)","Mid-American","0.0868","0.039","0.1279","0.0706","0.121","0.078","0.14","0.072"
