"Season","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility"
"2021","Kyre","Richardson","WR","Oklahoma","","2021-02-02T00:00:00.000Z","","2","TBD"
"2021","Jackson","Gregory","IOL","Louisville","Stony Brook","2021-02-02T00:00:00.000Z","","3","TBD"
"2021","Blaine","Scott","IOL","West Virginia","Northern Colorado","2021-02-02T00:00:00.000Z","","3","Immediate"
"2021","Briason","Mays","IOL","West Virginia","Southern Mississippi","2021-02-02T00:00:00.000Z","0.8","3","TBD"
"2021","Samuel","Poutasi","IOL","Oregon","","2021-02-02T00:00:00.000Z","","3","Immediate"
"2021","Jhari","Patterson","WR","Marshall","East Carolina","2021-02-01T00:00:00.000Z","","3","Immediate"
"2021","George","Silvanic","DL","Air Force","Air Force","2021-02-01T00:00:00.000Z","","","Immediate"
"2021","Jakob","Robinson","CB","Utah State","BYU","2021-02-01T00:00:00.000Z","","3","TBD"
"2021","Griffin","Sestili","IOL","Temple","Western Carolina","2021-02-01T00:00:00.000Z","","3","Immediate"
"2021","Joshua","Hart","WR","Arizona State","Arkansas-Pine Bluff","2021-02-01T00:00:00.000Z","","","TBD"
"2021","Brandon","Cunningham","IOL","Mississippi State","","2021-02-01T00:00:00.000Z","0.81","3","TBD"
"2021","Javon","Turner","WR","UMass","","2021-02-01T00:00:00.000Z","","3","Immediate"
"2021","Jaylen","Flemmons","WR","Ball State","Kentucky State","2021-02-01T00:00:00.000Z","","","TBD"
"2021","Matthew","Trickett","K","Kent State","Minnesota","2021-02-01T00:00:00.000Z","","2","Immediate"
"2021","Justin","Guy-Robinson","CB","SMU","","2021-02-01T00:00:00.000Z","","2","Immediate"
"2021","Brent","Cimaglia","K","Tennessee","Georgia Tech","2021-02-01T00:00:00.000Z","","3","Immediate"
"2021","Jacquez","Williams","LB","Wake Forest","Louisiana Monroe","2021-02-01T00:00:00.000Z","","3","Immediate"
"2021","John","Seter","QB","Georgia","SMU","2021-01-31T00:00:00.000Z","","","Immediate"
"2021","Alexander","Wyant","OT","Connecticut","","2021-01-30T00:00:00.000Z","","3","TBD"
"2021","Jahquez","Evans","WR","South Florida","","2021-01-30T00:00:00.000Z","","3","TBD"
"2021","Jay","LaRosa","K","Ole Miss","UMass","2021-01-29T00:00:00.000Z","","","Immediate"
"2021","Phillip","Powell","S","Washington State","","2021-01-29T00:00:00.000Z","","","Immediate"
"2021","Bradrick","Shaw","RB","California","","2021-01-29T00:00:00.000Z","","3","Immediate"
"2021","Joshua","Pakola","EDGE","Stanford","Stanford","2021-01-29T00:00:00.000Z","","4","TBD"
"2021","David","Baldwin-Griffin","QB","Appalachian State","","2021-01-29T00:00:00.000Z","","3","TBD"
"2021","Deron","Irving-Bey","DL","Central Michigan","","2021-01-29T00:00:00.000Z","","4","TBD"
"2021","Chris","Gaston","CB","Fresno State","","2021-01-29T00:00:00.000Z","","3","TBD"
"2021","Joe","Doyle","P","Tennessee","Memphis","2021-01-29T00:00:00.000Z","","2","Immediate"
"2021","D.J.","Render","WR","Kansas State","Austin Peay","2021-01-29T00:00:00.000Z","","3","Immediate"
"2021","Devin","Mathews","WR","Navy","Wofford","2021-01-28T00:00:00.000Z","","3","TBD"
"2021","Charles","Jones","LB","Central Michigan","","2021-01-28T00:00:00.000Z","","2","TBD"
"2021","Woodly","Appolon","S","Northern Illinois","","2021-01-28T00:00:00.000Z","","3","TBD"
"2021","Jayy","McDonald","RB","Middle Tennessee","","2021-01-28T00:00:00.000Z","","3","Immediate"
"2021","Michael","Allen","EDGE","Wake Forest","Western Kentucky","2021-01-28T00:00:00.000Z","","3","Immediate"
"2021","Isaac","Stiebeling","QB","Eastern Michigan","","2021-01-28T00:00:00.000Z","","3","TBD"
"2021","Kylan","Stribling","S","Middle Tennessee","","2021-01-28T00:00:00.000Z","","2","Immediate"
"2021","Malik","Scurlock","EDGE","Air Force","","2021-01-27T00:00:00.000Z","","3","TBD"
"2021","Eston","Miles","DL","Western Michigan","","2021-01-27T00:00:00.000Z","","3","TBD"
"2021","Alvin","Dempsey","DL","Florida Atlantic","Florida Atlantic","2021-01-27T00:00:00.000Z","","3","TBD"
"2021","Beaux","Tagaloa","DL","San José State","California","2021-01-27T00:00:00.000Z","","3","Immediate"
"2021","Mike","Garrett Jr.","CB","Tulsa","Abilene Christian","2021-01-27T00:00:00.000Z","","2","TBD"
"2021","JR","Waters","WR","Oregon","Southern Utah","2021-01-27T00:00:00.000Z","","3","TBD"
"2021","Isaac","Townsend","WDE","Oregon","Wisconsin","2021-01-27T00:00:00.000Z","","3","TBD"
"2021","Clay","Markoff","RB","Washington State","","2021-01-27T00:00:00.000Z","","","TBD"
"2021","Tate","Martell","QB","Miami","UNLV","2021-01-27T00:00:00.000Z","","4","Immediate"
"2021","Qadir","White","OT","Syracuse","","2021-01-27T00:00:00.000Z","0.8","3","TBD"
"2021","Tyleek","Collins","WR","UNLV","","2021-01-27T00:00:00.000Z","","3","TBD"
"2021","TaMerik","Williams","RB","SMU","North Dakota State","2021-01-27T00:00:00.000Z","","3","Immediate"
"2021","Dominique","Long","S","Michigan State","Duke","2021-01-27T00:00:00.000Z","","3","Immediate"
"2021","Elorm","Lumor","EDGE","Rutgers","Towson","2021-01-27T00:00:00.000Z","","3","Immediate"
"2021","Keon","Howard","QB","Tulane","","2021-01-26T00:00:00.000Z","","3","Immediate"
"2021","Jason","Brown","PRO","St Francis (PA)","South Carolina","2021-01-26T00:00:00.000Z","0.81","3","Immediate"
"2021","Cesar","Moreno","IOL","Coastal Carolina","","2021-01-26T00:00:00.000Z","","3","TBD"
"2021","Junior","Summerhill","S","South Alabama","","2021-01-26T00:00:00.000Z","","3","TBD"
"2021","Austyn","Chestnut","ATH","North Carolina","Appalachian State","2021-01-26T00:00:00.000Z","","","Immediate"
"2021","Kyle","Ohlen","IOL","Texas A&M","","2021-01-26T00:00:00.000Z","","","TBD"
"2021","Will","Heckman","S","Washington State","","2021-01-26T00:00:00.000Z","","","TBD"
"2021","Eric","Kumah","WR","Old Dominion","","2021-01-26T00:00:00.000Z","","3","Immediate"
"2021","Cale","Millen","QB","Oregon","Northern Arizona","2021-01-26T00:00:00.000Z","","3","TBD"
"2021","Luke","McCaffrey","QB","Nebraska","Rice","2021-01-26T00:00:00.000Z","0.8","3","TBD"
"2021","Caden","Leggett","WR","Texas Tech","","2021-01-26T00:00:00.000Z","","3","TBD"
"2021","Vincent","Flythe","CB","Maryland","","2021-01-26T00:00:00.000Z","","3","Immediate"
"2021","Will","Farniok","IOL","Nebraska","Tulsa","2021-01-26T00:00:00.000Z","","3","TBD"
"2021","Kade","Warner","WR","Nebraska","Kansas State","2021-01-26T00:00:00.000Z","","2","TBD"
"2021","Jake","Pagel","LS","Texas A&M","","2021-01-26T00:00:00.000Z","","","TBD"
"2021","Cole","McCubrey","LB","UMass","","2021-01-26T00:00:00.000Z","","2","Immediate"
"2021","Colton","Taylor","QB","Texas A&M","","2021-01-26T00:00:00.000Z","","","TBD"
"2021","Kyle","Meyers","CB","Tulane","","2021-01-25T00:00:00.000Z","","4","Immediate"
"2021","Matt","Lorbeck","EDGE","Iowa","","2021-01-25T00:00:00.000Z","","3","Immediate"
"2021","Nolan","Givan","TE","San Diego State","Texas A&M Commerce","2021-01-25T00:00:00.000Z","","3","TBD"
"2021","Messiah","deWeaver","QB","Old Dominion","","2021-01-25T00:00:00.000Z","","3","Immediate"
"2021","Zach","Angelillo","RB","California","","2021-01-25T00:00:00.000Z","","2","Immediate"
"2021","Lamar","Mullins","S","Tulsa","","2021-01-25T00:00:00.000Z","","3","TBD"
"2021","Thalen","Robinson","OT","Missouri","SMU","2021-01-25T00:00:00.000Z","0.81","3","Immediate"
"2021","Thomas","Spann","IOL","Texas A&M","","2021-01-25T00:00:00.000Z","","","TBD"
"2021","J.J.","Peterson","LB","Tennessee","","2021-01-25T00:00:00.000Z","","4","TBD"
"2021","Mario","Nolan-Dillard","QB","Memphis","Tennessee State","2021-01-25T00:00:00.000Z","","2","TBD"
"2021","Carson","Baker","QB","San Diego State","","2021-01-25T00:00:00.000Z","","3","TBD"
"2021","Alan","Bowman","QB","Texas Tech","Michigan","2021-01-25T00:00:00.000Z","0.83","3","TBD"
"2021","Cyrus","Habibi-Likio","RB","Oregon","Boise State","2021-01-25T00:00:00.000Z","","3","Immediate"
"2021","Austin","Myers","OT","TCU","Memphis","2021-01-25T00:00:00.000Z","","4","Immediate"
"2021","Kevin","Terry","WR","Texas Tech","Kansas","2021-01-24T00:00:00.000Z","","","TBD"
"2021","Will","Farrar","OT","Texas Tech","Boise State","2021-01-24T00:00:00.000Z","","3","Immediate"
"2021","Markevion","Quinn","QB","Memphis","","2021-01-23T00:00:00.000Z","","3","TBD"
"2021","I'Shawn","Stewart","WR","Oregon State","","2021-01-23T00:00:00.000Z","","3","TBD"
"2021","Daron","Bland","CB","Sacramento State","Fresno State","2021-01-22T00:00:00.000Z","","","TBD"
"2021","Treun","Pace","CB","Georgia Southern","","2021-01-22T00:00:00.000Z","","3","TBD"
"2021","Stiles","Moore","EDGE","Western Michigan","","2021-01-22T00:00:00.000Z","","3","TBD"
"2021","Jake","Simmons","QB","San José State","Santa Rosa J.C.","2021-01-22T00:00:00.000Z","","","TBD"
"2021","Gunner","Cruz","QB","Arizona","Arizona","2021-01-22T00:00:00.000Z","0.8","3","Immediate"
"2021","Davon","Wright","DL","Tulane","","2021-01-22T00:00:00.000Z","","3","TBD"
"2021","Quian","Williams","WR","Eastern Michigan","Buffalo","2021-01-22T00:00:00.000Z","","2","TBD"
"2021","C.J.","McWilliams","CB","Florida","Purdue","2021-01-22T00:00:00.000Z","","3","TBD"
"2021","Brandon","Brown","CB","Central Michigan","","2021-01-21T00:00:00.000Z","","2","TBD"
"2021","Johnathan","Mosley","QB","Kentucky","","2021-01-21T00:00:00.000Z","","","TBD"
"2021","Eyin","Cole","WR","Florida Atlantic","","2021-01-21T00:00:00.000Z","","3","TBD"
"2021","Kamaar","Bell","IOL","Auburn","Florida Atlantic","2021-01-21T00:00:00.000Z","0.8","3","TBD"
"2021","Ali","Jennings","WR","West Virginia","Old Dominion","2021-01-21T00:00:00.000Z","","3","TBD"
"2021","Logan","Holgorsen","QB","Houston","","2021-01-21T00:00:00.000Z","","3","TBD"
"2021","Rayshad","Williams","CB","UCLA","Texas Tech","2021-01-21T00:00:00.000Z","0.81","3","TBD"
"2021","Reese","Moore","OT","Texas","Abilene Christian","2021-01-21T00:00:00.000Z","","4","TBD"
"2021","Marcus","Coleman","DL","Ohio","","2021-01-21T00:00:00.000Z","","3","TBD"
"2021","Dylan","McCaffrey","QB","Michigan","Northern Colorado","2021-01-21T00:00:00.000Z","","4","Immediate"
"2021","Connor","Adair","QB","Memphis","","2021-01-21T00:00:00.000Z","","2","TBD"
"2021","Justin","Mulbah","LB","Buffalo","","2021-01-21T00:00:00.000Z","","2","TBD"
"2021","Ben","Ratzlaff","WR","Houston Christian","Western Kentucky","2021-01-20T00:00:00.000Z","","","Immediate"
"2021","Dedrick","Wilson","WR","UT San Antonio","","2021-01-20T00:00:00.000Z","","3","TBD"
"2021","Zack","Early","OT","Connecticut","","2021-01-20T00:00:00.000Z","","3","TBD"
"2021","Charlie","Fish","WR","Northern Illinois","","2021-01-20T00:00:00.000Z","","2","TBD"
"2021","Evan","Fairs","WR","Virginia Tech","","2021-01-20T00:00:00.000Z","","3","Immediate"
"2021","Nikolas","Ognenovic","TE","Kentucky","Akron","2021-01-20T00:00:00.000Z","","3","TBD"
"2021","Damari","Kelly","CB","Coastal Carolina","","2021-01-20T00:00:00.000Z","","2","TBD"
"2021","Erick","Kroll","LB","Nevada","","2021-01-20T00:00:00.000Z","","","TBD"
"2021","Willie","Langham","CB","Tulane","","2021-01-20T00:00:00.000Z","","2","TBD"
"2021","Aaron","Jarman","TE","Temple","East Carolina","2021-01-20T00:00:00.000Z","","3","Immediate"
"2021","Amadou","Fofana","DL","Oklahoma State","","2021-01-20T00:00:00.000Z","","3","Immediate"
"2021","Tyrese","Ross","S","Washington State","","2021-01-20T00:00:00.000Z","","3","TBD"
"2021","Blake","Mazza","K","Washington State","SMU","2021-01-20T00:00:00.000Z","","","Immediate"
"2021","Mark","Salazar","QB","San Diego State","","2021-01-20T00:00:00.000Z","","2","Immediate"
"2021","Jerry","Roberts","LB","Bowling Green","Arizona","2021-01-20T00:00:00.000Z","","2","TBD"
"2021","Christian","Braswell","CB","Temple","Rutgers","2021-01-20T00:00:00.000Z","","2","TBD"
"2021","Tyce","Daniel","TE","Memphis","Southern Illinois","2021-01-20T00:00:00.000Z","","3","TBD"
"2021","Carlito","Gonzalez","S","Memphis","","2021-01-20T00:00:00.000Z","","3","TBD"
"2021","Stephon","Huderson","RB","Tulane","McNeese","2021-01-20T00:00:00.000Z","","2","TBD"
"2021","Kody","Russey","IOL","Louisiana Tech","Houston","2021-01-20T00:00:00.000Z","0.82","3","Immediate"
"2021","Javian","Smith","CB","Houston","","2021-01-20T00:00:00.000Z","","2","TBD"
"2021","Bryce","Brand","EDGE","West Virginia","Bowling Green","2021-01-19T08:58:00.000Z","","3","Immediate"
"2021","Baden","Pinson","RB","Coastal Carolina","","2021-01-19T00:00:00.000Z","","2","TBD"
"2021","Devon","Modster","QB","California","","2021-01-19T00:00:00.000Z","","3","Immediate"
"2021","Isiah","Childs","RB","Akron","","2021-01-19T00:00:00.000Z","","3","TBD"
"2021","Zack","Sessa","K","Florida","","2021-01-19T00:00:00.000Z","","2","TBD"
"2021","Xavier","Goldsmith","CB","Colorado State","","2021-01-19T00:00:00.000Z","","3","TBD"
"2021","Willie","Tyler","IOL","Texas","Louisiana Monroe","2021-01-19T00:00:00.000Z","","3","TBD"
"2021","Kenyon","Oblad","QB","UNLV","Utah Tech","2021-01-19T00:00:00.000Z","","3","TBD"
"2021","Ernest","Moore","OT","Hawai'i","Southwest Minnesota State","2021-01-19T00:00:00.000Z","","2","TBD"
"2021","Jason","Bean","QB","North Texas","Kansas","2021-01-19T00:00:00.000Z","","3","TBD"
"2021","Kameron","Wilson","TE","Memphis","","2021-01-19T00:00:00.000Z","","2","TBD"
"2021","True","Thompson","WR","Minnesota","","2021-01-19T00:00:00.000Z","","","TBD"
"2021","Jeremy","Meiser","DL","Old Dominion","Northwestern","2021-01-19T00:00:00.000Z","0.81","3","TBD"
"2021","Elijah","Gates","CB","UCLA","Fresno State","2021-01-19T00:00:00.000Z","","4","TBD"
"2021","Luiji","Vilain","EDGE","Michigan","Wake Forest","2021-01-19T00:00:00.000Z","0.81","3","Immediate"
"2021","Jerry","Howard","RB","Georgia Tech","","2021-01-19T00:00:00.000Z","","3","Immediate"
"2021","Micah","Bowens","DUAL","Penn State","Oklahoma","2021-01-18T00:00:00.000Z","0.8","3","TBD"
"2021","James","Sylvester","EDGE","Baylor","Stephen F. Austin","2021-01-18T00:00:00.000Z","","4","TBD"
"2021","Drew","Gunther","PRO","Syracuse","Bowling Green","2021-01-18T00:00:00.000Z","","","TBD"
"2021","DeMontae","Haigler","LB","Bowling Green","","2021-01-18T00:00:00.000Z","","","TBD"
"2021","Jalen","Graves","DL","UNLV","","2021-01-18T00:00:00.000Z","","2","TBD"
"2021","Carthell","Flowers","CB","Eastern Michigan","Stony Brook","2021-01-18T00:00:00.000Z","","2","TBD"
"2021","Gabriel","Cherry","DL","California","California","2021-01-18T00:00:00.000Z","","3","Immediate"
"2021","Joe","Dillon","EDGE","Louisiana","","2021-01-18T00:00:00.000Z","","2","TBD"
"2021","An'Darius","Coffey","CB","Memphis","Memphis","2021-01-16T00:00:00.000Z","","3","TBD"
"2021","Austin","Ogunmakin","WR","North Texas","","2021-01-16T00:00:00.000Z","","3","TBD"
"2021","Kyron","McKinnie-Harper","CB","Central Michigan","","2021-01-15T12:01:00.000Z","","3","Immediate"
"2021","Jasiah","Richard-Lewis","WR","Azusa Pacific","Washington State","2021-01-15T00:00:00.000Z","","","Immediate"
"2021","Shon","Strickland","WR","Bowling Green","","2021-01-15T00:00:00.000Z","","2","TBD"
"2021","Letayveon","Beaton","S","New Mexico","","2021-01-15T00:00:00.000Z","","2","TBD"
"2021","Jahkeem","Green","DT","Nebraska","South Carolina","2021-01-15T00:00:00.000Z","0.8","3","Immediate"
"2021","Dennis","Robinson","WR","Northern Illinois","Texas State","2021-01-15T00:00:00.000Z","","3","Immediate"
"2021","Caleb","Wright","EDGE","Northern Illinois","","2021-01-15T00:00:00.000Z","","2","TBD"
"2021","Jyran","Mitchell","RB","Northern Illinois","","2021-01-15T00:00:00.000Z","","3","TBD"
"2021","Blaze","Alldredge","LB","Rice","Missouri","2021-01-15T00:00:00.000Z","0.82","3","TBD"
"2021","Jaxon","Gibbs","S","North Texas","","2021-01-15T00:00:00.000Z","","3","TBD"
"2021","Demauryon","Holmes","S","TCU","","2021-01-15T00:00:00.000Z","","3","TBD"
"2021","Jace","Christmann","K","Mississippi State","Florida","2021-01-15T00:00:00.000Z","","","Immediate"
"2021","Tre","Siggers","RB","North Texas","SMU","2021-01-15T00:00:00.000Z","0.82","3","Immediate"
"2021","Tyler","Hayek","WR","Rutgers","","2021-01-15T00:00:00.000Z","","3","TBD"
"2021","Ryan","Jones","ILB","Oklahoma","East Carolina","2021-01-15T00:00:00.000Z","","4","Immediate"
"2021","Maximillian","Thrower","TE","Northern Illinois","","2021-01-15T00:00:00.000Z","","","TBD"
"2021","Gaej","Walker","RB","Western Kentucky","","2021-01-15T00:00:00.000Z","","2","TBD"
"2021","Akil","Jones","LB","Colorado","","2021-01-15T00:00:00.000Z","","3","Immediate"
"2021","Bryce","English","DL","North Texas","","2021-01-15T00:00:00.000Z","","3","TBD"
"2021","Gregory","White","WR","North Texas","","2021-01-14T00:00:00.000Z","","3","TBD"
"2021","Grant","Lake","WR","Fresno State","","2021-01-14T00:00:00.000Z","","","TBD"
"2021","Monte'","McGary","CB","Troy","","2021-01-14T00:00:00.000Z","","","TBD"
"2021","Greyson","Thompson","PRO","North Texas","Jackson State","2021-01-14T00:00:00.000Z","","","TBD"
"2021","Dante","Caputo","S","Wisconsin","","2021-01-14T00:00:00.000Z","","","TBD"
"2021","Jaren","Mangham","RB","Colorado","South Florida","2021-01-14T00:00:00.000Z","0.8","3","TBD"
"2021","Kyziah","Pruitt","WR","Mississippi State","","2021-01-14T00:00:00.000Z","","3","TBD"
"2021","Romello","Tarver","OT","Central Michigan","","2021-01-14T00:00:00.000Z","","2","TBD"
"2021","Julian","Ortega-Jones","WR","Bowling Green","Texas State","2021-01-14T00:00:00.000Z","","2","TBD"
"2021","Jayshon","Jackson","WR","Cincinnati","","2021-01-14T00:00:00.000Z","","3","Immediate"
"2021","Jonathan","Sanchez","TE","Rice","","2021-01-14T00:00:00.000Z","","2","TBD"
"2021","Makyle","Sanders","S","North Texas","North Texas","2021-01-14T00:00:00.000Z","","2","TBD"
"2021","Chris","Thornton","LB","North Texas","","2021-01-14T00:00:00.000Z","0.79","2","TBD"
"2021","Antwan","Owens","DL","Georgia Tech","Jackson State","2021-01-14T00:00:00.000Z","","3","TBD"
"2021","Calvin","Tyler","RB","Oregon State","Utah State","2021-01-14T00:00:00.000Z","","3","TBD"
"2021","Joseph","Bulovas","K","Alabama","Vanderbilt","2021-01-14T00:00:00.000Z","","3","Immediate"
"2021","Derrion","Rakestraw","CB","Colorado","Tulane","2021-01-14T00:00:00.000Z","","3","TBD"
"2021","Cedric","Johnson","S","Arkansas","","2021-01-13T00:00:00.000Z","","","TBD"
"2021","Khary","Crump","CB","Arizona","Michigan State","2021-01-13T00:00:00.000Z","","3","Immediate"
"2021","Tilini","Livai","IOL","Fresno State","","2021-01-13T00:00:00.000Z","","3","TBD"
"2021","Evidence","Njoku","TE","UCLA","","2021-01-13T00:00:00.000Z","","3","TBD"
"2021","Trevon","Sidney","WR","Illinois","San José State","2021-01-13T00:00:00.000Z","","4","Immediate"
"2021","Charles","Njoku","WR","UCLA","","2021-01-13T00:00:00.000Z","","3","TBD"
"2021","Kevon","Glenn","LB","Florida State","Troy","2021-01-13T00:00:00.000Z","","3","TBD"
"2021","Jordan","Cordova","LB","Louisiana","","2021-01-13T00:00:00.000Z","","2","TBD"
"2021","Elijah","Shelton","LB","Utah State","","2021-01-13T00:00:00.000Z","","2","TBD"
"2021","Eddie","Smith","S","Alabama","Illinois","2021-01-13T00:00:00.000Z","0.82","3","TBD"
"2021","Brian","Parish","OT","North Texas","UMass","2021-01-13T00:00:00.000Z","","2","Immediate"
"2021","K.D.","Nixon","WR","Colorado","USC","2021-01-13T00:00:00.000Z","0.83","3","Immediate"
"2021","Ty","Jones","WR","Washington","Fresno State","2021-01-13T00:00:00.000Z","0.82","3","TBD"
"2021","Michael","LoVett III","S","New Mexico","Texas State","2021-01-12T00:00:00.000Z","","","TBD"
"2021","Demetrick","Watts","LB","Akron","","2021-01-12T00:00:00.000Z","","","TBD"
"2021","Roy","McCree","LB","Western Michigan","","2021-01-12T00:00:00.000Z","","2","Immediate"
"2021","Jordyn","Riley","CB","Akron","Louisiana Monroe","2021-01-12T00:00:00.000Z","","2","TBD"
"2021","Kenneth","Major","CB","Middle Tennessee","","2021-01-12T00:00:00.000Z","","2","TBD"
"2021","Jared","Bubak","TE","Nebraska","Central Missouri State","2021-01-12T00:00:00.000Z","","3","TBD"
"2021","Chandler","Fincher","CB","TCU","Arizona State","2021-01-12T00:00:00.000Z","","3","Immediate"
"2021","Danny","Clark","QB","Vanderbilt","","2021-01-12T00:00:00.000Z","","3","TBD"
"2021","Sevonne","Rhea","WR","Texas State","","2021-01-12T00:00:00.000Z","","","TBD"
"2021","Jordan","Kress","WR","New Mexico","","2021-01-12T00:00:00.000Z","","2","Immediate"
"2021","Weston","Kramer","DT","Northern Illinois","Indiana","2021-01-12T00:00:00.000Z","","2","Immediate"
"2021","Leon","Payne","WR","Northern Illinois","","2021-01-12T00:00:00.000Z","","2","TBD"
"2021","Cameron","Stage","IOL","Bowling Green","Western Kentucky","2021-01-12T00:00:00.000Z","","3","TBD"
"2021","Terrence","Horne","WR","South Florida","","2021-01-12T00:00:00.000Z","","3","TBD"
"2021","Christian","Tutt","CB","Auburn","Auburn","2021-01-12T00:00:00.000Z","","4","TBD"
"2021","Marlin","Brooks","CB","Ohio","","2021-01-12T00:00:00.000Z","","3","TBD"
"2021","Leevel","Tatum","DT","Fresno State","Arizona","2021-01-12T00:00:00.000Z","","3","Immediate"
"2021","Poutasi","Poutasi","IOL","California","","2021-01-12T00:00:00.000Z","","3","Immediate"
"2021","Shawn","Shamburger","CB","Tennessee","UT Martin","2021-01-12T00:00:00.000Z","","3","Immediate"
"2021","James","Blackman","QB","Florida State","Arkansas State","2021-01-12T00:00:00.000Z","","3","TBD"
"2021","James","Jackson","OC","Mississippi State","South Alabama","2021-01-12T00:00:00.000Z","","3","Immediate"
"2021","Micahh","Smith","S","Arkansas","","2021-01-12T00:00:00.000Z","","3","Immediate"
"2021","Jarrion","Street","S","UAB","","2021-01-11T00:00:00.000Z","","3","TBD"
"2021","Brandon","Spencer","CB","Florida Atlantic","","2021-01-11T00:00:00.000Z","","","TBD"
"2021","Dee","Anderson","WR","Oklahoma State","Alabama A&M","2021-01-11T00:00:00.000Z","","4","TBD"
"2021","Jaylon","Worsham","CB","Florida Atlantic","","2021-01-11T00:00:00.000Z","","","TBD"
"2021","Ryan","Frank","CB","Texas Tech","","2021-01-11T00:00:00.000Z","","3","TBD"
"2021","Emmanuel","Johnson","DL","Georgia Tech","Coastal Carolina","2021-01-11T00:00:00.000Z","","3","TBD"
"2021","Brennon","Dingle","WR","UT San Antonio","","2021-01-11T00:00:00.000Z","","3","Immediate"
"2021","Terique","Owens","WR","Florida Atlantic","","2021-01-11T00:00:00.000Z","","","TBD"
"2021","La'Darius","Henry","S","Florida Atlantic","","2021-01-11T00:00:00.000Z","","","TBD"
"2021","Isaac","James","CB","Ball State","","2021-01-11T00:00:00.000Z","","3","TBD"
"2021","D'Vion","Harris","EDGE","Minnesota","Old Dominion","2021-01-11T00:00:00.000Z","","3","TBD"
"2021","Jeremiah","Knight","WR","Akron","","2021-01-11T00:00:00.000Z","","2","TBD"
"2021","Reece","Jordan","IOL","Texas State","","2021-01-11T00:00:00.000Z","","2","TBD"
"2021","Karter","Shaw","OG","Utah State","Minnesota","2021-01-11T00:00:00.000Z","0.83","3","TBD"
"2021","Jean","Marcellus","IOL","South Florida","","2021-01-11T00:00:00.000Z","","3","TBD"
"2021","Cameron","Ruiz","CB","Northwestern","Temple","2021-01-11T00:00:00.000Z","","3","Immediate"
"2021","Deon","Edwards","LB","Arkansas","","2021-01-11T00:00:00.000Z","","3","Immediate"
"2021","Kenny","Hebert","LB","Vanderbilt","Arizona","2021-01-11T00:00:00.000Z","","2","TBD"
"2021","Kellton","Hollins","IOL","TCU","","2021-01-11T00:00:00.000Z","","3","Immediate"
"2021","Tirek","Murphy","RB","Purdue","","2021-01-10T00:00:00.000Z","","4","TBD"
"2021","Joe","Lang","S","Holy Cross","Florida State","2021-01-09T18:41:00.000Z","","","Immediate"
"2021","Mason","Sikes","TE","Boise State","Western Illinois","2021-01-09T00:00:00.000Z","","","Immediate"
"2021","Kevin","Marks Jr","RB","Buffalo","Buffalo","2021-01-09T00:00:00.000Z","","2","TBD"
"2021","Korey","Smith","LB","Boston College","","2021-01-09T00:00:00.000Z","","3","TBD"
"2021","Jordan","Jakes","WR","Indiana","UNLV","2021-01-09T00:00:00.000Z","","3","Immediate"
"2021","Makai","Polk","WR","California","Mississippi State","2021-01-08T00:10:00.000Z","0.83","3","Immediate"
"2021","Dalrone","Donaldson","WR","Cincinnati","","2021-01-08T00:00:00.000Z","","","TBD"
"2021","Kevin","Macias","P","Arizona State","","2021-01-08T00:00:00.000Z","","","TBD"
"2021","Antawn","Lewis","OT","Louisiana Tech","South Alabama","2021-01-08T00:00:00.000Z","","2","TBD"
"2021","Shamar","McCollum","WDE","Wake Forest","Georgia State","2021-01-08T00:00:00.000Z","0.83","3","Immediate"
"2021","Jalan","Robinson","OT","Kansas","","2021-01-08T00:00:00.000Z","","3","TBD"
"2021","MJ","Cunningham","LB","Oregon","Butler C.C.","2021-01-08T00:00:00.000Z","","3","TBD"
"2021","Javez","Alexander","WR","Michigan State","","2021-01-08T00:00:00.000Z","","3","TBD"
"2021","Charlie","Benton","LB","West Virginia","UAB","2021-01-08T00:00:00.000Z","","3","TBD"
"2021","Jeremy","Clark","WR","UNLV","","2021-01-08T00:00:00.000Z","","2","TBD"
"2021","Patrice","Rene","CB","North Carolina","Rutgers","2021-01-08T00:00:00.000Z","0.82","3","Immediate"
"2021","Leni","Toailoa","LB","UCLA","","2021-01-08T00:00:00.000Z","","3","Immediate"
"2021","Debo","Williams","ILB","Delaware","South Carolina","2021-01-07T00:00:00.000Z","0.8","3","TBD"
"2021","Maisen","Knight","OT","Liberty","Utah State","2021-01-07T00:00:00.000Z","","3","TBD"
"2021","Reynard","Ellis","LB","Georgia Southern","","2021-01-07T00:00:00.000Z","0.82","3","Immediate"
"2021","Zach","Jones","LB","South Alabama","","2021-01-07T00:00:00.000Z","","3","TBD"
"2021","Ja'Cyais","Credle","WR","UCF","Georgia State","2021-01-07T00:00:00.000Z","","3","Immediate"
"2021","Mahmud","Dioubate","LB","Temple","","2021-01-07T00:00:00.000Z","","3","TBD"
"2021","Cameron","Gardner","WR","Mississippi State","Montana State","2021-01-07T00:00:00.000Z","","3","TBD"
"2021","Terry","Wilson","QB","Kentucky","New Mexico","2021-01-07T00:00:00.000Z","","3","TBD"
"2021","Matthew","Laroche","RB","Georgia Southern","","2021-01-07T00:00:00.000Z","","2","TBD"
"2021","Miles","Daniel","CB","Kent State","","2021-01-07T00:00:00.000Z","","2","TBD"
