Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
2023,4250802,Chancellor Brewington,TE,Nebraska,Big Ten,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,,,,1.0,,,,,20.0,,,,6.7,West,7.6,12,3,9,0,9,1,8,0,7,3,4,0,5,0,5,0,259,14,24,7,3,12,0,67,11,0,187,17,3197,342,215,10,14,63,540,20798,0,30,9,490,31,2174,20,67,65,159,5371,18,,No
2023,4257188,Charlie Jones,WR,Iowa,Big Ten,0.0413,0.0703,0.015,0.0388,0.047,0.036,0.054,0.035,,32.9,7.0,,,,2.0,,,220.0,0.0,63.0,,0.0,,0.0,21.0,0.0,1.0,,5.0,0.0,1.0,,,1251.0,,1.1,,15.4,West,7.0,14,10,4,0,10,7,3,0,7,6,1,0,5,4,1,0,232,5,16,8,8,14,3,225,11,1,759,30,2521,404,222,25,12,57,505,25271,1,315,41,507,18,1731,31,67,68,200,4252,19,2.0,Yes
2023,4257374,Mitch Rossi,TE,Ohio State,Big Ten,0.0033,0.006,0.0,0.0,0.01,0.0,0.012,0.0,,,,,,,1.0,,,22.0,0.0,,,,,,4.0,,,,1.0,,,,,28.0,,,,7.0,East,9.9,13,11,2,0,9,8,1,0,7,6,1,0,5,4,1,0,348,11,19,3,9,13,4,283,8,0,686,29,4952,494,349,12,46,85,770,22909,0,132,22,423,24,2344,36,83,81,155,7296,11,,No
2023,4257589,Ifeanyi Maijeh,DL,Rutgers,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,3.0,2.0,1.5,10.0,,0.0,3.0,20.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4257591,Arnold Ebiketie,DE,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,7.0,,9.5,34.0,,0.0,18.0,62.0,,,,,,,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4258179,Brad Hawkins,DB,Michigan,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,4.0,,1.0,1.0,0.0,41.0,,0.0,3.0,60.0,,,,,,,,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4258180,Joel Honigford,TE,Michigan,Big Ten,0.0011,0.0025,0.0,0.0024,0.0,0.0,0.0,0.0,,,,,,,,,,10.0,,,,,,,1.0,,,,0.0,,,,,10.0,,,,10.0,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4258183,Donovan Jeter,DL,Michigan,Big Ten,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,0.0,12.0,,0.0,2.0,24.0,,,,,,,,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4258189,Oliver Martin,WR,Nebraska,Big Ten,0.0206,0.0441,0.0022,0.0106,0.03,0.025,0.013,0.044,,6.3,1.0,,,,,,,54.0,,3.0,,0.0,,0.0,10.0,0.0,1.0,,1.0,0.0,1.0,,,189.0,,0.0,,17.0,West,7.6,12,3,9,0,9,1,8,0,7,3,4,0,5,0,5,0,259,14,24,7,3,12,0,67,11,0,187,17,3197,342,215,10,14,63,540,20798,0,30,9,490,31,2174,20,67,65,159,5371,18,,No
2023,4258197,Brad Robbins,P,Michigan,Big Ten,,,,,,,,,,,1.0,,,,,,17.0,70.0,,45.0,,,,,,,,3.0,0.0,,,,,2090.0,,5.0,46.3,,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4258198,Josh Ross,LB,Michigan,Big Ten,,,,,,,,,,,,,,,,,,,,,,2.0,,8.0,,0.5,54.0,,0.0,9.0,106.0,,,,,,,,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4258201,Carter Selzer,TE,Michigan,Big Ten,0.0021,0.005,0.0,0.0024,0.003,0.0,0.0,0.004,,3.0,,,,,,,,9.0,,1.0,,,,,1.0,,,,0.0,,,,,9.0,,,,6.0,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4258203,Drew Singleton,LB,Rutgers,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,1.0,1.0,0.5,28.0,,0.0,4.5,55.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4258205,Jess Speight,DL,Michigan,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,6.0,,,,,,,,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4258234,Juwan Burgess,DB,Indiana,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,8.0,,0.0,1.0,14.0,,,,,,,,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258237,Raheem Layne,DB,Indiana,Big Ten,,,,,,,,,,23.0,,,,,,1.0,,,,,,1.0,,0.0,,0.0,43.0,,0.0,1.0,65.0,,,23.0,,,,,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258238,Ty Fryfogle,WR,Indiana,Big Ten,0.1077,0.2044,0.01,0.0985,0.096,0.117,0.078,0.138,,-1.7,4.0,,,,1.0,,,65.0,1.0,3.0,,,,,46.0,,,,1.0,,,,,541.0,,8.5,,11.1,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258242,Bryant Fitzgerald,DB,Indiana,Big Ten,,,,,,,,,,21.0,1.0,,,,,,,46.0,,1.0,,0.0,,0.0,,1.0,32.0,,0.0,5.5,41.0,,,46.0,,25.0,,,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258246,Caleb Jones,OL,Indiana,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258248,Peyton Hendershot,TE,Indiana,Big Ten,0.082,0.1582,0.005,0.0746,0.074,0.096,0.063,0.103,,,2.0,,,,,,,39.0,,,,0.0,,0.0,46.0,0.0,3.0,,4.0,0.0,3.0,,,551.0,,4.0,,11.8,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258249,Michael Ziemba,LB,Indiana,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,6.0,,0.0,1.0,10.0,,,,,,,,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258250,Alfred Bryant,LB,Indiana,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,4.0,,0.0,16.0,,0.0,0.5,25.0,,,,,,,,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4258471,Kieren Douglas,LB,Purdue,Big Ten,,,,,,,,,,5.0,,,,,,1.0,,,,,,1.0,,0.0,,0.0,40.0,,0.0,3.0,67.0,,,5.0,,,,,West,6.2,13,9,4,0,9,6,3,0,6,4,2,0,5,3,2,0,311,8,15,7,4,13,1,107,12,0,223,22,4620,576,407,13,35,58,557,24922,0,123,21,392,7,1095,25,77,82,188,5715,19,,No
2023,4258567,Weston Kramer,DL,Indiana,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,1.0,2.0,19.0,,0.0,5.0,35.0,,,,,,,,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4259180,John Lovett,RB,Penn State,Big Ten,0.0799,0.0389,0.1321,0.0865,0.088,0.063,0.072,0.075,,15.8,52.0,,,,1.0,,,55.0,1.0,4.0,,,,,9.0,,,,0.0,,,,,276.0,,3.4,,4.0,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4259299,Olakunle Fatukasi,LB,Rutgers,Big Ten,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,3.5,50.0,,0.0,11.0,81.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259300,Tre Avery,DB,Rutgers,Big Ten,,,,,,,,,,21.0,,,,,,1.0,,,,,,4.0,,1.0,,0.0,20.0,,0.0,1.5,34.0,,,21.0,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259301,Tyshon Fogg,LB,Rutgers,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1.0,26.0,,0.0,2.5,53.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259304,Shameen Jones,WR,Rutgers,Big Ten,0.0577,0.1188,0.0063,0.0574,0.052,0.063,0.036,0.076,,,3.0,,,,,,,38.0,,,,0.0,,0.0,35.0,0.0,2.0,,0.0,0.0,2.0,,,348.0,,4.7,,9.5,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259305,Bo Melton,WR,Rutgers,Big Ten,0.0916,0.1807,0.0168,0.0765,0.103,0.111,0.093,0.108,,30.8,9.0,,,,1.0,,,136.0,0.0,10.0,,,,,55.0,,,,3.0,,,,,823.0,,5.7,,11.2,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259307,Naijee Jones,DB,Rutgers,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,6.0,,0.0,0.0,6.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259310,CJ Onyechi,DL,Rutgers,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,3.0,1.0,1.0,17.0,,0.0,2.5,27.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259314,Parker Day,RB,Rutgers,Big Ten,0.0023,0.0,0.0042,0.0027,0.003,0.0,0.004,0.0,,,2.0,,,,,,,4.0,,,,,,,,,,,0.0,,,,,6.0,,3.0,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259317,Billy Taylor,LS,Rutgers,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259324,Travis Vokolek,TE,Nebraska,Big Ten,0.0133,0.0303,0.0,0.0159,0.015,0.0,0.013,0.009,,,,,,,,,,38.0,,,,,,,11.0,,,,0.0,,,,,127.0,,,,11.5,West,7.6,12,3,9,0,9,1,8,0,7,3,4,0,5,0,5,0,259,14,24,7,3,12,0,67,11,0,187,17,3197,342,215,10,14,63,540,20798,0,30,9,490,31,2174,20,67,65,159,5371,18,,No
2023,4259328,Mike Tverdov,DL,Rutgers,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.0,9.0,,0.0,1.0,14.0,,,,,,,,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4259585,Ellis Brooks,LB,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,1.0,54.0,,0.0,3.5,100.0,,,,,,,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4259590,Tariq Castro-Fields,CB,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,,0.0,26.0,,0.0,0.0,33.0,,,,,,,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4259592,Sean Clifford,QB,Penn State,Big Ten,0.5685,0.8796,0.1722,0.4832,0.591,0.717,0.48,0.731,428.0,,99.0,261.0,,,4.0,8.0,,43.0,1.0,,0.61,,,,0.0,,,,23.0,,,,,3270.0,7.3,1.6,,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4259596,Drew Hartlaub,S,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,4.0,,0.0,0.0,5.0,,,,,,,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4259606,Chris Stoll,LS,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4259607,Cam Sullivan-Brown,WR,Penn State,Big Ten,0.0052,0.0093,0.0,0.0048,0.009,0.0,0.0,0.009,,,,,,,,,,16.0,,,,,,,4.0,,,,0.0,,,,,44.0,,,,11.0,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,3.0,Yes
2023,4259608,Jonathan Sutherland,LB,Penn State,Big Ten,,,,,,,,,,0.0,,,,,,1.0,,,,,,1.0,,0.0,,0.0,13.0,,0.0,2.0,24.0,,,0.0,,,,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4259633,Stephen Carr,RB,Indiana,Big Ten,0.1848,0.0414,0.335,0.203,0.222,0.112,0.243,0.124,,,155.0,,,,1.0,,,80.0,0.0,,,,,,15.0,,,,7.0,,,,,693.0,,3.9,,6.2,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4259633,Stephen Carr,RB,Indiana,Big Ten,0.1848,0.0414,0.335,0.203,0.222,0.112,0.243,0.124,,,155.0,,,,1.0,,,80.0,0.0,,,,,,15.0,,,,7.0,,,,,693.0,,3.9,,6.2,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0,206,11,22,7,4,12,0,42,15,0,424,29,2106,390,199,5,9,56,496,21497,2,156,15,428,13,1384,17,57,69,187,3490,22,,No
2023,4259941,Dominic DiMaccio,PK,Ohio State,Big Ten,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,2.0,,,,,,,,,2.0,2.0,,,,,,East,9.9,13,11,2,0,9,8,1,0,7,6,1,0,5,4,1,0,348,11,19,3,9,13,4,283,8,0,686,29,4952,494,349,12,46,85,770,22909,0,132,22,423,24,2344,36,83,81,155,7296,11,,No
2023,4260224,Jordan Stout,PK,Penn State,Big Ten,,,,,,,,,2.0,,1.0,1.0,23.0,16.0,1.0,0.0,35.0,128.0,1.0,67.0,1.196,,82.0,,0.0,,,3.0,0.0,,,36.0,34.0,3083.0,9.0,-18.0,46.0,,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0,264,12,26,5,17,13,3,186,10,0,352,19,3491,486,291,14,25,70,599,21788,0,128,17,437,11,1402,26,84,76,195,4893,15,,No
2023,4260372,Alec McEachern,LB,Illinois,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,5.0,,0.0,0.0,9.0,,,,,,,,West,6.1,12,5,7,0,9,4,5,0,7,3,4,0,5,2,3,0,211,5,13,6,10,12,0,39,6,0,49,12,1874,322,165,9,13,60,633,21021,0,121,16,468,12,2083,30,68,68,178,3957,12,,No
2023,4260373,Sean Coghlan,LB,Illinois,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,4.0,,,,,,,,West,6.1,12,5,7,0,9,4,5,0,7,3,4,0,5,2,3,0,211,5,13,6,10,12,0,39,6,0,49,12,1874,322,165,9,13,60,633,21021,0,121,16,468,12,2083,30,68,68,178,3957,12,,No
2023,4260387,Troy Hudetz,LB,Northwestern,Big Ten,,,,,,,,,,3.0,,,,,,1.0,,,,,,0.0,,0.0,,0.0,6.0,,0.0,0.0,14.0,,,3.0,,,,,West,3.4,12,3,9,0,9,1,8,0,6,3,3,0,5,0,5,0,208,16,32,8,12,12,0,29,14,0,287,23,2128,365,208,6,13,56,503,20282,0,265,18,452,12,1740,19,48,64,178,3868,22,,No
2023,4260388,Chris Bergin,LB,Northwestern,Big Ten,,,,,,,,,,0.0,,,,,0.0,1.0,,,0.0,,,1.0,,2.0,1.0,0.5,84.0,,0.0,3.5,132.0,,,0.0,,,,,West,3.4,12,3,9,0,9,1,8,0,6,3,3,0,5,0,5,0,208,16,32,8,12,12,0,29,14,0,287,23,2128,365,208,6,13,56,503,20282,0,265,18,452,12,1740,19,48,64,178,3868,22,,No
2023,4260390,Dedrick Mackey,CB,Purdue,Big Ten,,,,,,,,,,6.3,,,,,,3.0,,,,,,3.0,,0.0,,0.0,29.0,,0.0,2.0,36.0,,,19.0,,,,,West,6.2,13,9,4,0,9,6,3,0,6,4,2,0,5,3,2,0,311,8,15,7,4,13,1,107,12,0,223,22,4620,576,407,13,35,58,557,24922,0,123,21,392,7,1095,25,77,82,188,5715,19,,No
2023,4260394,Aidan O'Connell,QB,Purdue,Big Ten,0.472,0.7346,0.0202,0.3986,0.523,0.555,0.392,0.652,440.0,,25.0,315.0,,,1.0,11.0,,8.0,1.0,,0.716,0.0,,0.0,0.0,0.0,1.0,,29.0,0.0,1.0,,,3592.0,8.4,-4.8,,,West,6.2,13,9,4,0,9,6,3,0,6,4,2,0,5,3,2,0,311,8,15,7,4,13,1,107,12,0,223,22,4620,576,407,13,35,58,557,24922,0,123,21,392,7,1095,25,77,82,188,5715,19,,No
2023,4260404,Zac Collins,P,Purdue,Big Ten,,,,,,,,,,,,,,,,,1.0,39.0,,2.0,,,,,,,,0.0,,,,,,77.0,,,38.5,,West,6.2,13,9,4,0,9,6,3,0,6,4,2,0,5,3,2,0,311,8,15,7,4,13,1,107,12,0,223,22,4620,576,407,13,35,58,557,24922,0,123,21,392,7,1095,25,77,82,188,5715,19,,No
2023,4260406,Alexander Horvath,RB,Purdue,Big Ten,0.114,0.0317,0.2565,0.1297,0.113,0.077,0.146,0.062,,,91.0,,,,1.0,,,50.0,1.0,,,,,,17.0,,,,3.0,,,,,428.0,,3.5,,6.4,West,6.2,13,9,4,0,9,6,3,0,6,4,2,0,5,3,2,0,311,8,15,7,4,13,1,107,12,0,223,22,4620,576,407,13,35,58,557,24922,0,123,21,392,7,1095,25,77,82,188,5715,19,,No
2023,4262900,Daylen Baldwin,WR,Michigan,Big Ten,0.0306,0.0729,0.0,0.0309,0.032,0.032,0.011,0.049,,,,,,,,,,69.0,,,,,,,17.0,,,,2.0,,,,,256.0,,,,15.1,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0,305,14,27,5,9,14,1,101,9,1,570,27,3202,395,248,8,21,68,581,26344,0,364,36,575,39,3001,34,71,87,190,6203,14,,No
2023,4266219,Jack Koerner,DB,Iowa,Big Ten,,,,,,,,,,9.0,,,,,1.0,2.0,,,0.0,,,3.0,,0.0,0.0,0.0,62.0,,0.0,3.5,88.0,,,18.0,,,,,West,7.0,14,10,4,0,10,7,3,0,7,6,1,0,5,4,1,0,232,5,16,8,8,14,3,225,11,1,759,30,2521,404,222,25,12,57,505,25271,1,315,41,507,18,1731,31,67,68,200,4252,19,,No
2023,4277721,Tyler Hunt,TE,Michigan State,Big Ten,0.0177,0.0369,0.0,0.0157,0.018,0.023,0.02,0.019,1.0,,,1.0,,,1.0,0.0,,16.0,1.0,,1.0,,,,14.0,,,,1.0,,,,,151.0,15.0,,,9.7,East,9.2,13,11,2,0,9,7,2,0,6,6,0,0,6,4,2,0,271,14,20,8,12,13,2,232,10,0,534,29,3298,400,243,10,27,90,831,22213,2,237,13,479,23,2283,43,85,72,180,5581,18,,No
2023,4360204,Johnny Langan,TE,Rutgers,Big Ten,0.0724,0.0743,0.0713,0.0683,0.052,0.079,0.117,0.047,9.0,,34.0,6.0,,,,0.0,,40.0,,,0.667,,,,18.0,,,,4.0,,,,,354.0,7.6,3.2,,9.8,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0,227,14,39,4,11,13,1,88,10,0,813,39,2229,394,231,7,9,65,529,23635,1,255,24,500,20,1799,22,73,61,193,4028,14,,No
2023,4360329,Stephon Robinson,WR,Northwestern,Big Ten,0.0748,0.1356,0.0214,0.0856,0.065,0.067,0.042,0.087,,17.0,10.0,,,,,,,113.0,,1.0,,0.0,,0.0,46.0,0.0,1.0,,2.0,0.0,1.0,,,762.0,,12.0,,13.6,West,3.4,12,3,9,0,9,1,8,0,6,3,3,0,5,0,5,0,208,16,32,8,12,12,0,29,14,0,287,23,2128,365,208,6,13,56,503,20282,0,265,18,452,12,1740,19,48,64,178,3868,22,,No
2023,4360329,Stephon Robinson,WR,Northwestern,Big Ten,0.0748,0.1356,0.0214,0.0856,0.065,0.067,0.042,0.087,,17.0,10.0,,,,,,,113.0,,1.0,,0.0,,0.0,46.0,0.0,1.0,,2.0,0.0,1.0,,,762.0,,12.0,,13.6,West,3.4,12,3,9,0,9,1,8,0,6,3,3,0,5,0,5,0,208,16,32,8,12,12,0,29,14,0,287,23,2128,365,208,6,13,56,503,20282,0,265,18,452,12,1740,19,48,64,178,3868,22,,No
