Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
2023,548077,Ryan Smith,LB,Duke,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,Coastal,2.2,11,2,9,0,10,1,9,0,5,1,4,0,6,1,5,0,237,11,23,20,11,11,0,36,19,0,704,35,2441,390,219,9,11,62,554,18806,1,212,18,438,19,1724,31,67,65,168,4165,39,,No
2023,3121655,Justus Reed,DL,Virginia Tech,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,7.0,,6.5,17.0,,0.0,9.0,29.0,,,,,,,,Coastal,6.8,11,5,6,0,10,5,5,0,6,3,3,0,5,2,3,0,246,7,12,8,5,11,0,140,6,0,546,23,2212,253,157,12,13,58,514,19894,0,66,17,472,27,2648,36,75,51,133,4860,14,,No
2023,3858274,Luc Bequette,DL,Boston College,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,0.0,1.0,1.0,7.0,,0.0,3.0,18.0,,,,,,,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,3.0,Yes
2023,3895797,Tre Tipton,WR,Pittsburgh,Big Ten,0.0186,0.0343,0.0,0.0202,0.011,0.029,0.0,0.029,,,,,,,,,,20.0,,,,0.0,,0.0,11.0,0.0,1.0,,0.0,0.0,1.0,,,104.0,,,,9.5,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,3914537,Miles Fox,DL,Wake Forest,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,1.0,1.0,3.5,17.0,,0.0,11.0,24.0,,,,,,,,Atlantic,4.7,9,4,5,0,7,3,4,0,4,3,1,0,4,1,3,0,212,10,21,2,4,9,3,132,5,1,352,15,2533,310,175,13,14,48,401,14795,0,96,10,378,22,1491,16,68,56,139,4024,7,,No
2023,3914628,Jarrid Williams,OL,Miami,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,Coastal,6.8,11,8,3,0,9,7,2,0,5,4,1,0,5,4,1,0,250,13,19,6,9,11,0,11,6,0,452,22,3050,381,239,7,26,86,794,17950,0,52,15,419,18,1800,31,93,65,162,4850,12,,No
2023,3915771,Ean Pfeifer,TE,Louisville,Big Ten,0.0124,0.0267,0.0,0.0181,0.009,0.007,0.007,0.008,,,,,,,,,,28.0,,,,,,,6.0,,,,2.0,,,,,96.0,,,,16.0,Atlantic,5.5,11,4,7,0,10,3,7,0,6,4,2,0,5,0,5,0,229,13,24,12,7,11,0,54,12,0,661,33,2686,315,202,5,20,69,577,20775,0,22,7,420,21,2199,21,62,64,143,4885,24,,No
2023,3916437,Tyrone Riley,OT,NC State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,Atlantic,6.2,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0,267,8,12,4,3,12,1,67,15,1,526,23,3143,400,251,9,24,97,891,21565,1,130,12,434,20,1480,33,91,71,161,4623,19,,No
2023,3917818,David Curry,LB,Georgia Tech,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,1.0,1.0,1.5,41.0,,0.0,9.0,84.0,,,,,,,,Coastal,4.2,10,3,7,0,9,3,6,0,6,2,4,0,4,1,3,0,199,9,25,12,12,10,0,77,13,0,403,21,1991,283,152,6,14,89,749,16221,0,65,16,407,18,1904,21,62,60,146,3895,25,,No
2023,3917820,Meiko Dotson,DB,Florida State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,6.0,,0.0,0.0,9.0,,,,,,,,Atlantic,3.2,9,3,6,0,8,2,6,0,5,3,2,0,4,0,4,0,185,15,28,4,6,9,1,124,13,0,604,29,1770,293,160,8,10,80,713,16466,0,65,8,351,19,1789,10,49,47,132,3559,17,,No
2023,3917922,Richard Burney,DE,Virginia,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,2.0,9.0,,0.0,4.0,16.0,,,,,,,,Coastal,4.3,10,5,5,0,9,4,5,0,6,5,1,0,4,0,4,0,236,16,25,5,7,10,2,175,14,0,533,23,2605,379,221,11,22,53,483,18644,0,71,14,366,16,1629,32,72,53,143,4234,19,,No
2023,3929651,John Petrishen,LB,Pittsburgh,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,4.0,,0.0,1.5,10.0,,,,,,,,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,3930051,Austin Rosa,LB,Virginia Tech,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,3.0,,,,,,,,Coastal,6.8,11,5,6,0,10,5,5,0,6,3,3,0,5,2,3,0,246,7,12,8,5,11,0,140,6,0,546,23,2212,253,157,12,13,58,514,19894,0,66,17,472,27,2648,36,75,51,133,4860,14,,No
2023,3935232,Shane Simpson,RB,Virginia,Big Ten,0.0945,0.0431,0.1532,0.0931,0.138,0.041,0.105,0.087,,31.5,54.0,,,,2.0,,,173.0,1.0,6.0,,,,,13.0,,,,3.0,,,,,600.0,,5.1,,10.2,Coastal,4.3,10,5,5,0,9,4,5,0,6,5,1,0,4,0,4,0,236,16,25,5,7,10,2,175,14,0,533,23,2605,379,221,11,22,53,483,18644,0,71,14,366,16,1629,32,72,53,143,4234,19,,No
2023,4028748,Adeeb Atariwa,DL,Virginia,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,2.0,7.0,,0.0,2.0,16.0,,,,,,,,Coastal,4.3,10,5,5,0,9,4,5,0,6,5,1,0,4,0,4,0,236,16,25,5,7,10,2,175,14,0,533,23,2605,379,221,11,22,53,483,18644,0,71,14,366,16,1629,32,72,53,143,4234,19,,No
2023,4030040,Matias Gasc,P,Miami,Big Ten,,,,,,,,,,,,,,,,,1.0,36.0,,1.0,,,,,,,,0.0,,,,,,36.0,,,36.0,,Coastal,6.8,11,8,3,0,9,7,2,0,5,4,1,0,5,4,1,0,250,13,19,6,9,11,0,11,6,0,452,22,3050,381,239,7,26,86,794,17950,0,52,15,419,18,1800,31,93,65,162,4850,12,,No
2023,4030530,Max Roberts,DE,Boston College,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,4.5,14.0,,0.0,6.0,22.0,,,,,,,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,,No
2023,4032625,Ra'Shaun Henry,WR,Virginia,Big Ten,0.0202,0.0381,0.0,0.021,0.021,0.014,0.02,0.018,,,,,,,,,,52.0,,,,,,,7.0,,,,4.0,,,,,206.0,,,,29.4,Coastal,4.3,10,5,5,0,9,4,5,0,6,5,1,0,4,0,4,0,236,16,25,5,7,10,2,175,14,0,533,23,2605,379,221,11,22,53,483,18644,0,71,14,366,16,1629,32,72,53,143,4234,19,,No
2023,4034028,Elijah Turner,S,Clemson,Big Ten,,,,,,,,,,7.0,,,,,,,,7.0,,1.0,,0.0,,0.0,,0.0,5.0,,0.0,1.0,6.0,,,7.0,,,,,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4034965,Antonneous Clayton,DL,Georgia Tech,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,2.0,6.0,,0.0,2.5,9.0,,,,,,,,Coastal,4.2,10,3,7,0,9,3,6,0,6,2,4,0,4,1,3,0,199,9,25,12,12,10,0,77,13,0,403,21,1991,283,152,6,14,89,749,16221,0,65,16,407,18,1904,21,62,60,146,3895,25,,No
2023,4035182,Ryan Johnson,OL,Georgia Tech,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,Coastal,4.2,10,3,7,0,9,3,6,0,6,2,4,0,4,1,3,0,199,9,25,12,12,10,0,77,13,0,403,21,1991,283,152,6,14,89,749,16221,0,65,16,407,18,1904,21,62,60,146,3895,25,,No
2023,4035342,Mike Palmer,DB,Boston College,Big Ten,,,,,,,,,,70.0,,,,,0.0,1.0,,,0.0,,,0.0,,0.0,2.0,0.5,18.0,,1.0,0.0,24.0,,,70.0,,,,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,,No
2023,4035344,John Lamot,LB,Boston College,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,15.0,,0.0,1.0,21.0,,,,,,,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,,No
2023,4035352,Brandon Barlow,DL,Boston College,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,1.0,1.0,1.5,18.0,,0.0,4.0,34.0,,,,,,,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,,No
2023,4035356,Max Richardson,LB,Boston College,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,1.0,1.0,3.5,47.0,,0.0,8.0,99.0,,,,,,,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,,No
2023,4035363,Bryce Morais,DL,Boston College,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,1.0,,0.0,0.0,2.0,,,,,,,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,3.0,Yes
2023,4035364,Grant Carlson,P,Boston College,Big Ten,,,,,,,,,,,,,,,,,13.0,62.0,,43.0,,0.0,,0.0,,0.0,1.0,3.0,0.0,0.0,1.0,,,1825.0,,,42.4,,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,239,9,14,6,12,11,0,148,8,0,406,23,3126,390,242,9,23,85,740,20116,0,55,12,361,11,1119,24,52,65,147,4245,14,,No
2023,4035412,Deonte Williams,DE,Florida State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,2.0,,,,,,,,Atlantic,3.2,9,3,6,0,8,2,6,0,5,3,2,0,4,0,4,0,185,15,28,4,6,9,1,124,13,0,604,29,1770,293,160,8,10,80,713,16466,0,65,8,351,19,1789,10,49,47,132,3559,17,,No
2023,4035465,Cornell Powell,WR,Clemson,Big Ten,0.089,0.1566,0.0,0.0765,0.098,0.11,0.043,0.142,,15.0,,,,,,,,85.0,,1.0,,0.0,,0.0,53.0,0.0,3.0,,7.0,0.0,3.0,,,897.0,,,,16.6,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035468,Nolan Turner,S,Clemson,Big Ten,,,,,,,,,,17.3,,,,,0.0,3.0,,,0.0,,,2.0,,0.0,1.0,0.0,38.0,,0.0,5.0,52.0,,,52.0,,,,,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035469,J.C. Chalk,TE,Clemson,Big Ten,0.0103,0.0181,0.0,0.0074,0.014,0.012,0.013,0.012,,,,,,,,,,12.0,,,,,,,6.0,,,,1.0,,,,,43.0,,,,7.2,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035472,James Skalski,LB,Clemson,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,2.0,2.0,1.0,22.0,,1.0,3.0,34.0,,,,,,,,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035473,Will Spiers,P,Clemson,Big Ten,,,,,,,,,3.0,,1.0,2.0,,,,0.0,19.0,70.0,,47.0,0.667,,,,,,,4.0,0.0,,,,,2085.0,4.3,6.0,44.0,,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035477,Cade Stewart,OL,Clemson,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035484,Nyles Pinckney,DL,Clemson,Big Ten,,,,,,,,,,,1.0,,,,0.0,,,1.0,0.0,,,0.0,,0.0,1.0,1.0,12.0,,1.0,3.0,22.0,,,1.0,,1.0,,,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035487,Regan Upshaw,DE,Clemson,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.5,6.0,,0.0,3.5,16.0,,,,,,,,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0,295,10,15,9,9,12,0,121,6,0,434,19,4182,490,326,14,31,64,568,21885,0,123,13,410,33,1848,46,109,83,179,6030,15,,No
2023,4035604,Janarius Robinson,DE,Florida State,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,3.0,12.0,,0.0,7.0,26.0,,,,,,,,Atlantic,3.2,9,3,6,0,8,2,6,0,5,3,2,0,4,0,4,0,185,15,28,4,6,9,1,124,13,0,604,29,1770,293,160,8,10,80,713,16466,0,65,8,351,19,1789,10,49,47,132,3559,17,,No
2023,4035605,Carlos Becker III,DB,Florida State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,Atlantic,3.2,9,3,6,0,8,2,6,0,5,3,2,0,4,0,4,0,185,15,28,4,6,9,1,124,13,0,604,29,1770,293,160,8,10,80,713,16466,0,65,8,351,19,1789,10,49,47,132,3559,17,,No
2023,4035620,Baveon Johnson,OL,Florida State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,Atlantic,3.2,9,3,6,0,8,2,6,0,5,3,2,0,4,0,4,0,185,15,28,4,6,9,1,124,13,0,604,29,1770,293,160,8,10,80,713,16466,0,65,8,351,19,1789,10,49,47,132,3559,17,,No
2023,4035621,Emmett Rice,LB,Florida State,Big Ten,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,1.0,27.0,,0.0,7.5,61.0,,,,,,,,Atlantic,3.2,9,3,6,0,8,2,6,0,5,3,2,0,4,0,4,0,185,15,28,4,6,9,1,124,13,0,604,29,1770,293,160,8,10,80,713,16466,0,65,8,351,19,1789,10,49,47,132,3559,17,,No
2023,4035703,Cary Angeline,TE,NC State,Big Ten,0.0411,0.08,0.0,0.0262,0.055,0.05,0.042,0.064,,,,,,,,,,34.0,,,,,,,27.0,,,,6.0,,,,,412.0,,,,15.3,Atlantic,6.2,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0,267,8,12,4,3,12,1,67,15,1,526,23,3143,400,251,9,24,97,891,21565,1,130,12,434,20,1480,33,91,71,161,4623,19,,No
2023,4035839,Austin Kent,PK,Georgia Tech,Big Ten,,,,,,,,,,,,,,,,,0.0,51.0,,3.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,124.0,,,41.3,,Coastal,4.2,10,3,7,0,9,3,6,0,6,2,4,0,4,1,3,0,199,9,25,12,12,10,0,77,13,0,403,21,1991,283,152,6,14,89,749,16221,0,65,16,407,18,1904,21,62,60,146,3895,25,,No
2023,4035886,Khalil Herbert,RB,Virginia Tech,Big Ten,0.2347,0.0513,0.3468,0.2962,0.228,0.111,0.226,0.127,,26.9,155.0,,,,,,,205.0,,16.0,,,,,10.0,,,,9.0,,,,,1792.0,,7.6,,17.9,Coastal,6.8,11,5,6,0,10,5,5,0,6,3,3,0,5,2,3,0,246,7,12,8,5,11,0,140,6,0,546,23,2212,253,157,12,13,58,514,19894,0,66,17,472,27,2648,36,75,51,133,4860,14,,No
2023,4035896,Evan Fairs,WR,Virginia Tech,Big Ten,0.0028,0.0073,0.0,0.0,0.004,0.007,0.0,0.011,,,,,,,,,,10.0,,,,,,,2.0,,,,0.0,,,,,18.0,,,,9.0,Coastal,6.8,11,5,6,0,10,5,5,0,6,3,3,0,5,2,3,0,246,7,12,8,5,11,0,140,6,0,546,23,2212,253,157,12,13,58,514,19894,0,66,17,472,27,2648,36,75,51,133,4860,14,3.0,Yes
2023,4035995,Jawon Pass,QB,Louisville,Big Ten,0.0083,0.0119,0.0052,0.006,0.009,0.014,0.0,0.016,3.0,,3.0,2.0,,,,0.0,,1.0,,,0.667,,,,,,,,0.0,,,,,13.0,5.7,-1.3,,,Atlantic,5.5,11,4,7,0,10,3,7,0,6,4,2,0,5,0,5,0,229,13,24,12,7,11,0,54,12,0,661,33,2686,315,202,5,20,69,577,20775,0,22,7,420,21,2199,21,62,64,143,4885,24,4.0,Yes
2023,4036018,Derek Dorsey,DL,Louisville,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,3.0,,,,,,,,Atlantic,5.5,11,4,7,0,10,3,7,0,6,4,2,0,5,0,5,0,229,13,24,12,7,11,0,54,12,0,661,33,2686,315,202,5,20,69,577,20775,0,22,7,420,21,2199,21,62,64,143,4885,24,,No
2023,4036026,Dez Fitzpatrick,WR,Louisville,Big Ten,0.084,0.181,0.0,0.0904,0.083,0.078,0.053,0.09,,,,,,,1.0,,,82.0,1.0,,,0.0,,0.0,43.0,0.0,2.0,,3.0,0.0,3.0,,,833.0,,,,19.4,Atlantic,5.5,11,4,7,0,10,3,7,0,6,4,2,0,5,0,5,0,229,13,24,12,7,11,0,54,12,0,661,33,2686,315,202,5,20,69,577,20775,0,22,7,420,21,2199,21,62,64,143,4885,24,,No
2023,4036027,Tabarius Peterson,DL,Louisville,Big Ten,,,,,,,,,,,1.0,,,,,,,31.0,,,,0.0,,1.0,,1.0,12.0,,0.0,1.0,15.0,,,31.0,,31.0,,,Atlantic,5.5,11,4,7,0,10,3,7,0,6,4,2,0,5,0,5,0,229,13,24,12,7,11,0,54,12,0,661,33,2686,315,202,5,20,69,577,20775,0,22,7,420,21,2199,21,62,64,143,4885,24,,No
2023,4036033,Mark Gilbert,CB,Duke,Big Ten,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,0.0,,0.0,7.0,,0.0,0.0,8.0,,,0.0,,,,,Coastal,2.2,11,2,9,0,10,1,9,0,5,1,4,0,6,1,5,0,237,11,23,20,11,11,0,36,19,0,704,35,2441,390,219,9,11,62,554,18806,1,212,18,438,19,1724,31,67,65,168,4165,39,,No
2023,4036048,Mark Birmingham,TE,Duke,Big Ten,0.0013,0.0026,0.0,0.0,0.0,0.007,0.0,0.004,,,,,,,,,,7.0,,,,0.0,,0.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,7.0,,,,7.0,Coastal,2.2,11,2,9,0,10,1,9,0,5,1,4,0,6,1,5,0,237,11,23,20,11,11,0,36,19,0,704,35,2441,390,219,9,11,62,554,18806,1,212,18,438,19,1724,31,67,65,168,4165,39,,No
2023,4036051,Keyshon Camp,DL,Pittsburgh,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,0.0,3.0,,0.0,0.0,3.0,,,,,,,,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,4036052,Phil Campbell III,LB,Pittsburgh,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,2.0,1.0,4.5,22.0,,0.0,8.0,41.0,,,,,,,,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,4036060,Damar Hamlin,DB,Pittsburgh,Big Ten,,,,,,,,,,2.0,,,,,,2.0,,,,,,7.0,,0.0,,0.0,38.0,,0.0,3.5,66.0,,,4.0,,,,,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,4036063,Patrick Jones II,DL,Pittsburgh,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,3.0,,5.0,1.0,8.5,24.0,,0.0,12.5,42.0,,,,,,,,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,4036070,Chase Pine,LB,Pittsburgh,Big Ten,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,1.5,27.0,,0.0,7.0,43.0,,,,,,,,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,4036076,Rashad Weaver,DL,Pittsburgh,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,12.0,2.0,7.5,22.0,,0.0,14.0,34.0,,,,,,,,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,4036164,Dylan Parham,TE,NC State,Big Ten,0.006,0.0118,0.0,0.0052,0.011,0.0,0.011,0.004,,7.0,,,,,,,,39.0,,1.0,,0.0,,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,,,59.0,,,,13.0,Atlantic,6.2,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0,267,8,12,4,3,12,1,67,15,1,526,23,3143,400,251,9,24,97,891,21565,1,130,12,434,20,1480,33,91,71,161,4623,19,,No
2023,4036168,C.J. Riley,WR,NC State,Big Ten,0.0145,0.0282,0.0,0.0184,0.007,0.013,0.005,0.015,,21.0,,,,,,1.0,,36.0,,,,,,,9.0,,,,2.0,,,,,144.0,,,,13.7,Atlantic,6.2,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0,267,8,12,4,3,12,1,67,15,1,526,23,3143,400,251,9,24,97,891,21565,1,130,12,434,20,1480,33,91,71,161,4623,19,,No
2023,4036177,Dylan Autenrieth,TE,NC State,Big Ten,0.0024,0.0047,0.0,0.0,0.007,0.0,0.011,0.0,,,,,,,,,,2.0,,,,,,,2.0,,,,0.0,,,,,3.0,,,,1.5,Atlantic,6.2,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0,267,8,12,4,3,12,1,67,15,1,526,23,3143,400,251,9,24,97,891,21565,1,130,12,434,20,1480,33,91,71,161,4623,19,,No
2023,4036190,Thomas Ruocchio,TE,NC State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,Atlantic,6.2,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0,267,8,12,4,3,12,1,67,15,1,526,23,3143,400,251,9,24,97,891,21565,1,130,12,434,20,1480,33,91,71,161,4623,19,,No
2023,4036211,DJ Turner,WR,Pittsburgh,Big Ten,0.0932,0.1442,0.0327,0.0809,0.12,0.074,0.082,0.112,,30.5,10.0,,,,3.0,,,155.0,0.0,29.0,,0.0,,0.0,44.0,0.0,3.0,,3.0,2.0,3.0,,,1135.0,,6.5,,14.4,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
2023,4036211,DJ Turner,WR,Pittsburgh,Big Ten,0.0932,0.1442,0.0327,0.0809,0.12,0.074,0.082,0.112,,30.5,10.0,,,,3.0,,,155.0,0.0,29.0,,0.0,,0.0,44.0,0.0,3.0,,3.0,2.0,3.0,,,1135.0,,6.5,,14.4,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0,226,9,18,4,5,11,1,150,12,0,370,17,2857,426,246,14,14,86,753,20552,1,179,19,388,20,1343,45,110,63,173,4200,16,,No
