"Season","Team","Conference","StatName","StatValue"
"2022","Rutgers","Big Ten","netPassingYards","1852"
"2022","Wisconsin","Big Ten","rushingTDs","21"
"2022","Minnesota","Big Ten","rushingTDs","33"
"2022","Iowa","Big Ten","puntReturnTDs","0"
"2022","Illinois","Big Ten","kickReturnTDs","0"
"2022","Illinois","Big Ten","rushingYards","2180"
"2022","Iowa","Big Ten","penaltyYards","420"
"2022","Nebraska","Big Ten","thirdDownConversions","66"
"2022","Nebraska","Big Ten","passCompletions","205"
"2022","Iowa","Big Ten","puntReturnYards","300"
"2022","Iowa","Big Ten","totalYards","3271"
"2022","Illinois","Big Ten","passCompletions","273"
"2022","Northwestern","Big Ten","kickReturns","12"
"2022","Indiana","Big Ten","kickReturnYards","721"
"2022","Penn State","Big Ten","interceptionTDs","1"
"2022","Northwestern","Big Ten","rushingTDs","11"
"2022","Maryland","Big Ten","turnovers","15"
"2022","Maryland","Big Ten","rushingTDs","23"
"2022","Northwestern","Big Ten","puntReturns","8"
"2022","Wisconsin","Big Ten","interceptionYards","241"
"2022","Rutgers","Big Ten","possessionTime","21019"
"2022","Rutgers","Big Ten","penalties","94"
"2022","Northwestern","Big Ten","puntReturnTDs","0"
"2022","Nebraska","Big Ten","netPassingYards","2650"
"2022","Illinois","Big Ten","fumblesLost","11"
"2022","Indiana","Big Ten","interceptions","13"
"2022","Penn State","Big Ten","passAttempts","422"
"2022","Purdue","Big Ten","thirdDowns","208"
"2022","Minnesota","Big Ten","firstDowns","280"
"2022","Rutgers","Big Ten","passCompletions","168"
"2022","Michigan State","Big Ten","puntReturnTDs","0"
"2022","Nebraska","Big Ten","puntReturnTDs","1"
"2022","Iowa","Big Ten","kickReturnTDs","0"
"2022","Northwestern","Big Ten","fourthDownConversions","19"
"2022","Northwestern","Big Ten","games","12"
"2022","Nebraska","Big Ten","turnovers","19"
"2022","Iowa","Big Ten","fourthDownConversions","5"
"2022","Ohio State","Big Ten","fumblesRecovered","9"
"2022","Northwestern","Big Ten","penaltyYards","490"
"2022","Nebraska","Big Ten","puntReturns","6"
"2022","Illinois","Big Ten","passAttempts","393"
"2022","Michigan","Big Ten","tacklesForLoss","68"
"2022","Rutgers","Big Ten","interceptions","14"
"2022","Michigan","Big Ten","passesIntercepted","14"
"2022","Nebraska","Big Ten","totalYards","4130"
"2022","Indiana","Big Ten","rushingAttempts","396"
"2022","Michigan","Big Ten","kickReturns","20"
"2022","Northwestern","Big Ten","kickReturnTDs","0"
"2022","Maryland","Big Ten","puntReturnTDs","0"
"2022","Michigan","Big Ten","interceptions","6"
"2022","Nebraska","Big Ten","interceptions","13"
"2022","Rutgers","Big Ten","passingTDs","11"
"2022","Iowa","Big Ten","interceptionTDs","4"
"2022","Wisconsin","Big Ten","kickReturns","28"
"2022","Rutgers","Big Ten","fumblesLost","6"
"2022","Ohio State","Big Ten","puntReturns","19"
"2022","Wisconsin","Big Ten","fourthDowns","15"
"2022","Wisconsin","Big Ten","turnovers","18"
"2022","Purdue","Big Ten","kickReturns","28"
"2022","Rutgers","Big Ten","rushingTDs","11"
"2022","Michigan State","Big Ten","thirdDowns","152"
"2022","Wisconsin","Big Ten","rushingAttempts","501"
"2022","Maryland","Big Ten","kickReturns","37"
"2022","Maryland","Big Ten","fourthDowns","28"
"2022","Maryland","Big Ten","games","13"
"2022","Purdue","Big Ten","turnovers","23"
"2022","Wisconsin","Big Ten","sacks","32"
"2022","Minnesota","Big Ten","thirdDowns","168"
"2022","Ohio State","Big Ten","rushingAttempts","466"
"2022","Michigan","Big Ten","passCompletions","238"
"2022","Michigan","Big Ten","rushingAttempts","600"
"2022","Indiana","Big Ten","totalYards","3939"
"2022","Rutgers","Big Ten","firstDowns","178"
"2022","Rutgers","Big Ten","fumblesRecovered","8"
"2022","Wisconsin","Big Ten","passingTDs","21"
"2022","Michigan State","Big Ten","sacks","29"
"2022","Indiana","Big Ten","possessionTime","18459"
"2022","Iowa","Big Ten","passesIntercepted","15"
"2022","Minnesota","Big Ten","totalYards","5065"
"2022","Michigan State","Big Ten","interceptionTDs","1"
"2022","Illinois","Big Ten","kickReturns","16"
"2022","Michigan State","Big Ten","passAttempts","412"
"2022","Nebraska","Big Ten","penalties","65"
"2022","Ohio State","Big Ten","penalties","73"
"2022","Ohio State","Big Ten","interceptions","6"
"2022","Purdue","Big Ten","puntReturnYards","164"
"2022","Nebraska","Big Ten","thirdDowns","165"
"2022","Penn State","Big Ten","penalties","69"
