"Season","Team","Conference","StatName","StatValue"
"2023","Texas A&M","SEC","kickReturnYards","399"
"2023","Missouri","SEC","firstDowns","280"
"2023","Ole Miss","SEC","penalties","93"
"2023","Kentucky","SEC","passesIntercepted","11"
"2023","Vanderbilt","SEC","totalYards","3823"
"2023","Georgia","SEC","interceptionTDs","1"
"2023","Kentucky","SEC","fourthDowns","10"
"2023","Georgia","SEC","puntReturnTDs","1"
"2023","Mississippi State","SEC","passAttempts","348"
"2023","Texas A&M","SEC","thirdDownConversions","76"
"2023","South Carolina","SEC","puntReturnYards","112"
"2023","Tennessee","SEC","fourthDownConversions","7"
"2023","Florida","SEC","interceptionYards","38"
"2023","Kentucky","SEC","interceptions","12"
"2023","Kentucky","SEC","interceptionYards","181"
"2023","Auburn","SEC","rushingTDs","22"
"2023","Auburn","SEC","turnovers","20"
"2023","Alabama","SEC","fumblesRecovered","7"
"2023","Alabama","SEC","tacklesForLoss","84"
"2023","Texas A&M","SEC","fumblesLost","5"
"2023","Missouri","SEC","games","13"
"2023","Kentucky","SEC","sacks","34"
"2023","Vanderbilt","SEC","thirdDowns","160"
"2023","Texas A&M","SEC","puntReturnTDs","1"
"2023","Florida","SEC","fourthDownConversions","9"
"2023","LSU","SEC","rushingAttempts","430"
"2023","Mississippi State","SEC","penaltyYards","682"
"2023","Alabama","SEC","puntReturns","21"
"2023","Arkansas","SEC","penaltyYards","665"
"2023","Vanderbilt","SEC","interceptionYards","132"
"2023","Florida","SEC","kickReturnTDs","0"
"2023","Missouri","SEC","fumblesRecovered","11"
"2023","Missouri","SEC","penalties","93"
"2023","Auburn","SEC","kickReturnTDs","0"
"2023","Vanderbilt","SEC","sacks","21"
"2023","Tennessee","SEC","passCompletions","263"
"2023","LSU","SEC","firstDowns","334"
"2023","Texas A&M","SEC","interceptions","10"
"2023","Kentucky","SEC","passAttempts","375"
"2023","Vanderbilt","SEC","fourthDownConversions","8"
"2023","Mississippi State","SEC","penalties","75"
"2023","Missouri","SEC","thirdDownConversions","72"
"2023","Auburn","SEC","interceptionTDs","1"
"2023","Georgia","SEC","possessionTime","28119"
"2023","LSU","SEC","rushingYards","2658"
"2023","Tennessee","SEC","thirdDowns","176"
"2023","Vanderbilt","SEC","kickReturnTDs","1"
"2023","Georgia","SEC","passingTDs","29"
"2023","Georgia","SEC","kickReturnYards","610"
"2023","Kentucky","SEC","totalYards","4411"
"2023","Georgia","SEC","kickReturns","25"
"2023","Florida","SEC","sacks","22"
"2023","Vanderbilt","SEC","tacklesForLoss","65"
"2023","Arkansas","SEC","fourthDownConversions","10"
"2023","Ole Miss","SEC","kickReturnYards","309"
"2023","Mississippi State","SEC","interceptions","10"
"2023","LSU","SEC","thirdDownConversions","71"
"2023","Alabama","SEC","turnovers","11"
"2023","Arkansas","SEC","turnovers","18"
"2023","LSU","SEC","interceptionYards","107"
"2023","Tennessee","SEC","fourthDowns","18"
"2023","Mississippi State","SEC","possessionTime","20641"
"2023","Kentucky","SEC","penaltyYards","661"
"2023","Tennessee","SEC","rushingYards","2662"
"2023","Georgia","SEC","passCompletions","328"
"2023","LSU","SEC","passCompletions","286"
"2023","Arkansas","SEC","firstDowns","208"
"2023","Alabama","SEC","netPassingYards","3086"
"2023","Ole Miss","SEC","passAttempts","395"
"2023","Ole Miss","SEC","puntReturnYards","117"
"2023","Florida","SEC","puntReturns","14"
"2023","Georgia","SEC","interceptions","7"
"2023","South Carolina","SEC","rushingYards","1021"
"2023","LSU","SEC","fumblesLost","3"
"2023","Missouri","SEC","fourthDownConversions","11"
"2023","Auburn","SEC","fumblesRecovered","6"
"2023","Alabama","SEC","interceptionYards","125"
"2023","Mississippi State","SEC","interceptionTDs","0"
"2023","Mississippi State","SEC","passingTDs","15"
"2023","Ole Miss","SEC","possessionTime","21639"
"2023","Missouri","SEC","puntReturns","9"
"2023","South Carolina","SEC","firstDowns","217"
"2023","Auburn","SEC","possessionTime","22670"
"2023","Auburn","SEC","sacks","30"
"2023","Alabama","SEC","rushingYards","2417"
"2023","Ole Miss","SEC","interceptions","6"
"2023","Missouri","SEC","passAttempts","376"
"2023","Mississippi State","SEC","firstDowns","199"
"2023","Georgia","SEC","penaltyYards","601"
"2023","Vanderbilt","SEC","penaltyYards","510"
"2023","Mississippi State","SEC","games","12"
"2023","Missouri","SEC","passesIntercepted","9"
"2023","Auburn","SEC","firstDowns","241"
"2023","Texas A&M","SEC","rushingYards","1770"
"2023","Vanderbilt","SEC","possessionTime","20723"
"2023","South Carolina","SEC","passCompletions","283"
"2023","South Carolina","SEC","turnovers","13"
"2023","Mississippi State","SEC","kickReturns","23"
"2023","Florida","SEC","interceptionTDs","0"
"2023","Vanderbilt","SEC","passingTDs","23"
