"Season","Team","Conference","StatName","StatValue"
"2020","Duke","ACC","kickReturnYards","704"
"2020","North Carolina","ACC","rushingTDs","35"
"2020","Duke","ACC","turnovers","39"
"2020","North Carolina","ACC","puntReturnYards","167"
"2020","NC State","ACC","kickReturnTDs","1"
"2020","Virginia Tech","ACC","netPassingYards","2212"
"2020","Louisville","ACC","fumblesLost","12"
"2020","Louisville","ACC","puntReturnYards","22"
"2020","Virginia Tech","ACC","passAttempts","253"
"2020","Boston College","ACC","rushingTDs","11"
"2020","Georgia Tech","ACC","interceptionYards","77"
"2020","NC State","ACC","fourthDownConversions","8"
"2020","Wake Forest","ACC","tacklesForLoss","68"
"2020","Boston College","ACC","fourthDowns","14"
"2020","Miami","ACC","penalties","86"
"2020","Clemson","ACC","interceptionTDs","0"
"2020","Miami","ACC","rushingTDs","18"
"2020","Virginia Tech","ACC","puntReturns","17"
"2020","Clemson","ACC","passAttempts","490"
"2020","Virginia","ACC","kickReturnTDs","0"
"2020","NC State","ACC","netPassingYards","3143"
"2020","Virginia Tech","ACC","passesIntercepted","12"
"2020","Georgia Tech","ACC","puntReturnTDs","0"
"2020","Virginia Tech","ACC","kickReturnYards","546"
"2020","Boston College","ACC","rushingAttempts","361"
"2020","Clemson","ACC","interceptionYards","121"
"2020","Florida State","ACC","puntReturns","8"
"2020","NC State","ACC","thirdDownConversions","71"
"2020","North Carolina","ACC","possessionTime","22169"
"2020","North Carolina","ACC","turnovers","13"
"2020","Louisville","ACC","passingTDs","20"
"2020","Florida State","ACC","fourthDowns","28"
"2020","Louisville","ACC","interceptions","12"
"2020","Miami","ACC","sacks","31"
"2020","Pittsburgh","ACC","interceptionTDs","1"
"2020","Virginia Tech","ACC","games","11"
"2020","Syracuse","ACC","passCompletions","173"
"2020","Clemson","ACC","interceptions","6"
"2020","Syracuse","ACC","passingTDs","15"
"2020","Clemson","ACC","thirdDowns","179"
"2020","Syracuse","ACC","sacks","24"
"2020","Wake Forest","ACC","interceptionTDs","3"
"2020","Pittsburgh","ACC","sacks","45"
"2020","Wake Forest","ACC","passingTDs","14"
"2020","Florida State","ACC","games","9"
"2020","Georgia Tech","ACC","possessionTime","16221"
"2020","Miami","ACC","turnovers","12"
"2020","Syracuse","ACC","interceptions","12"
"2020","NC State","ACC","fumblesRecovered","3"
"2020","Pittsburgh","ACC","thirdDownConversions","63"
"2020","Wake Forest","ACC","rushingYards","1491"
"2020","Wake Forest","ACC","passCompletions","175"
"2020","Virginia Tech","ACC","rushingYards","2648"
"2020","Virginia","ACC","passCompletions","221"
"2020","Duke","ACC","rushingYards","1724"
"2020","Virginia","ACC","kickReturnYards","533"
"2020","Duke","ACC","kickReturns","35"
"2020","Georgia Tech","ACC","thirdDownConversions","60"
"2020","Georgia Tech","ACC","rushingAttempts","407"
"2020","Florida State","ACC","passesIntercepted","8"
"2020","Miami","ACC","puntReturns","15"
"2020","Florida State","ACC","firstDowns","185"
"2020","Pittsburgh","ACC","interceptionYards","150"
"2020","North Carolina","ACC","passingTDs","31"
"2020","Miami","ACC","passesIntercepted","7"
"2020","North Carolina","ACC","firstDowns","316"
"2020","NC State","ACC","rushingYards","1480"
"2020","Georgia Tech","ACC","kickReturnTDs","0"
"2020","Virginia","ACC","fourthDowns","25"
"2020","Clemson","ACC","rushingYards","1848"
"2020","Miami","ACC","interceptions","6"
"2020","Clemson","ACC","penalties","64"
"2020","Miami","ACC","passAttempts","381"
"2020","Virginia","ACC","rushingTDs","16"
"2020","Duke","ACC","penalties","62"
