"Season","Team","Conference","StatName","StatValue"
"2019","Oklahoma","Big 12","firstDowns","348"
"2019","Kansas State","Big 12","interceptionYards","128"
"2019","Iowa State","Big 12","kickReturnTDs","0"
"2019","Kansas State","Big 12","games","13"
"2019","Kansas State","Big 12","fourthDowns","15"
"2019","Oklahoma State","Big 12","interceptions","12"
"2019","Oklahoma","Big 12","rushingYards","3361"
"2019","Oklahoma","Big 12","fumblesLost","10"
"2019","Oklahoma","Big 12","tacklesForLoss","139"
"2019","TCU","Big 12","penaltyYards","736"
"2019","TCU","Big 12","tacklesForLoss","79"
"2019","TCU","Big 12","firstDowns","257"
"2019","Kansas State","Big 12","possessionTime","26090"
"2019","West Virginia","Big 12","fumblesRecovered","9"
"2019","Iowa State","Big 12","penalties","61"
"2019","Iowa State","Big 12","interceptionYards","102"
"2019","Oklahoma State","Big 12","fourthDownConversions","11"
"2019","Texas Tech","Big 12","netPassingYards","3896"
"2019","Baylor","Big 12","fourthDownConversions","6"
"2019","TCU","Big 12","thirdDownConversions","94"
"2019","Texas Tech","Big 12","thirdDowns","178"
"2019","West Virginia","Big 12","firstDowns","212"
"2019","TCU","Big 12","kickReturns","33"
"2019","West Virginia","Big 12","kickReturnTDs","1"
"2019","Oklahoma","Big 12","passingTDs","36"
"2019","TCU","Big 12","turnovers","19"
"2019","Texas Tech","Big 12","penalties","75"
"2019","Kansas State","Big 12","netPassingYards","2344"
"2019","Baylor","Big 12","turnovers","19"
"2019","Kansas","Big 12","rushingTDs","10"
"2019","Iowa State","Big 12","rushingYards","1729"
"2019","West Virginia","Big 12","totalYards","3863"
"2019","Kansas","Big 12","penaltyYards","601"
"2019","Iowa State","Big 12","interceptionTDs","1"
"2019","Kansas State","Big 12","interceptionTDs","0"
"2019","Texas Tech","Big 12","fumblesRecovered","8"
"2019","Baylor","Big 12","interceptionTDs","0"
"2019","Baylor","Big 12","interceptionYards","250"
"2019","TCU","Big 12","totalYards","4892"
"2019","TCU","Big 12","passAttempts","394"
"2019","Iowa State","Big 12","puntReturns","10"
"2019","TCU","Big 12","passesIntercepted","16"
"2019","Oklahoma State","Big 12","passCompletions","232"
"2019","Oklahoma","Big 12","turnovers","19"
"2019","TCU","Big 12","fumblesRecovered","4"
"2019","TCU","Big 12","kickReturnYards","535"
"2019","Kansas State","Big 12","kickReturnTDs","4"
"2019","Kansas","Big 12","puntReturnTDs","0"
"2019","TCU","Big 12","interceptionYards","228"
"2019","West Virginia","Big 12","turnovers","20"
"2019","West Virginia","Big 12","passAttempts","454"
"2019","Oklahoma State","Big 12","penaltyYards","612"
"2019","Kansas State","Big 12","penalties","77"
"2019","Texas Tech","Big 12","fumblesLost","8"
"2019","Oklahoma State","Big 12","sacks","28"
"2019","Oklahoma","Big 12","netPassingYards","4164"
"2019","Texas","Big 12","possessionTime","24006"
"2019","Texas","Big 12","passAttempts","470"
"2019","Iowa State","Big 12","thirdDownConversions","64"
"2019","Kansas State","Big 12","turnovers","13"
"2019","Texas Tech","Big 12","sacks","35"
"2019","Texas Tech","Big 12","interceptionTDs","0"
"2019","Texas Tech","Big 12","kickReturnTDs","0"
"2019","Kansas","Big 12","firstDowns","221"
"2019","Iowa State","Big 12","passAttempts","484"
"2019","Kansas","Big 12","penalties","66"
"2019","Kansas","Big 12","fourthDownConversions","7"
"2019","Baylor","Big 12","passAttempts","444"
"2019","Oklahoma","Big 12","interceptionYards","31"
"2019","Kansas State","Big 12","thirdDownConversions","75"
"2019","Kansas","Big 12","rushingAttempts","383"
"2019","Oklahoma","Big 12","puntReturnYards","187"
"2019","Iowa State","Big 12","passesIntercepted","6"
"2019","TCU","Big 12","interceptions","10"
"2019","Iowa State","Big 12","penaltyYards","497"
"2019","Texas","Big 12","turnovers","14"
"2019","Texas Tech","Big 12","puntReturnYards","88"
"2019","Oklahoma State","Big 12","penalties","67"
"2019","Texas","Big 12","penaltyYards","890"
"2019","Iowa State","Big 12","possessionTime","23715"
"2019","Baylor","Big 12","games","14"
"2019","West Virginia","Big 12","netPassingYards","2984"
"2019","Texas Tech","Big 12","turnovers","16"
"2019","West Virginia","Big 12","puntReturnYards","55"
