"Season","Team","Conference","StatName","StatValue"
"2021","Wake Forest","ACC","interceptionTDs","1"
"2021","Clemson","ACC","kickReturnYards","522"
"2021","Miami","ACC","possessionTime","19738"
"2021","North Carolina","ACC","rushingAttempts","513"
"2021","Wake Forest","ACC","fourthDownConversions","12"
"2021","Wake Forest","ACC","passingTDs","39"
"2021","Florida State","ACC","kickReturnTDs","0"
"2021","Louisville","ACC","puntReturns","15"
"2021","Louisville","ACC","rushingYards","2728"
"2021","Clemson","ACC","rushingAttempts","488"
"2021","Florida State","ACC","firstDowns","247"
"2021","Virginia Tech","ACC","penalties","70"
"2021","Pittsburgh","ACC","interceptionTDs","4"
"2021","NC State","ACC","puntReturns","21"
"2021","Wake Forest","ACC","thirdDowns","231"
"2021","Clemson","ACC","rushingYards","2184"
"2021","Virginia Tech","ACC","interceptions","5"
"2021","Clemson","ACC","fourthDownConversions","9"
"2021","Wake Forest","ACC","kickReturnYards","567"
"2021","Georgia Tech","ACC","fourthDowns","23"
"2021","Pittsburgh","ACC","penaltyYards","895"
"2021","Louisville","ACC","kickReturnTDs","1"
"2021","NC State","ACC","kickReturnYards","644"
"2021","North Carolina","ACC","passAttempts","382"
"2021","North Carolina","ACC","fourthDownConversions","11"
"2021","Boston College","ACC","fumblesLost","7"
"2021","NC State","ACC","passingTDs","35"
"2021","Clemson","ACC","passingTDs","12"
"2021","NC State","ACC","games","12"
"2021","Florida State","ACC","passesIntercepted","14"
"2021","Clemson","ACC","turnovers","19"
"2021","Clemson","ACC","games","13"
"2021","Wake Forest","ACC","passCompletions","302"
"2021","Boston College","ACC","passCompletions","169"
"2021","Florida State","ACC","passAttempts","340"
"2021","Boston College","ACC","netPassingYards","2217"
"2021","Florida State","ACC","puntReturns","17"
"2021","Virginia Tech","ACC","firstDowns","245"
"2021","Syracuse","ACC","thirdDownConversions","51"
"2021","Pittsburgh","ACC","thirdDowns","204"
"2021","Virginia Tech","ACC","fourthDowns","18"
"2021","Duke","ACC","rushingTDs","22"
"2021","Georgia Tech","ACC","passingTDs","18"
"2021","Virginia","ACC","puntReturnTDs","0"
"2021","Virginia Tech","ACC","games","13"
"2021","NC State","ACC","interceptions","6"
"2021","Pittsburgh","ACC","turnovers","15"
"2021","North Carolina","ACC","penalties","95"
"2021","Pittsburgh","ACC","interceptions","8"
"2021","Duke","ACC","passAttempts","410"
"2021","Florida State","ACC","games","12"
"2021","Pittsburgh","ACC","firstDowns","362"
"2021","Duke","ACC","fumblesLost","12"
"2021","Wake Forest","ACC","netPassingYards","4303"
"2021","Clemson","ACC","fumblesLost","8"
"2021","Wake Forest","ACC","penalties","81"
"2021","Boston College","ACC","kickReturns","24"
"2021","Pittsburgh","ACC","fourthDownConversions","17"
"2021","Florida State","ACC","interceptionTDs","1"
"2021","Virginia","ACC","passesIntercepted","8"
"2021","Virginia","ACC","kickReturnYards","206"
"2021","Wake Forest","ACC","passesIntercepted","15"
"2021","Louisville","ACC","turnovers","13"
"2021","North Carolina","ACC","fourthDowns","19"
"2021","Boston College","ACC","kickReturnTDs","1"
"2021","Duke","ACC","possessionTime","21103"
"2021","Wake Forest","ACC","tacklesForLoss","97"
"2021","Boston College","ACC","penaltyYards","596"
"2021","Louisville","ACC","thirdDownConversions","70"
"2021","Pittsburgh","ACC","puntReturnTDs","0"
"2021","Duke","ACC","kickReturns","43"
"2021","Georgia Tech","ACC","puntReturnYards","65"
"2021","Louisville","ACC","interceptionYards","161"
"2021","Syracuse","ACC","netPassingYards","1836"
"2021","Louisville","ACC","fumblesRecovered","7"
"2021","Clemson","ACC","fourthDowns","16"
"2021","Pittsburgh","ACC","possessionTime","25980"
"2021","Wake Forest","ACC","penaltyYards","737"
"2021","Louisville","ACC","fourthDowns","27"
"2021","Duke","ACC","firstDowns","262"
"2021","Virginia","ACC","rushingAttempts","339"
"2021","Wake Forest","ACC","fumblesLost","5"
"2021","Virginia Tech","ACC","turnovers","12"
"2021","Virginia Tech","ACC","totalYards","4705"
"2021","Duke","ACC","fumblesRecovered","6"
"2021","Louisville","ACC","passingTDs","21"
"2021","Virginia Tech","ACC","thirdDownConversions","74"
"2021","Louisville","ACC","interceptionTDs","1"
"2021","Clemson","ACC","thirdDownConversions","69"
"2021","Clemson","ACC","thirdDowns","186"
"2021","Virginia","ACC","thirdDowns","159"
"2021","Boston College","ACC","interceptions","11"
"2021","North Carolina","ACC","penaltyYards","900"
"2021","NC State","ACC","rushingTDs","11"
"2021","Pittsburgh","ACC","thirdDownConversions","90"
"2021","Wake Forest","ACC","rushingTDs","31"
"2021","Syracuse","ACC","kickReturns","36"
"2021","Duke","ACC","passCompletions","265"
"2021","Boston College","ACC","fourthDowns","21"
"2021","Syracuse","ACC","penaltyYards","692"
"2021","NC State","ACC","penaltyYards","774"
"2021","Virginia","ACC","totalYards","6189"
"2021","Louisville","ACC","puntReturnYards","157"
"2021","North Carolina","ACC","fumblesLost","5"
"2021","Boston College","ACC","puntReturnYards","79"
"2021","Florida State","ACC","interceptions","12"
"2021","North Carolina","ACC","puntReturnYards","149"
"2021","North Carolina","ACC","kickReturns","25"
"2021","Clemson","ACC","rushingTDs","26"
"2021","Virginia","ACC","puntReturns","17"
"2021","Syracuse","ACC","firstDowns","234"
"2021","North Carolina","ACC","totalYards","6089"
"2021","Georgia Tech","ACC","thirdDowns","163"
"2021","Louisville","ACC","puntReturnTDs","1"
"2021","Clemson","ACC","possessionTime","22933"
"2021","Duke","ACC","penalties","78"
"2021","Georgia Tech","ACC","puntReturns","17"
"2021","Florida State","ACC","fourthDowns","21"
"2021","Florida State","ACC","puntReturnYards","71"
"2021","NC State","ACC","passesIntercepted","15"
"2021","North Carolina","ACC","interceptionYards","71"
"2021","Miami","ACC","fumblesRecovered","3"
"2021","NC State","ACC","fourthDownConversions","5"
"2021","Georgia Tech","ACC","firstDowns","226"
"2021","Miami","ACC","games","12"
"2021","Duke","ACC","fourthDownConversions","11"
