"Season","Team","Conference","StatName","StatValue"
"2023","Cincinnati","Big 12","penalties","68"
"2023","Cincinnati","Big 12","fumblesLost","6"
"2023","Kansas State","Big 12","passesIntercepted","13"
"2023","Texas Tech","Big 12","games","13"
"2023","Texas","Big 12","rushingYards","2638"
"2023","Iowa State","Big 12","interceptionYards","150"
"2023","Kansas State","Big 12","tacklesForLoss","77"
"2023","TCU","Big 12","turnovers","19"
"2023","Kansas","Big 12","penaltyYards","740"
"2023","Texas Tech","Big 12","sacks","28"
"2023","Cincinnati","Big 12","puntReturnYards","52"
"2023","Oklahoma State","Big 12","kickReturns","34"
"2023","Texas Tech","Big 12","interceptionTDs","1"
"2023","Iowa State","Big 12","games","13"
"2023","Oklahoma","Big 12","rushingAttempts","521"
"2023","Oklahoma","Big 12","fumblesRecovered","6"
"2023","Houston","Big 12","kickReturns","29"
"2023","Oklahoma","Big 12","fumblesLost","11"
"2023","Baylor","Big 12","passesIntercepted","7"
"2023","Texas","Big 12","possessionTime","26223"
"2023","Iowa State","Big 12","fumblesRecovered","3"
"2023","Texas Tech","Big 12","fourthDownConversions","24"
"2023","Oklahoma State","Big 12","fourthDownConversions","11"
"2023","Oklahoma State","Big 12","passAttempts","570"
"2023","Kansas","Big 12","passCompletions","200"
"2023","Cincinnati","Big 12","thirdDowns","176"
"2023","Oklahoma","Big 12","fourthDowns","19"
"2023","Cincinnati","Big 12","passingTDs","21"
"2023","Texas","Big 12","fourthDowns","31"
"2023","Cincinnati","Big 12","fourthDowns","31"
"2023","UCF","Big 12","puntReturns","17"
"2023","Kansas","Big 12","passingTDs","24"
"2023","Baylor","Big 12","totalYards","4534"
"2023","TCU","Big 12","tacklesForLoss","60"
"2023","Texas","Big 12","firstDowns","323"
"2023","Texas Tech","Big 12","possessionTime","22425"
"2023","Oklahoma State","Big 12","passingTDs","18"
"2023","Cincinnati","Big 12","games","12"
"2023","TCU","Big 12","interceptions","15"
"2023","Kansas State","Big 12","penalties","63"
"2023","BYU","Big 12","kickReturnTDs","0"
"2023","West Virginia","Big 12","puntReturnYards","223"
"2023","Cincinnati","Big 12","rushingYards","2605"
"2023","Iowa State","Big 12","interceptionTDs","1"
"2023","TCU","Big 12","fourthDowns","32"
"2023","Kansas State","Big 12","rushingYards","2666"
"2023","UCF","Big 12","puntReturnYards","156"
"2023","Kansas State","Big 12","passingTDs","30"
"2023","Kansas State","Big 12","fumblesRecovered","10"
