"Season","Team","Conference","StatName","StatValue"
"2019","Illinois","Big Ten","rushingYards","1845"
"2019","Ohio State","Big Ten","rushingYards","3735"
"2019","Nebraska","Big Ten","thirdDowns","187"
"2019","Penn State","Big Ten","rushingAttempts","516"
"2019","Wisconsin","Big Ten","puntReturnTDs","0"
"2019","Maryland","Big Ten","passesIntercepted","10"
"2019","Northwestern","Big Ten","passingTDs","6"
"2019","Rutgers","Big Ten","puntReturnTDs","0"
"2019","Iowa","Big Ten","interceptionYards","73"
"2019","Minnesota","Big Ten","penalties","55"
"2019","Maryland","Big Ten","games","12"
"2019","Rutgers","Big Ten","possessionTime","21627"
"2019","Ohio State","Big Ten","passesIntercepted","16"
"2019","Rutgers","Big Ten","netPassingYards","1672"
"2019","Purdue","Big Ten","passCompletions","320"
"2019","Michigan State","Big Ten","rushingTDs","12"
"2019","Iowa","Big Ten","fumblesRecovered","11"
"2019","Rutgers","Big Ten","sacks","23"
"2019","Northwestern","Big Ten","games","12"
"2019","Ohio State","Big Ten","interceptionTDs","1"
"2019","Purdue","Big Ten","rushingAttempts","342"
"2019","Illinois","Big Ten","fourthDowns","14"
"2019","Nebraska","Big Ten","turnovers","20"
"2019","Illinois","Big Ten","interceptionTDs","4"
"2019","Wisconsin","Big Ten","passesIntercepted","12"
"2019","Michigan","Big Ten","puntReturns","37"
"2019","Northwestern","Big Ten","thirdDowns","193"
"2019","Purdue","Big Ten","interceptions","15"
"2019","Northwestern","Big Ten","passAttempts","311"
"2019","Minnesota","Big Ten","passCompletions","212"
"2019","Penn State","Big Ten","fourthDowns","18"
"2019","Minnesota","Big Ten","passingTDs","31"
"2019","Northwestern","Big Ten","kickReturnYards","374"
"2019","Maryland","Big Ten","puntReturnYards","123"
"2019","Northwestern","Big Ten","turnovers","23"
"2019","Penn State","Big Ten","fourthDownConversions","11"
"2019","Wisconsin","Big Ten","puntReturnYards","259"
"2019","Nebraska","Big Ten","totalYards","4990"
"2019","Michigan State","Big Ten","passesIntercepted","12"
"2019","Maryland","Big Ten","firstDowns","201"
