"Season","Team","Conference","StatName","StatValue"
"2021","Iowa","Big Ten","passCompletions","222"
"2021","Illinois","Big Ten","passCompletions","165"
"2021","Northwestern","Big Ten","kickReturnTDs","0"
"2021","Nebraska","Big Ten","penaltyYards","540"
"2021","Northwestern","Big Ten","interceptions","14"
"2021","Purdue","Big Ten","penaltyYards","557"
"2021","Ohio State","Big Ten","possessionTime","22909"
"2021","Wisconsin","Big Ten","kickReturnYards","377"
"2021","Indiana","Big Ten","firstDowns","206"
"2021","Nebraska","Big Ten","rushingAttempts","490"
"2021","Illinois","Big Ten","possessionTime","21021"
"2021","Northwestern","Big Ten","puntReturnTDs","0"
"2021","Northwestern","Big Ten","passingTDs","13"
"2021","Nebraska","Big Ten","passesIntercepted","10"
"2021","Ohio State","Big Ten","kickReturnYards","686"
"2021","Rutgers","Big Ten","thirdDowns","193"
"2021","Indiana","Big Ten","puntReturns","15"
"2021","Nebraska","Big Ten","sacks","20"
"2021","Illinois","Big Ten","passingTDs","13"
"2021","Ohio State","Big Ten","rushingYards","2344"
"2021","Illinois","Big Ten","games","12"
"2021","Maryland","Big Ten","passCompletions","339"
"2021","Purdue","Big Ten","passAttempts","576"
"2021","Northwestern","Big Ten","rushingAttempts","452"
"2021","Illinois","Big Ten","tacklesForLoss","68"
"2021","Rutgers","Big Ten","rushingTDs","20"
"2021","Indiana","Big Ten","passCompletions","199"
"2021","Michigan","Big Ten","rushingAttempts","575"
"2021","Rutgers","Big Ten","fourthDowns","39"
"2021","Northwestern","Big Ten","passCompletions","208"
"2021","Nebraska","Big Ten","penalties","63"
"2021","Purdue","Big Ten","rushingAttempts","392"
"2021","Maryland","Big Ten","thirdDownConversions","65"
"2021","Rutgers","Big Ten","puntReturnTDs","1"
"2021","Wisconsin","Big Ten","kickReturns","23"
"2021","Michigan State","Big Ten","rushingYards","2283"
"2021","Minnesota","Big Ten","passAttempts","256"
"2021","Northwestern","Big Ten","passesIntercepted","6"
"2021","Purdue","Big Ten","passesIntercepted","13"
"2021","Purdue","Big Ten","possessionTime","24922"
"2021","Wisconsin","Big Ten","puntReturnTDs","0"
"2021","Michigan","Big Ten","penaltyYards","581"
"2021","Wisconsin","Big Ten","fumblesLost","10"
