"Season","Team","Conference","StatName","StatValue"
"2021","Tennessee","SEC","rushingYards","2832"
"2021","Arkansas","SEC","fourthDownConversions","12"
"2021","Kentucky","SEC","passingTDs","24"
"2021","Kentucky","SEC","passesIntercepted","9"
"2021","Florida","SEC","interceptions","18"
"2021","Auburn","SEC","puntReturns","23"
"2021","Texas A&M","SEC","passCompletions","208"
"2021","Texas A&M","SEC","rushingTDs","17"
"2021","South Carolina","SEC","thirdDowns","170"
"2021","Missouri","SEC","tacklesForLoss","83"
"2021","Mississippi State","SEC","puntReturnTDs","0"
"2021","Alabama","SEC","kickReturnYards","480"
"2021","Kentucky","SEC","totalYards","5527"
"2021","Kentucky","SEC","turnovers","23"
"2021","Alabama","SEC","rushingYards","2250"
"2021","Georgia","SEC","rushingYards","2864"
"2021","Arkansas","SEC","interceptionYards","97"
"2021","Tennessee","SEC","puntReturns","26"
"2021","Auburn","SEC","rushingYards","2096"
"2021","Arkansas","SEC","kickReturnYards","310"
"2021","Georgia","SEC","kickReturnTDs","0"
"2021","South Carolina","SEC","netPassingYards","2615"
"2021","Missouri","SEC","rushingYards","2342"
"2021","Ole Miss","SEC","kickReturnTDs","0"
"2021","Tennessee","SEC","rushingAttempts","577"
"2021","Missouri","SEC","totalYards","5378"
"2021","Auburn","SEC","passingTDs","17"
"2021","Tennessee","SEC","turnovers","13"
"2021","Alabama","SEC","interceptionYards","189"
"2021","South Carolina","SEC","puntReturnYards","80"
"2021","Missouri","SEC","games","13"
"2021","Missouri","SEC","fumblesLost","2"
"2021","Georgia","SEC","fumblesLost","5"
"2021","Texas A&M","SEC","puntReturns","30"
"2021","LSU","SEC","games","13"
"2021","Missouri","SEC","thirdDownConversions","84"
"2021","Mississippi State","SEC","rushingTDs","10"
"2021","Arkansas","SEC","tacklesForLoss","79"
"2021","Florida","SEC","fumblesRecovered","4"
"2021","Mississippi State","SEC","passAttempts","704"
"2021","Kentucky","SEC","kickReturns","22"
"2021","Mississippi State","SEC","passCompletions","518"
"2021","Mississippi State","SEC","kickReturnTDs","1"
"2021","LSU","SEC","passingTDs","32"
"2021","South Carolina","SEC","interceptions","11"
"2021","Georgia","SEC","turnovers","17"
"2021","Texas A&M","SEC","kickReturnTDs","1"
"2021","Ole Miss","SEC","fumblesLost","5"
"2021","Vanderbilt","SEC","kickReturnYards","324"
"2021","Auburn","SEC","kickReturns","27"
"2021","South Carolina","SEC","possessionTime","23417"
"2021","Arkansas","SEC","puntReturns","25"
"2021","Ole Miss","SEC","passingTDs","21"
"2021","Vanderbilt","SEC","passCompletions","226"
"2021","Missouri","SEC","kickReturnTDs","1"
"2021","Vanderbilt","SEC","passAttempts","408"
"2021","South Carolina","SEC","fumblesLost","13"
"2021","Arkansas","SEC","totalYards","5742"
"2021","Arkansas","SEC","kickReturnTDs","0"
"2021","LSU","SEC","fumblesRecovered","6"
"2021","Vanderbilt","SEC","interceptions","14"
"2021","Ole Miss","SEC","rushingTDs","33"
"2021","Texas A&M","SEC","kickReturns","13"
"2021","South Carolina","SEC","interceptionYards","296"
"2021","Arkansas","SEC","puntReturnYards","264"
"2021","Texas A&M","SEC","interceptionTDs","1"
"2021","Florida","SEC","passCompletions","265"
"2021","Ole Miss","SEC","penalties","117"
"2021","LSU","SEC","thirdDowns","192"
"2021","South Carolina","SEC","puntReturns","12"
"2021","Missouri","SEC","fourthDowns","19"
"2021","Ole Miss","SEC","interceptionYards","100"
"2021","Alabama","SEC","netPassingYards","5073"
"2021","LSU","SEC","passAttempts","443"
"2021","Florida","SEC","sacks","36"
"2021","Auburn","SEC","passAttempts","455"
"2021","Ole Miss","SEC","totalYards","6402"
