"Season","Team","Conference","StatName","StatValue"
"2021","Washington State","Pac-12","fourthDownConversions","9"
"2021","Arizona State","Pac-12","thirdDowns","150"
"2021","Colorado","Pac-12","games","12"
"2021","California","Pac-12","fumblesRecovered","7"
"2021","Utah","Pac-12","kickReturnTDs","1"
"2021","Arizona State","Pac-12","interceptions","10"
"2021","Washington","Pac-12","kickReturnYards","491"
"2021","Oregon State","Pac-12","penaltyYards","820"
"2021","Washington","Pac-12","totalYards","3881"
"2021","UCLA","Pac-12","fourthDownConversions","20"
"2021","Arizona State","Pac-12","totalYards","5044"
"2021","Oregon","Pac-12","penaltyYards","905"
"2021","Oregon State","Pac-12","fumblesRecovered","5"
"2021","California","Pac-12","rushingYards","1970"
"2021","USC","Pac-12","interceptionTDs","1"
"2021","California","Pac-12","sacks","23"
"2021","Arizona State","Pac-12","passesIntercepted","16"
"2021","Colorado","Pac-12","kickReturnTDs","1"
"2021","Arizona State","Pac-12","penalties","113"
"2021","Arizona","Pac-12","rushingTDs","6"
"2021","Arizona State","Pac-12","turnovers","22"
"2021","Washington","Pac-12","turnovers","23"
"2021","Stanford","Pac-12","fourthDownConversions","9"
"2021","Colorado","Pac-12","interceptionYards","143"
"2021","Washington State","Pac-12","firstDowns","263"
"2021","UCLA","Pac-12","firstDowns","281"
"2021","Arizona State","Pac-12","netPassingYards","2530"
"2021","USC","Pac-12","possessionTime","22656"
"2021","Arizona State","Pac-12","firstDowns","260"
"2021","UCLA","Pac-12","thirdDownConversions","74"
"2021","Washington State","Pac-12","passCompletions","281"
"2021","Oregon","Pac-12","interceptionYards","162"
"2021","USC","Pac-12","interceptions","13"
"2021","Washington","Pac-12","sacks","19"
"2021","Utah","Pac-12","interceptions","8"
"2021","Colorado","Pac-12","puntReturns","20"
"2021","California","Pac-12","interceptionTDs","1"
"2021","Arizona State","Pac-12","passCompletions","206"
"2021","Oregon","Pac-12","fumblesRecovered","7"
"2021","Washington State","Pac-12","kickReturnYards","439"
"2021","Oregon","Pac-12","kickReturnYards","808"
"2021","Washington","Pac-12","netPassingYards","2700"
"2021","Stanford","Pac-12","totalYards","3633"
"2021","Oregon","Pac-12","passesIntercepted","17"
"2021","Oregon State","Pac-12","fourthDownConversions","11"
"2021","Colorado","Pac-12","rushingYards","1514"
"2021","Stanford","Pac-12","netPassingYards","2582"
"2021","Arizona State","Pac-12","rushingYards","2514"
"2021","Oregon","Pac-12","fumblesLost","6"
"2021","Oregon State","Pac-12","puntReturnYards","147"
"2021","California","Pac-12","kickReturns","18"
"2021","Utah","Pac-12","thirdDowns","170"
"2021","Utah","Pac-12","kickReturns","16"
"2021","Washington","Pac-12","interceptions","16"
"2021","Stanford","Pac-12","kickReturnYards","764"
"2021","Utah","Pac-12","fumblesRecovered","8"
"2021","Arizona","Pac-12","interceptionTDs","1"
"2021","Arizona","Pac-12","puntReturnYards","202"
"2021","USC","Pac-12","sacks","21"
"2021","Utah","Pac-12","tacklesForLoss","98"
"2021","UCLA","Pac-12","netPassingYards","2714"
"2021","Oregon","Pac-12","rushingTDs","36"
"2021","USC","Pac-12","kickReturns","28"
"2021","Washington","Pac-12","interceptionTDs","0"
"2021","Washington State","Pac-12","kickReturns","27"
"2021","Arizona State","Pac-12","passAttempts","313"
"2021","Washington","Pac-12","games","12"
"2021","Stanford","Pac-12","sacks","15"
"2021","Washington","Pac-12","puntReturnYards","106"
"2021","Utah","Pac-12","firstDowns","339"
"2021","Arizona","Pac-12","possessionTime","21767"
"2021","Arizona","Pac-12","puntReturnTDs","1"
"2021","Utah","Pac-12","fumblesLost","7"
"2021","Colorado","Pac-12","kickReturns","21"
"2021","Arizona","Pac-12","totalYards","4272"
"2021","Washington","Pac-12","passCompletions","243"
"2021","Oregon State","Pac-12","interceptions","12"
"2021","Utah","Pac-12","totalYards","6035"
"2021","USC","Pac-12","interceptionYards","60"
"2021","Washington State","Pac-12","passAttempts","452"
"2021","Oregon State","Pac-12","passingTDs","19"
"2021","Utah","Pac-12","thirdDownConversions","82"
"2021","USC","Pac-12","firstDowns","309"
"2021","Arizona State","Pac-12","rushingAttempts","495"
"2021","Washington State","Pac-12","puntReturnTDs","0"
"2021","Washington State","Pac-12","interceptions","13"
"2021","Washington","Pac-12","thirdDowns","169"
"2021","Utah","Pac-12","fourthDownConversions","11"
"2021","Oregon State","Pac-12","passAttempts","347"
"2021","Utah","Pac-12","puntReturns","30"
"2021","USC","Pac-12","puntReturns","16"
"2021","Washington","Pac-12","puntReturnTDs","0"
"2021","Washington State","Pac-12","games","13"
"2021","Colorado","Pac-12","fumblesLost","4"
"2021","Oregon","Pac-12","turnovers","14"
"2021","UCLA","Pac-12","kickReturnTDs","1"
"2021","Colorado","Pac-12","passCompletions","154"
"2021","Stanford","Pac-12","passAttempts","372"
"2021","Washington","Pac-12","passingTDs","15"
"2021","UCLA","Pac-12","rushingYards","2582"
"2021","Oregon","Pac-12","puntReturns","17"
"2021","UCLA","Pac-12","puntReturnTDs","2"
"2021","USC","Pac-12","rushingTDs","16"
"2021","Stanford","Pac-12","rushingAttempts","325"
"2021","Washington","Pac-12","kickReturns","26"
"2021","UCLA","Pac-12","sacks","27"
"2021","USC","Pac-12","fourthDownConversions","10"
"2021","California","Pac-12","tacklesForLoss","64"
"2021","Colorado","Pac-12","tacklesForLoss","60"
"2021","Oregon State","Pac-12","kickReturnTDs","0"
"2021","USC","Pac-12","passCompletions","318"
