"Season","Team","Conference","StatName","StatValue"
"2022","Clemson","ACC","kickReturnYards","412"
"2022","Pittsburgh","ACC","rushingYards","2380"
"2022","Wake Forest","ACC","puntReturns","18"
"2022","Georgia Tech","ACC","games","12"
"2022","Boston College","ACC","fourthDownConversions","8"
"2022","Pittsburgh","ACC","kickReturns","29"
"2022","Duke","ACC","tacklesForLoss","67"
"2022","Pittsburgh","ACC","fourthDownConversions","10"
"2022","Pittsburgh","ACC","interceptionTDs","4"
"2022","Wake Forest","ACC","passesIntercepted","7"
"2022","Georgia Tech","ACC","kickReturnYards","273"
"2022","Boston College","ACC","interceptionYards","87"
"2022","Virginia Tech","ACC","fourthDowns","14"
"2022","Virginia","ACC","possessionTime","16502"
"2022","Virginia Tech","ACC","rushingYards","1230"
"2022","Clemson","ACC","interceptionTDs","2"
"2022","Georgia Tech","ACC","penaltyYards","632"
"2022","Miami","ACC","fumblesLost","13"
"2022","Syracuse","ACC","passingTDs","19"
"2022","Pittsburgh","ACC","passAttempts","393"
"2022","Wake Forest","ACC","fumblesLost","6"
"2022","Boston College","ACC","possessionTime","21062"
"2022","Boston College","ACC","puntReturnYards","85"
"2022","Miami","ACC","puntReturns","13"
"2022","Syracuse","ACC","penaltyYards","823"
"2022","Wake Forest","ACC","fourthDownConversions","15"
"2022","Wake Forest","ACC","passAttempts","474"
"2022","North Carolina","ACC","passingTDs","38"
"2022","Duke","ACC","firstDowns","282"
"2022","Florida State","ACC","penaltyYards","753"
"2022","Miami","ACC","thirdDownConversions","67"
"2022","Virginia","ACC","rushingYards","1230"
"2022","Syracuse","ACC","kickReturnTDs","0"
"2022","Boston College","ACC","rushingYards","768"
"2022","Duke","ACC","thirdDowns","171"
"2022","Louisville","ACC","kickReturnTDs","1"
"2022","NC State","ACC","fourthDowns","20"
"2022","Duke","ACC","kickReturnYards","645"
"2022","Clemson","ACC","passingTDs","24"
"2022","Miami","ACC","netPassingYards","2879"
"2022","Syracuse","ACC","fumblesLost","4"
"2022","Wake Forest","ACC","interceptions","13"
"2022","Florida State","ACC","kickReturnTDs","1"
"2022","Syracuse","ACC","rushingYards","1860"
"2022","Georgia Tech","ACC","firstDowns","212"
"2022","Georgia Tech","ACC","thirdDownConversions","55"
"2022","Virginia","ACC","tacklesForLoss","51"
"2022","Virginia","ACC","penalties","70"
"2022","Georgia Tech","ACC","fourthDownConversions","8"
"2022","Boston College","ACC","puntReturns","14"
"2022","Syracuse","ACC","rushingTDs","21"
"2022","Louisville","ACC","sacks","48"
"2022","Virginia Tech","ACC","puntReturnTDs","2"
"2022","North Carolina","ACC","netPassingYards","4330"
"2022","NC State","ACC","interceptionYards","172"
"2022","North Carolina","ACC","passAttempts","525"
"2022","Miami","ACC","puntReturnYards","125"
"2022","NC State","ACC","kickReturnTDs","0"
"2022","Wake Forest","ACC","rushingYards","1711"
"2022","Louisville","ACC","rushingYards","2613"
"2022","North Carolina","ACC","kickReturnTDs","1"
"2022","Wake Forest","ACC","games","13"
"2022","Miami","ACC","interceptions","12"
"2022","Georgia Tech","ACC","fumblesRecovered","17"
"2022","Duke","ACC","rushingAttempts","484"
"2022","Virginia Tech","ACC","penalties","80"
"2022","Clemson","ACC","fumblesRecovered","11"
"2022","Georgia Tech","ACC","interceptionYards","55"
"2022","Clemson","ACC","tacklesForLoss","106"
"2022","Duke","ACC","penaltyYards","652"
"2022","Syracuse","ACC","passCompletions","228"
"2022","Duke","ACC","netPassingYards","3010"
"2022","Florida State","ACC","puntReturnTDs","0"
"2022","Pittsburgh","ACC","firstDowns","279"
"2022","Duke","ACC","penalties","67"
"2022","Duke","ACC","games","13"
"2022","Virginia Tech","ACC","passesIntercepted","4"
"2022","Syracuse","ACC","interceptions","9"
"2022","North Carolina","ACC","fourthDownConversions","25"
"2022","North Carolina","ACC","rushingTDs","24"
"2022","Virginia Tech","ACC","netPassingYards","2232"
"2022","North Carolina","ACC","rushingAttempts","509"
"2022","Clemson","ACC","puntReturnTDs","0"
"2022","Louisville","ACC","netPassingYards","2672"
"2022","Syracuse","ACC","puntReturnYards","195"
"2022","Clemson","ACC","firstDowns","319"
"2022","Georgia Tech","ACC","possessionTime","20383"
"2022","Wake Forest","ACC","kickReturnYards","339"
"2022","Virginia","ACC","rushingAttempts","329"
"2022","Florida State","ACC","interceptions","7"
"2022","NC State","ACC","kickReturnYards","438"
"2022","Florida State","ACC","thirdDownConversions","86"
"2022","Florida State","ACC","fourthDowns","23"
"2022","Boston College","ACC","thirdDowns","174"
"2022","Virginia Tech","ACC","puntReturns","25"
"2022","Boston College","ACC","kickReturns","30"
"2022","North Carolina","ACC","puntReturnTDs","0"
"2022","Miami","ACC","fumblesRecovered","12"
"2022","Wake Forest","ACC","thirdDownConversions","86"
"2022","Duke","ACC","rushingTDs","31"
"2022","Wake Forest","ACC","interceptionYards","88"
"2022","Pittsburgh","ACC","thirdDownConversions","70"
"2022","Virginia","ACC","netPassingYards","2210"
"2022","Syracuse","ACC","rushingAttempts","443"
