"Season","Team","Conference","StatName","StatValue"
"2020","TCU","Big 12","interceptionTDs","1"
"2020","Texas","Big 12","tacklesForLoss","74"
"2020","TCU","Big 12","passAttempts","272"
"2020","Kansas","Big 12","puntReturns","4"
"2020","West Virginia","Big 12","interceptionTDs","1"
"2020","Kansas State","Big 12","firstDowns","155"
"2020","Texas Tech","Big 12","netPassingYards","2649"
"2020","Kansas State","Big 12","turnovers","15"
"2020","West Virginia","Big 12","passingTDs","16"
"2020","Baylor","Big 12","firstDowns","165"
"2020","Texas Tech","Big 12","rushingYards","1637"
"2020","Iowa State","Big 12","passCompletions","249"
"2020","Oklahoma State","Big 12","possessionTime","19744"
"2020","TCU","Big 12","fourthDownConversions","8"
"2020","Baylor","Big 12","rushingTDs","8"
"2020","Kansas","Big 12","passAttempts","283"
"2020","Kansas State","Big 12","thirdDownConversions","42"
"2020","Iowa State","Big 12","firstDowns","273"
"2020","Iowa State","Big 12","games","12"
"2020","Texas","Big 12","kickReturns","23"
"2020","Baylor","Big 12","kickReturnYards","826"
"2020","Baylor","Big 12","thirdDownConversions","47"
"2020","Iowa State","Big 12","tacklesForLoss","81"
"2020","Texas Tech","Big 12","kickReturnYards","395"
"2020","Texas","Big 12","fourthDowns","12"
"2020","West Virginia","Big 12","interceptionYards","112"
"2020","Texas","Big 12","rushingAttempts","368"
"2020","Oklahoma State","Big 12","thirdDownConversions","73"
"2020","Kansas","Big 12","puntReturnTDs","0"
"2020","Kansas State","Big 12","fourthDowns","10"
"2020","Kansas State","Big 12","kickReturnYards","593"
"2020","Texas Tech","Big 12","interceptionYards","45"
"2020","Texas","Big 12","kickReturnTDs","1"
"2020","Kansas State","Big 12","rushingAttempts","353"
"2020","Kansas State","Big 12","games","10"
"2020","Oklahoma State","Big 12","fumblesRecovered","10"
"2020","TCU","Big 12","totalYards","4084"
"2020","West Virginia","Big 12","rushingTDs","15"
"2020","Iowa State","Big 12","puntReturnYards","59"
"2020","Kansas","Big 12","passesIntercepted","4"
"2020","Baylor","Big 12","interceptionYards","204"
"2020","TCU","Big 12","interceptions","5"
"2020","Baylor","Big 12","penaltyYards","562"
"2020","Texas","Big 12","passingTDs","32"
"2020","TCU","Big 12","rushingAttempts","410"
"2020","Oklahoma","Big 12","interceptions","8"
"2020","Texas","Big 12","games","10"
"2020","Texas","Big 12","firstDowns","224"
"2020","Iowa State","Big 12","rushingYards","2343"
"2020","Oklahoma","Big 12","passCompletions","249"
"2020","West Virginia","Big 12","kickReturnYards","460"
"2020","Texas","Big 12","totalYards","4755"
"2020","West Virginia","Big 12","passAttempts","401"
"2020","Oklahoma","Big 12","rushingYards","1977"
"2020","Oklahoma","Big 12","rushingAttempts","419"
"2020","TCU","Big 12","passCompletions","163"
"2020","West Virginia","Big 12","thirdDownConversions","67"
"2020","Texas Tech","Big 12","turnovers","18"
"2020","Texas","Big 12","interceptionYards","184"
"2020","Iowa State","Big 12","fumblesRecovered","8"
"2020","TCU","Big 12","firstDowns","192"
"2020","Texas","Big 12","possessionTime","16565"
"2020","Oklahoma State","Big 12","penaltyYards","602"
"2020","West Virginia","Big 12","totalYards","4125"
"2020","West Virginia","Big 12","passCompletions","253"
"2020","West Virginia","Big 12","netPassingYards","2775"
"2020","TCU","Big 12","penalties","76"
"2020","Oklahoma","Big 12","interceptionTDs","1"
"2020","Oklahoma State","Big 12","turnovers","16"
"2020","Oklahoma","Big 12","passesIntercepted","16"
"2020","TCU","Big 12","fumblesLost","9"
"2020","Iowa State","Big 12","kickReturns","21"
"2020","Texas","Big 12","puntReturnYards","78"
"2020","Oklahoma","Big 12","firstDowns","274"
"2020","Iowa State","Big 12","turnovers","14"
"2020","Oklahoma","Big 12","passAttempts","362"
"2020","Baylor","Big 12","tacklesForLoss","59"
"2020","Iowa State","Big 12","penalties","62"
"2020","Oklahoma","Big 12","kickReturns","16"
"2020","Oklahoma State","Big 12","firstDowns","261"
"2020","Texas Tech","Big 12","passCompletions","257"
"2020","Kansas","Big 12","games","9"
"2020","West Virginia","Big 12","penaltyYards","741"
"2020","Kansas State","Big 12","puntReturns","14"
"2020","Texas Tech","Big 12","thirdDownConversions","55"
"2020","Texas Tech","Big 12","passesIntercepted","5"
"2020","Texas Tech","Big 12","rushingTDs","17"
"2020","West Virginia","Big 12","games","10"
"2020","Oklahoma State","Big 12","fourthDowns","10"
"2020","Kansas","Big 12","kickReturnYards","1043"
"2020","Kansas State","Big 12","passCompletions","137"
"2020","West Virginia","Big 12","fumblesLost","8"
"2020","Oklahoma","Big 12","puntReturnTDs","0"
"2020","Texas Tech","Big 12","kickReturns","23"
"2020","Kansas","Big 12","thirdDownConversions","33"
"2020","Baylor","Big 12","rushingAttempts","297"
"2020","TCU","Big 12","thirdDowns","143"
"2020","Oklahoma State","Big 12","interceptionTDs","1"
"2020","Kansas","Big 12","rushingYards","944"
"2020","Kansas","Big 12","possessionTime","16617"
"2020","Oklahoma","Big 12","fourthDowns","10"
"2020","TCU","Big 12","turnovers","14"
"2020","Oklahoma State","Big 12","passAttempts","340"
"2020","Oklahoma State","Big 12","kickReturns","27"
"2020","Kansas State","Big 12","rushingYards","1522"
"2020","Texas","Big 12","turnovers","9"
"2020","Iowa State","Big 12","fumblesLost","5"
"2020","Oklahoma","Big 12","penaltyYards","721"
"2020","Oklahoma State","Big 12","thirdDowns","174"
"2020","Baylor","Big 12","sacks","18"
"2020","Oklahoma","Big 12","games","11"
"2020","Texas Tech","Big 12","puntReturnYards","96"
"2020","Kansas","Big 12","kickReturns","47"
"2020","Oklahoma State","Big 12","kickReturnTDs","1"
"2020","TCU","Big 12","kickReturns","20"
