"Season","Team","Conference","StatName","StatValue"
"2020","Kentucky","SEC","fourthDownConversions","8"
"2020","Auburn","SEC","passingTDs","12"
"2020","Ole Miss","SEC","fourthDowns","33"
"2020","Vanderbilt","SEC","fourthDowns","20"
"2020","Mississippi State","SEC","possessionTime","20401"
"2020","Missouri","SEC","passAttempts","363"
"2020","Vanderbilt","SEC","thirdDowns","139"
"2020","Kentucky","SEC","turnovers","12"
"2020","Georgia","SEC","fumblesRecovered","4"
"2020","Tennessee","SEC","thirdDowns","128"
"2020","Vanderbilt","SEC","sacks","13"
"2020","South Carolina","SEC","puntReturns","8"
"2020","Auburn","SEC","interceptionYards","278"
"2020","South Carolina","SEC","turnovers","15"
"2020","Texas A&M","SEC","kickReturns","2"
"2020","Georgia","SEC","kickReturnTDs","0"
"2020","Arkansas","SEC","rushingAttempts","394"
"2020","Florida","SEC","interceptionYards","84"
"2020","Tennessee","SEC","turnovers","15"
"2020","Florida","SEC","passingTDs","46"
"2020","Georgia","SEC","passesIntercepted","9"
"2020","Arkansas","SEC","netPassingYards","2386"
"2020","Mississippi State","SEC","kickReturnYards","393"
"2020","Tennessee","SEC","rushingTDs","12"
"2020","Arkansas","SEC","firstDowns","206"
"2020","Texas A&M","SEC","games","10"
"2020","Florida","SEC","netPassingYards","4543"
"2020","Kentucky","SEC","firstDowns","190"
"2020","Tennessee","SEC","tacklesForLoss","55"
"2020","Florida","SEC","interceptionTDs","0"
"2020","Kentucky","SEC","passAttempts","241"
"2020","LSU","SEC","thirdDownConversions","52"
"2020","Vanderbilt","SEC","possessionTime","16028"
"2020","Arkansas","SEC","thirdDownConversions","46"
"2020","Florida","SEC","turnovers","19"
"2020","LSU","SEC","passAttempts","421"
"2020","Georgia","SEC","kickReturns","20"
"2020","Tennessee","SEC","interceptionTDs","2"
"2020","Auburn","SEC","kickReturnYards","497"
"2020","Missouri","SEC","sacks","19"
"2020","South Carolina","SEC","thirdDowns","136"
"2020","Georgia","SEC","interceptionTDs","2"
"2020","LSU","SEC","netPassingYards","3121"
"2020","Tennessee","SEC","possessionTime","16763"
"2020","Alabama","SEC","tacklesForLoss","71"
"2020","Arkansas","SEC","kickReturnYards","157"
"2020","Vanderbilt","SEC","passAttempts","300"
"2020","Texas A&M","SEC","fumblesLost","4"
"2020","Kentucky","SEC","thirdDowns","142"
"2020","Alabama","SEC","passCompletions","324"
"2020","Auburn","SEC","fumblesLost","2"
"2020","Missouri","SEC","netPassingYards","2668"
"2020","LSU","SEC","tacklesForLoss","62"
"2020","Tennessee","SEC","rushingAttempts","375"
"2020","Mississippi State","SEC","penalties","72"
"2020","Kentucky","SEC","passesIntercepted","16"
"2020","Mississippi State","SEC","kickReturnTDs","0"
"2020","Alabama","SEC","fourthDowns","9"
"2020","Alabama","SEC","penalties","78"
"2020","Arkansas","SEC","rushingYards","1513"
"2020","Kentucky","SEC","rushingAttempts","438"
"2020","South Carolina","SEC","puntReturnTDs","0"
"2020","Tennessee","SEC","fumblesLost","6"
"2020","South Carolina","SEC","possessionTime","17508"
"2020","South Carolina","SEC","passingTDs","8"
"2020","Missouri","SEC","fumblesRecovered","5"
"2020","Ole Miss","SEC","rushingTDs","23"
"2020","Florida","SEC","penalties","66"
"2020","South Carolina","SEC","fourthDowns","23"
"2020","Ole Miss","SEC","sacks","16"
"2020","Ole Miss","SEC","netPassingYards","3450"
"2020","LSU","SEC","sacks","24"
"2020","Vanderbilt","SEC","rushingAttempts","330"
"2020","Tennessee","SEC","kickReturnYards","394"
"2020","Missouri","SEC","rushingYards","1362"
"2020","Vanderbilt","SEC","netPassingYards","1979"
"2020","Ole Miss","SEC","turnovers","18"
"2020","Auburn","SEC","turnovers","9"
"2020","Kentucky","SEC","rushingTDs","19"
"2020","Kentucky","SEC","interceptionYards","252"
"2020","LSU","SEC","kickReturns","13"
"2020","Tennessee","SEC","penaltyYards","502"
"2020","Georgia","SEC","passAttempts","306"
"2020","Kentucky","SEC","interceptionTDs","3"
"2020","LSU","SEC","penaltyYards","462"
"2020","Auburn","SEC","thirdDownConversions","71"
"2020","Arkansas","SEC","fumblesLost","7"
"2020","Georgia","SEC","puntReturns","17"
"2020","Texas A&M","SEC","totalYards","4317"
"2020","Tennessee","SEC","puntReturnYards","35"
"2020","Missouri","SEC","firstDowns","222"
"2020","Alabama","SEC","rushingAttempts","475"
"2020","Kentucky","SEC","netPassingYards","1340"
"2020","South Carolina","SEC","fumblesLost","6"
"2020","Tennessee","SEC","kickReturnTDs","0"
"2020","Arkansas","SEC","puntReturnYards","18"
"2020","Florida","SEC","puntReturns","11"
"2020","Missouri","SEC","penaltyYards","500"
"2020","Alabama","SEC","passesIntercepted","12"
"2020","Mississippi State","SEC","firstDowns","207"
"2020","Arkansas","SEC","passAttempts","283"
"2020","Florida","SEC","thirdDowns","141"
"2020","South Carolina","SEC","rushingAttempts","365"
"2020","LSU","SEC","rushingAttempts","362"
"2020","South Carolina","SEC","thirdDownConversions","50"
"2020","Texas A&M","SEC","passesIntercepted","10"
"2020","Tennessee","SEC","puntReturnTDs","0"
"2020","Florida","SEC","rushingYards","1576"
"2020","Arkansas","SEC","passesIntercepted","13"
"2020","Florida","SEC","sacks","33"
"2020","Missouri","SEC","interceptions","6"
"2020","Vanderbilt","SEC","kickReturnYards","336"
"2020","Missouri","SEC","kickReturnYards","163"
"2020","Missouri","SEC","rushingTDs","21"
"2020","LSU","SEC","firstDowns","235"
"2020","Arkansas","SEC","kickReturns","9"
"2020","Georgia","SEC","netPassingYards","2496"
"2020","LSU","SEC","passesIntercepted","14"
"2020","Georgia","SEC","tacklesForLoss","61"
"2020","Auburn","SEC","penaltyYards","556"
"2020","Auburn","SEC","kickReturnTDs","0"
"2020","LSU","SEC","puntReturns","12"
"2020","LSU","SEC","games","10"
"2020","Georgia","SEC","thirdDownConversions","62"
"2020","Georgia","SEC","puntReturnTDs","0"
"2020","Florida","SEC","rushingTDs","12"
"2020","South Carolina","SEC","fumblesRecovered","3"
"2020","Georgia","SEC","games","10"
"2020","Mississippi State","SEC","kickReturns","14"
"2020","Tennessee","SEC","netPassingYards","2047"
"2020","Kentucky","SEC","possessionTime","20460"
"2020","Kentucky","SEC","thirdDownConversions","52"
"2020","Mississippi State","SEC","passCompletions","373"
"2020","Vanderbilt","SEC","fourthDownConversions","12"
"2020","Arkansas","SEC","fourthDowns","11"
"2020","Missouri","SEC","tacklesForLoss","50"
"2020","Missouri","SEC","puntReturnYards","56"
"2020","Ole Miss","SEC","kickReturnYards","328"
"2020","Georgia","SEC","passCompletions","178"
"2020","Alabama","SEC","puntReturnTDs","1"
"2020","South Carolina","SEC","interceptionYards","90"
"2020","Auburn","SEC","penalties","64"
"2020","Vanderbilt","SEC","fumblesLost","6"
"2020","Arkansas","SEC","fourthDownConversions","7"
"2020","Auburn","SEC","fumblesRecovered","4"
"2020","Arkansas","SEC","sacks","14"
"2020","South Carolina","SEC","sacks","14"
"2020","Mississippi State","SEC","passesIntercepted","10"
"2020","Alabama","SEC","turnovers","12"
"2020","Texas A&M","SEC","interceptionTDs","1"
"2020","Kentucky","SEC","fumblesRecovered","6"
"2020","Alabama","SEC","fumblesRecovered","10"
"2020","Missouri","SEC","fourthDownConversions","10"
"2020","Florida","SEC","puntReturnYards","139"
"2020","Mississippi State","SEC","fumblesRecovered","7"
"2020","Texas A&M","SEC","fourthDownConversions","3"
"2020","Missouri","SEC","fumblesLost","8"
"2020","Georgia","SEC","firstDowns","209"
"2020","Missouri","SEC","rushingAttempts","350"
"2020","Arkansas","SEC","penaltyYards","457"
"2020","Texas A&M","SEC","penaltyYards","564"
"2020","Mississippi State","SEC","puntReturnTDs","0"
"2020","LSU","SEC","fumblesLost","4"
"2020","South Carolina","SEC","kickReturns","13"
"2020","Mississippi State","SEC","tacklesForLoss","61"
"2020","Tennessee","SEC","thirdDownConversions","38"
"2020","South Carolina","SEC","netPassingYards","1872"
"2020","Auburn","SEC","rushingYards","1788"
"2020","Auburn","SEC","interceptionTDs","1"
"2020","Alabama","SEC","kickReturnYards","276"
"2020","Texas A&M","SEC","rushingYards","2050"
"2020","Vanderbilt","SEC","passCompletions","192"
"2020","Georgia","SEC","penaltyYards","513"
"2020","South Carolina","SEC","totalYards","3543"
"2020","Kentucky","SEC","fumblesLost","7"
"2020","Missouri","SEC","totalYards","4030"
"2020","Georgia","SEC","fumblesLost","4"
"2020","Auburn","SEC","tacklesForLoss","62"
"2020","Arkansas","SEC","tacklesForLoss","50"
"2020","Alabama","SEC","interceptionTDs","3"
"2020","Texas A&M","SEC","kickReturnTDs","0"
"2020","Auburn","SEC","puntReturns","8"
"2020","Vanderbilt","SEC","games","9"
"2020","Texas A&M","SEC","rushingTDs","21"
