"Season","Team","Conference","StatName","StatValue"
"2019","Oregon State","Pac-12","fumblesRecovered","11"
"2019","Colorado","Pac-12","thirdDowns","179"
"2019","Utah","Pac-12","netPassingYards","3187"
"2019","Washington State","Pac-12","puntReturns","6"
"2019","Utah","Pac-12","penalties","103"
"2019","Oregon","Pac-12","turnovers","11"
"2019","Oregon State","Pac-12","interceptionTDs","1"
"2019","UCLA","Pac-12","penaltyYards","663"
"2019","Stanford","Pac-12","passingTDs","18"
"2019","Oregon","Pac-12","penalties","84"
"2019","Arizona","Pac-12","penalties","76"
"2019","Colorado","Pac-12","fourthDownConversions","12"
"2019","USC","Pac-12","passingTDs","35"
"2019","Stanford","Pac-12","passesIntercepted","8"
"2019","UCLA","Pac-12","passCompletions","260"
"2019","Oregon","Pac-12","thirdDowns","177"
"2019","California","Pac-12","rushingYards","1710"
"2019","Colorado","Pac-12","turnovers","14"
"2019","Oregon","Pac-12","tacklesForLoss","110"
"2019","Oregon State","Pac-12","passesIntercepted","8"
"2019","Washington","Pac-12","interceptions","8"
"2019","Oregon","Pac-12","totalYards","6063"
"2019","Oregon","Pac-12","fumblesRecovered","7"
"2019","Arizona","Pac-12","fumblesLost","6"
"2019","Arizona","Pac-12","passCompletions","261"
"2019","UCLA","Pac-12","thirdDownConversions","77"
"2019","Utah","Pac-12","kickReturnYards","176"
"2019","Washington State","Pac-12","rushingTDs","12"
"2019","USC","Pac-12","passCompletions","365"
"2019","Colorado","Pac-12","passCompletions","257"
"2019","Utah","Pac-12","rushingTDs","34"
"2019","USC","Pac-12","possessionTime","22458"
"2019","Oregon State","Pac-12","totalYards","4942"
"2019","Utah","Pac-12","fourthDownConversions","11"
"2019","Oregon State","Pac-12","games","12"
"2019","UCLA","Pac-12","totalYards","4868"
"2019","USC","Pac-12","thirdDowns","168"
"2019","UCLA","Pac-12","rushingAttempts","490"
"2019","Washington","Pac-12","puntReturnYards","268"
"2019","USC","Pac-12","sacks","38"
"2019","Stanford","Pac-12","fumblesLost","5"
"2019","USC","Pac-12","penaltyYards","877"
"2019","Oregon","Pac-12","passCompletions","298"
"2019","Utah","Pac-12","sacks","40"
"2019","Stanford","Pac-12","penaltyYards","591"
"2019","USC","Pac-12","totalYards","5905"
"2019","Oregon State","Pac-12","tacklesForLoss","105"
"2019","Utah","Pac-12","passesIntercepted","14"
"2019","Colorado","Pac-12","rushingAttempts","436"
"2019","Arizona","Pac-12","kickReturnYards","716"
"2019","Arizona","Pac-12","puntReturnYards","89"
"2019","California","Pac-12","totalYards","4271"
"2019","Washington","Pac-12","interceptionYards","139"
"2019","Oregon State","Pac-12","penalties","78"
"2019","Arizona State","Pac-12","puntReturnYards","247"
"2019","Washington State","Pac-12","passAttempts","710"
"2019","Washington State","Pac-12","totalYards","6564"
"2019","Utah","Pac-12","puntReturnYards","249"
"2019","UCLA","Pac-12","penalties","81"
"2019","USC","Pac-12","passAttempts","514"
"2019","Arizona State","Pac-12","rushingYards","1602"
"2019","California","Pac-12","games","13"
"2019","USC","Pac-12","firstDowns","299"
"2019","Stanford","Pac-12","firstDowns","236"
"2019","Stanford","Pac-12","passAttempts","442"
