,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Weight,Height,Jersey,Year,Home City,Home State,Home Country,Home Latitude,Home Longitude,Home County Fips,Recruit Ids,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
115,2022,4431142,Jimmy Holiday,WR,Tennessee,SEC,0.0075,0.0157,0.0,0.0139,0.0,0.006,0.0,0.004,,18.9,,,,,,,,87.0,,15.0,,0.0,,0.0,6.0,0.0,2.0,,1.0,0.0,2.0,,,389.0,,,,17.7,,,,,,,,,,,,2633,East,9.7,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,330,23,34,8,13,13,0,70,3,0,340,18,4239,422,290,11,38,105,904,19684,1,331,20,523,40,2593,31,91,68,166,6832,11,3.0,Yes
116,2022,4431219,Kyren Lacy,WR,LSU,SEC,0.0288,0.0545,0.0,0.0199,0.053,0.011,0.032,0.038,,,,,,,,,,45.0,,,,,,,24.0,,,,0.0,,,,,268.0,,,,11.2,,,,,,,,,,,,99,West,8.9,14,10,4,0,9,6,3,0,7,6,1,0,4,3,1,0,345,11,22,12,19,14,2,197,7,0,337,17,3770,480,322,9,23,84,730,26058,0,88,17,518,39,2573,27,67,87,179,6343,19,,No
117,2022,4431277,Koy Moore,WR,Auburn,SEC,0.0394,0.0923,0.0022,0.0439,0.037,0.04,0.018,0.045,1.0,,1.0,0.0,,,,1.0,,54.0,,,0.0,,,,20.0,,,,1.0,,,,,322.0,0.0,8.0,,15.7,,,,,,,,,,,,2,West,6.7,12,5,7,0,8,2,6,0,8,5,3,0,4,0,4,0,217,13,22,10,12,12,1,60,12,0,396,24,2072,308,159,6,9,90,688,21757,0,170,20,488,25,2470,26,62,64,178,4542,22,,No
118,2022,4431286,Armoni Goodwin,RB,LSU,SEC,0.0483,0.0078,0.0937,0.0575,0.05,0.029,0.082,0.0,,,45.0,,,,,,,61.0,,,,,,,4.0,,,,5.0,,,,,285.0,,5.9,,4.8,,,,,,,,,,,,99,West,8.9,14,10,4,0,9,6,3,0,7,6,1,0,4,3,1,0,345,11,22,12,19,14,2,197,7,0,337,17,3770,480,322,9,23,84,730,26058,0,88,17,518,39,2573,27,67,87,179,6343,19,,No
119,2022,4431334,Chris Hilton Jr.,WR,LSU,SEC,0.0062,0.0117,0.0,0.0088,0.003,0.006,0.0,0.008,,23.0,,,,,,,,74.0,,1.0,,,,,6.0,,,,0.0,,,,,121.0,,,,16.3,,,,,,,,,,,,99,West,8.9,14,10,4,0,9,6,3,0,7,6,1,0,4,3,1,0,345,11,22,12,19,14,2,197,7,0,337,17,3770,480,322,9,23,84,730,26058,0,88,17,518,39,2573,27,67,87,179,6343,19,,No
120,2022,4431389,Ketron Jackson,WR,Arkansas,SEC,0.0244,0.0593,0.0018,0.0186,0.03,0.032,0.016,0.039,,,1.0,,,,,,,83.0,,,,,,,16.0,,,,3.0,,,,,296.0,,19.0,,17.3,,,,,,,,,,,,8,West,8.5,13,7,6,0,8,3,5,0,7,4,3,0,4,2,2,0,311,9,20,11,13,13,0,83,7,0,161,9,3041,356,230,9,26,83,723,23698,1,162,16,606,27,3085,39,73,89,194,6126,18,4.0,Yes
121,2022,4431466,Jordan Watkins,WR,Ole Miss,SEC,0.0507,0.1212,0.0034,0.0347,0.059,0.07,0.055,0.073,1.0,4.9,2.0,1.0,,,3.0,0.0,,83.0,0.0,14.0,1.0,0.0,,0.0,40.0,0.0,1.0,,2.0,0.0,1.0,,,518.0,4.0,-1.5,,11.2,,,,,,,,,,,,145,West,9.3,13,8,5,0,8,4,4,0,7,5,2,0,5,3,2,0,327,17,35,9,22,13,0,34,11,0,447,26,3118,386,239,8,22,88,821,20590,0,111,17,614,33,3335,33,74,88,187,6453,20,,No
122,2022,4431468,Jordan Mosley,WR,Mississippi State,SEC,0.0022,0.0031,0.0,0.0,0.007,0.0,0.004,0.004,,,,,,,,,,28.0,,,,,,,2.0,,,,0.0,,,,,43.0,,,,21.5,,,,,,,,,,,,344,West,6.9,13,9,4,0,8,4,4,0,7,6,1,0,5,2,3,0,296,15,29,10,11,13,3,294,9,1,807,31,4035,634,427,14,36,82,790,23380,1,213,21,296,12,1071,31,83,69,176,5106,19,,No
123,2022,4431506,Ja'Corey Brooks,WR,Alabama,SEC,0.0682,0.1332,0.0,0.0544,0.076,0.091,0.059,0.095,,36.1,,,,,,,,86.0,,8.0,,,,,39.0,,,,8.0,,,,,801.0,,,,17.3,,,,,,,,,,,,333,West,10.5,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,310,9,15,8,9,13,1,74,8,0,372,21,3660,438,280,7,37,103,893,23330,2,456,30,458,26,2544,38,84,74,162,6204,16,,No
124,2022,4431514,Daejon Reynolds,WR,Florida,SEC,0.0156,0.0345,0.0,0.0189,0.015,0.0,0.011,0.014,,,,,,,,,,74.0,,,,,,,11.0,,,,2.0,,,,,244.0,,,,22.2,,,,,,,,,,,,57,East,6.3,13,6,7,0,8,3,5,0,7,5,2,0,4,1,3,0,260,15,32,5,17,13,2,93,9,0,586,27,2910,366,199,9,18,89,651,22655,0,130,18,472,29,2603,23,70,68,168,5513,14,4.0,Yes
