,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
0,2019,4567160,A'Montae Spivey,RB,Arkansas,SEC,0.0091,0.0024,0.0178,0.0061,0.012,0.006,0.018,0.007,,,7.0,,,,1.0,,,11.0,1.0,,,,,,0.0,,,,0.0,,,,,24.0,,3.4,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
1,2019,3916208,Ben Hicks,QB,Arkansas,SEC,0.1997,0.3446,0.0297,0.1455,0.198,0.321,0.171,0.279,137.0,,21.0,65.0,,,2.0,2.0,,17.0,2.0,,0.474,,,,0.0,,,,2.0,,,,,748.0,5.4,0.5,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
2,2019,3880416,Chase Harrell,WR,Arkansas,SEC,0.0131,0.0241,0.0,0.0121,0.016,0.013,0.006,0.018,,,,,,,,,,14.0,,,,,,,3.0,,,,1.0,,,,,34.0,,,,11.3,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
3,2019,4242158,Chase Hayden,RB,Arkansas,SEC,0.0235,0.0145,0.0356,0.0212,0.021,0.031,0.012,0.033,,7.3,12.0,,,,,,,39.0,,3.0,,,,,4.0,,,,0.0,,,,,73.0,,3.3,,3.0,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
4,2019,4035593,Cheyenne O'Grady,TE,Arkansas,SEC,0.0535,0.0964,0.003,0.0424,0.062,0.057,0.053,0.066,,,1.0,,,,,,,65.0,,,,0.0,,0.0,33.0,0.0,1.0,,3.0,0.0,1.0,,,375.0,,3.0,,11.3,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
5,2019,4242178,De'Vion Warren,WR,Arkansas,SEC,0.0144,0.0145,0.0148,0.0182,0.016,0.006,0.018,0.007,,16.3,5.0,,,,,,,69.0,,20.0,,,,,4.0,,,,0.0,,,,,396.0,,10.2,,4.8,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
6,2019,4035600,Devwah Whaley,RB,Arkansas,SEC,0.1162,0.0602,0.1899,0.1242,0.119,0.107,0.124,0.107,,,69.0,,,,2.0,,,47.0,1.0,,,0.0,,0.0,16.0,0.0,2.0,,4.0,0.0,3.0,,,419.0,,4.0,,8.8,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
7,2019,4035573,Grayson Gunter,TE,Arkansas,SEC,0.0157,0.0289,0.0,0.0091,0.029,0.013,0.024,0.018,,,,,,,,,,23.0,,,,,,,6.0,,,,1.0,,,,,55.0,,,,9.2,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
8,2019,4567185,Hudson Henry,TE,Arkansas,SEC,0.0039,0.0072,0.0,0.0,0.0,0.019,0.006,0.007,,,,,,,,,,14.0,,,,,,,3.0,,,,0.0,,,,,15.0,,,,5.0,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
9,2019,4035588,Jack Lindsey,QB,Arkansas,SEC,0.0483,0.0723,0.0208,0.0576,0.041,0.044,0.035,0.044,30.0,,7.0,13.0,,,,0.0,,30.0,,,0.433,,,,,,,,3.0,,,,,206.0,4.2,11.4,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
10,2019,4567187,John David White,WR,Arkansas,SEC,0.0026,0.0048,0.0,0.003,0.004,0.0,0.0,0.004,,,,,,,,,,14.0,,,,,,,2.0,,,,0.0,,,,,27.0,,,,13.5,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
11,2019,4372000,John Stephen Jones,QB,Arkansas,SEC,0.0313,0.0482,0.0119,0.0242,0.033,0.044,0.024,0.044,26.0,,10.0,13.0,,,,1.0,,12.0,,,0.5,,,,,,,,2.0,,,,,123.0,3.9,2.2,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
12,2019,4567149,KJ Jefferson,QB,Arkansas,SEC,0.0783,0.0843,0.0742,0.0727,0.07,0.107,0.059,0.096,31.0,,30.0,14.0,,,1.0,1.0,,21.0,0.0,,0.452,,,,1.0,,,,2.0,,,,,247.0,6.4,1.9,,-8.0,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
13,2019,4242163,Koilan Jackson,TE,Arkansas,SEC,0.0052,0.0096,0.0,0.0091,0.0,0.006,0.0,0.004,,,,,,,,,,19.0,,,,,,,3.0,,,,1.0,,,,,38.0,,,,12.7,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
14,2019,4360174,Michael Woods,WR,Arkansas,SEC,0.017,0.0313,0.0,0.0121,0.021,0.019,0.018,0.022,,,,,,,,,,62.0,,,,0.0,,0.0,33.0,0.0,1.0,,4.0,0.0,1.0,,,423.0,,,,12.8,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
15,2019,4035225,Nick Starkel,QB,Arkansas,SEC,0.2415,0.4361,0.0119,0.2212,0.247,0.314,0.229,0.272,179.0,,6.0,96.0,,,1.0,10.0,,8.0,0.0,,0.536,0.0,,0.0,0.0,0.0,2.0,,7.0,0.0,2.0,,,1136.0,6.4,-2.7,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
16,2019,4047337,Rakeem Boyd,RB,Arkansas,SEC,0.2624,0.0578,0.5252,0.3212,0.28,0.151,0.318,0.162,1.0,,184.0,1.0,,,1.0,0.0,,115.0,1.0,,1.0,0.0,,0.0,19.0,0.0,2.0,,8.0,0.0,2.0,,,1294.0,1.0,6.2,,8.4,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
17,2019,4035576,T.J. Hammonds,RB,Arkansas,SEC,0.0144,0.0096,0.0208,0.0152,0.012,0.019,0.006,0.018,,20.3,8.0,,,,,,,70.0,,3.0,,,,,4.0,,,,0.0,,,,,136.0,,8.1,,2.5,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
18,2019,4567151,Trey Knox,TE,Arkansas,SEC,0.0653,0.1205,0.0,0.0697,0.07,0.057,0.047,0.074,,,,,,,,,,49.0,,,,,,,28.0,,,,3.0,,,,,385.0,,,,13.8,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
19,2019,4567156,Treylon Burks,WR,Arkansas,SEC,0.0862,0.1398,0.0237,0.0848,0.086,0.088,0.053,0.107,1.0,33.400000000000006,9.0,0.0,,,2.0,0.0,,123.0,0.0,22.0,0.0,0.0,,0.0,29.0,0.0,1.0,,0.0,0.0,1.0,,,866.0,0.0,3.9,,16.4,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
20,2019,4242167,Tyson Morris,WR,Arkansas,SEC,0.0248,0.0458,0.0,0.0152,0.033,0.038,0.047,0.022,,,,,,,,,,30.0,,,,,,,13.0,,,,1.0,,,,,155.0,,,,11.9,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
21,2019,3724702,D'Vone McClure,LB,Arkansas,SEC,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.0,5.0,,0.0,0.5,11.0,,,,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
22,2019,3916898,Jamario Bell,DL,Arkansas,SEC,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,4.5,10.0,,0.0,5.5,17.0,,,,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
23,2019,3916905,Colton Jackson,OL,Arkansas,SEC,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
24,2019,3916917,T.J. Smith,DL,Arkansas,SEC,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,2.5,5.0,,0.0,4.0,20.0,,,,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
25,2019,4035278,Sam Loy,P,Arkansas,SEC,,,,,,,,,1.0,,,0.0,,,,1.0,8.0,59.0,,56.0,0.0,,,,,,,1.0,0.0,,,,,2211.0,0.0,,39.5,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
26,2019,4035566,McTelvin Agim,DL,Arkansas,SEC,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,3.0,1.0,5.0,20.0,,0.0,8.5,39.0,,,,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
27,2019,4035570,Deon Edwards,LB,Arkansas,SEC,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,5.0,,0.0,2.0,5.0,,,,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,3.0,Yes
28,2019,4035577,De'Jon Harris,LB,Arkansas,SEC,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,2.0,1.0,1.0,52.0,,1.0,6.5,101.0,,,,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
29,2019,4035582,Hayden Johnson,TE,Arkansas,SEC,,,,,,,,,,0.0,,,,,,,,0.0,,2.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,2.0,,,0.0,,,,,8,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0,219,8,20,6,15,12,0,60,15,0,649,42,2315,407,202,6,14,61,492,20031,0,160,14,376,14,1766,26,76,55,166,4081,21,,No
