,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
0,2021,4373744,A.J. Howard,RB,Army,Ind,0.0189,0.0091,0.0205,0.0256,0.018,0.011,0.01,0.019,,9.8,20.0,,,,,,,67.0,,4.0,,,,,2.0,,,,2.0,,,,,185.0,,5.3,,20.0,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
1,2021,4427658,Anthony Adkins,RB,Army,Ind,0.0876,0.0,0.101,0.0969,0.108,0.051,0.105,0.056,,,76.0,,,,1.0,,,71.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,,5.0,0.0,1.0,,,355.0,,4.7,,,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
2,2021,4689809,Ay'Juan Marshall,WR,Army,Ind,0.0012,0.0,0.0014,0.0,0.004,0.0,0.0,0.005,,,1.0,,,,,,,32.0,,,,0.0,,0.0,1.0,0.0,2.0,,1.0,0.0,2.0,,,32.0,,10.0,,22.0,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
3,2021,4577316,Braheam Murphy,RB,Army,Ind,0.0213,0.0636,0.015,0.0256,0.014,0.023,0.01,0.032,,,12.0,,,,,,,65.0,,,,,,,5.0,,,,3.0,,,,,165.0,,4.3,,22.8,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
4,2021,4373743,Brandon Walters,RB,Army,Ind,0.0284,0.0727,0.0218,0.0171,0.032,0.04,0.017,0.06,,,16.0,,,,,,,97.0,,,,0.0,,0.0,5.0,0.0,1.0,,2.0,0.0,1.0,,,287.0,,12.4,,17.8,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
5,2021,4577303,Cade Ballard,QB,Army,Ind,0.0107,0.0182,0.0095,0.0142,0.007,0.006,0.007,0.009,2.0,,7.0,0.0,,,,1.0,,9.0,,,0.0,,,,,,,,0.0,,,,,40.0,0.0,5.7,,,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
6,2021,4373741,Cade Barnard,RB,Army,Ind,0.0402,0.0091,0.045,0.0427,0.032,0.051,0.058,0.014,,,34.0,,,,1.0,,,28.0,1.0,,,0.0,,0.0,1.0,0.0,4.0,,0.0,0.0,4.0,,,141.0,,3.8,,12.0,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
7,2021,4258447,Christian Anderson,QB,Army,Ind,0.1905,0.5636,0.1351,0.1795,0.183,0.239,0.143,0.269,63.0,,108.0,31.0,,,5.0,0.0,,75.0,0.0,,0.492,,,,0.0,,,,13.0,,,,,1332.0,11.3,5.7,,,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
8,2021,4577325,Cole Caterbone,WR,Army,Ind,0.0059,0.0455,0.0,0.0057,0.007,0.0,0.003,0.009,,,,,,,,,,14.0,,,,0.0,,0.0,5.0,0.0,2.0,,0.0,0.0,2.0,,,45.0,,,,9.0,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
9,2021,4689855,Isaiah Alston,WR,Army,Ind,0.0379,0.2909,0.0,0.0427,0.036,0.028,0.007,0.069,,,,,,,,,,48.0,,,,,,,22.0,,,,3.0,,,,,449.0,,,,20.4,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
10,2021,4373730,Jabari Laws,QB,Army,Ind,0.0533,0.2182,0.0286,0.0684,0.036,0.057,0.024,0.065,24.0,,23.0,19.0,,,3.0,0.0,,13.0,1.0,,0.792,,,,0.0,,,,4.0,,,,,349.0,12.8,1.9,,,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
11,2021,4577324,Jakobi Buchanan,RB,Army,Ind,0.1598,0.0,0.1842,0.1225,0.118,0.233,0.272,0.069,,,136.0,,,,,,,26.0,,,,,,,,,,,12.0,,,,,504.0,,3.7,,,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
12,2021,4577305,Jemel Jones,QB,Army,Ind,0.0426,0.1,0.0341,0.0399,0.036,0.057,0.041,0.046,13.0,,30.0,7.0,,,,1.0,,17.0,,,0.538,,,,,,,,2.0,,,,,259.0,10.4,4.1,,,349,,10.0,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0,261,30,41,5,7,13,0,141,3,0,161,25,1233,110,60,10,11,50,479,27673,0,154,14,758,46,3648,30,66,82,178,4881,8,,No
