,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
0,2020,4374302,Amon-Ra St. Brown,WR,USC,PAC12,0.1258,0.2044,0.0,0.1371,0.097,0.157,0.128,0.108,,26.8,,,,,,,,82.0,,8.0,,0.0,,0.0,41.0,0.0,0.0,,7.0,0.0,1.0,,,553.0,,,,11.7,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
1,2020,4426337,Bru McCoy,WR,USC,PAC12,0.0607,0.0985,0.0,0.0711,0.048,0.034,0.026,0.072,,,,,,,0.0,,,28.0,0.0,,,,,,22.0,,,,2.0,,,,,236.0,,,,11.2,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
2,2020,4426502,Drake London,WR,USC,PAC12,0.0989,0.1569,0.0058,0.0914,0.097,0.112,0.068,0.129,,,,,,,1.0,,,65.0,0.0,,,0.0,,0.0,33.0,0.0,0.0,,3.0,0.0,1.0,,,502.0,,,,15.2,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
3,2020,4259649,Erik Krommenhoek,TE,USC,PAC12,0.0225,0.0365,0.0,0.0254,0.021,0.022,0.017,0.022,,,,,,,,,,12.0,,,,,,,9.0,,,,2.0,,,,,59.0,,,,6.6,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
4,2020,4429125,Gary Bryant Jr.,WR,USC,PAC12,0.018,0.0255,0.0058,0.0305,0.007,0.011,0.017,0.0,,26.3,1.0,,,,,,,79.0,,8.0,,,,,7.0,,,,0.0,,,,,255.0,,-6.0,,7.3,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
5,2020,4569510,John Jackson III,WR,USC,PAC12,0.0022,0.0036,0.0,0.0,0.007,0.0,0.009,0.0,,,,,,,,,,23.0,,,,,,,1.0,,,,0.0,,,,,23.0,,,,23.0,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
6,2020,4428921,Jude Wolfe,TE,USC,PAC12,0.0045,0.0073,0.0,0.0051,0.0,0.011,0.0,0.007,,,,,,,,,,4.0,,,,,,,2.0,,,,0.0,,,,,5.0,,,,2.5,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
7,2020,4428512,Kedon Slovis,QB,USC,PAC12,0.6382,0.9964,0.0643,0.6294,0.579,0.775,0.436,0.791,262.0,,23.0,177.0,,,3.0,7.0,,24.0,1.0,,0.676,,,,0.0,,,,17.0,,,,,1864.0,7.3,-2.5,,,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
8,2020,4426910,Kenan Christon,RB,USC,PAC12,0.0292,0.0109,0.0585,0.0558,0.014,0.0,0.0,0.014,,,10.0,,,,1.0,,,50.0,0.0,,,,,,2.0,,,,0.0,,,,,70.0,,7.0,,0.0,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,,No
9,2020,4374306,Markese Stepp,RB,USC,PAC12,0.1079,0.0146,0.2573,0.0914,0.131,0.079,0.248,0.029,,,45.0,,,,1.0,,,65.0,1.0,,,,,,3.0,,,,3.0,,,,,193.0,,3.7,,9.3,30,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0,134,10,15,4,6,6,0,141,7,0,305,13,1916,263,178,9,17,40,431,10887,0,43,10,184,8,584,13,34,39,89,2500,11,3.0,Yes
