,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
0,2020,4361287,A'Jon Vivens,RB,Colorado State,MW,0.1838,0.0315,0.3172,0.2672,0.182,0.033,0.121,0.119,,,46.0,,,,,,,31.0,,,,,,,1.0,,,,1.0,,,,,209.0,,4.5,,1.0,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
1,2020,4240654,Brian Polendey,TE,Colorado State,MW,0.0037,0.0079,0.0,0.0,0.011,0.0,0.0,0.01,,,,,,,,,,0.0,,,,,,,1.0,,,,0.0,,,,,-7.0,,,,-7.0,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
2,2020,4427535,Christian Hunter,RB,Colorado State,MW,0.0294,0.0,0.0552,0.0259,0.045,0.017,0.017,0.04,,,8.0,,,,,,,21.0,,,,,,,,,,,0.0,,,,,37.0,,4.6,,,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
3,2020,4428938,Dante Wright,WR,Colorado State,MW,0.136,0.2205,0.0621,0.1379,0.136,0.133,0.103,0.149,,6.8,9.0,,,,,,,66.0,,5.0,,,,,20.0,,,,0.0,,,,,385.0,,4.0,,15.8,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
4,2020,4256049,E.J. Scott,WR,Colorado State,MW,0.0588,0.126,0.0,0.0517,0.045,0.067,0.086,0.05,,,,,,,,,,18.0,,,,0.0,,0.0,8.0,0.0,3.0,,0.0,0.0,4.0,,,64.0,,,,8.0,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
5,2020,4256045,Marcus McElroy,RB,Colorado State,MW,0.1103,0.0079,0.2,0.1034,0.148,0.067,0.224,0.05,,,29.0,,,,1.0,,,37.0,0.0,,,,,,0.0,,,,2.0,,,,,75.0,,2.6,,,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
6,2020,4035493,Nate Craig-Myers,WR,Colorado State,MW,0.0294,0.063,0.0,0.0086,0.034,0.067,0.017,0.059,,,,,,,,,,27.0,,,,,,,6.0,,,,0.0,,,,,68.0,,,,11.3,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,3.0,Yes
7,2020,4034857,Patrick O'Brien,QB,Colorado State,MW,0.3676,0.6772,0.0966,0.3017,0.318,0.567,0.31,0.485,79.0,,23.0,44.0,,,1.0,2.0,,25.0,0.0,,0.557,0.0,,0.0,0.0,0.0,1.0,,5.0,0.0,1.0,,,589.0,7.3,0.4,,,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
8,2020,4608846,Tanner Hollens,RB,Colorado State,MW,0.0037,0.0,0.0069,0.0086,0.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,-1.0,,-1.0,,,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
9,2020,4361293,Thomas Pannunzio,WR,Colorado State,MW,0.0037,0.0,0.0069,0.0086,0.0,0.0,0.0,0.0,,38.8,1.0,,,,1.0,,,72.0,0.0,20.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,444.0,,1.0,,,36,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0,68,3,8,1,4,4,1,30,3,0,427,20,779,118,59,1,4,24,199,5895,0,59,8,155,6,496,16,42,12,60,1275,4,,No
