"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2020","189","Bowling Green","Mid-American","East","0","5","0","5","0","5","0","5","0","2","0","2","0","3","0","3","0"
"2020","193","Miami (OH)","Mid-American","East","1","3","2","1","0","3","2","1","0","1","1","0","0","2","1","1","0"
"2020","195","Ohio","Mid-American","East","1.9","3","2","1","0","3","2","1","0","2","2","0","0","1","0","1","0"
"2020","2006","Akron","Mid-American","East","1.8","6","1","5","0","6","1","5","0","3","1","2","0","3","0","3","0"
"2020","2050","Ball State","Mid-American","West","4.6","8","7","1","0","7","6","1","0","3","3","0","0","3","2","1","0"
"2020","2084","Buffalo","Mid-American","East","6.1","7","6","1","0","6","5","1","0","3","3","0","0","2","2","0","0"
"2020","2117","Central Michigan","Mid-American","West","2.7","6","3","3","0","6","3","3","0","3","1","2","0","3","2","1","0"
"2020","2199","Eastern Michigan","Mid-American","West","2.5","6","2","4","0","6","2","4","0","3","1","2","0","3","1","2","0"
"2020","2309","Kent State","Mid-American","East","3","4","3","1","0","4","3","1","0","2","2","0","0","2","1","1","0"
"2020","2459","Northern Illinois","Mid-American","West","0.7","6","0","6","0","6","0","6","0","3","0","3","0","3","0","3","0"
"2020","2649","Toledo","Mid-American","West","4","6","4","2","0","6","4","2","0","3","2","1","0","3","2","1","0"
"2020","2711","Western Michigan","Mid-American","West","4.6","6","4","2","0","6","4","2","0","3","2","1","0","3","2","1","0"
