"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2022","21","San Diego State","Mountain West","West","7.6","13","7","6","0","8","5","3","0","7","5","2","0","5","2","3","0"
"2022","23","San José State","Mountain West","West","5.5","12","7","5","0","8","5","3","0","6","6","0","0","5","1","4","0"
"2022","36","Colorado State","Mountain West","Mountain","4","12","3","9","0","8","3","5","0","6","2","4","0","6","1","5","0"
"2022","62","Hawai'i","Mountain West","West","2.9","13","3","10","0","8","2","6","0","7","3","4","0","6","0","6","0"
"2022","68","Boise State","Mountain West","Mountain","8.6","14","10","4","0","9","8","1","0","7","5","2","0","6","4","2","0"
"2022","167","New Mexico","Mountain West","Mountain","2.4","12","2","10","0","8","0","8","0","6","2","4","0","6","0","6","0"
"2022","278","Fresno State","Mountain West","West","8.4","14","10","4","0","9","8","1","0","6","5","1","0","7","4","3","0"
"2022","328","Utah State","Mountain West","Mountain","5.5","13","6","7","0","8","5","3","0","6","4","2","0","6","2","4","0"
"2022","2005","Air Force","Mountain West","Mountain","9.9","13","10","3","0","8","5","3","0","7","6","1","0","4","2","2","0"
"2022","2439","UNLV","Mountain West","West","4.8","12","5","7","0","8","3","5","0","6","4","2","0","6","1","5","0"
"2022","2440","Nevada","Mountain West","West","2.1","12","2","10","0","8","0","8","0","6","1","5","0","6","1","5","0"
"2022","2751","Wyoming","Mountain West","Mountain","6","13","7","6","0","8","5","3","0","6","4","2","0","6","3","3","0"
