"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2021","77","Northwestern","Big Ten","West","3.4","12","3","9","0","9","1","8","0","6","3","3","0","5","0","5","0"
"2021","84","Indiana","Big Ten","East","2.9","12","2","10","0","9","0","9","0","6","1","5","0","6","1","5","0"
"2021","120","Maryland","Big Ten","East","6.1","13","7","6","0","9","3","6","0","7","4","3","0","5","2","3","0"
"2021","127","Michigan State","Big Ten","East","9.2","13","11","2","0","9","7","2","0","6","6","0","0","6","4","2","0"
"2021","130","Michigan","Big Ten","East","11.7","14","12","2","0","10","9","1","0","7","7","0","0","5","4","1","0"
"2021","135","Minnesota","Big Ten","West","10.1","13","9","4","0","9","6","3","0","7","4","3","0","5","4","1","0"
"2021","158","Nebraska","Big Ten","West","7.6","12","3","9","0","9","1","8","0","7","3","4","0","5","0","5","0"
"2021","164","Rutgers","Big Ten","East","4.1","13","5","8","0","9","2","7","0","6","2","4","0","6","3","3","0"
"2021","194","Ohio State","Big Ten","East","9.9","13","11","2","0","9","8","1","0","7","6","1","0","5","4","1","0"
"2021","213","Penn State","Big Ten","East","7.1","13","7","6","0","9","4","5","0","7","5","2","0","5","2","3","0"
"2021","275","Wisconsin","Big Ten","West","9","13","9","4","0","9","6","3","0","7","5","2","0","4","3","1","0"
"2021","356","Illinois","Big Ten","West","6.1","12","5","7","0","9","4","5","0","7","3","4","0","5","2","3","0"
"2021","2294","Iowa","Big Ten","West","7","14","10","4","0","10","7","3","0","7","6","1","0","5","4","1","0"
"2021","2509","Purdue","Big Ten","West","6.2","13","9","4","0","9","6","3","0","6","4","2","0","5","3","2","0"
