"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2022","189","Bowling Green","Mid-American","East","4.8","13","6","7","0","8","5","3","0","6","3","3","0","6","3","3","0"
"2022","193","Miami (OH)","Mid-American","East","3.6","13","6","7","0","8","4","4","0","5","3","2","0","6","3","3","0"
"2022","195","Ohio","Mid-American","East","7.2","14","10","4","0","9","7","2","0","6","6","0","0","6","3","3","0"
"2022","2006","Akron","Mid-American","East","1.5","12","2","10","0","8","1","7","0","5","1","4","0","7","1","6","0"
"2022","2050","Ball State","Mid-American","West","3.7","12","5","7","0","8","3","5","0","6","3","3","0","6","2","4","0"
"2022","2084","Buffalo","Mid-American","East","6.1","13","7","6","0","8","5","3","0","5","3","2","0","7","3","4","0"
"2022","2117","Central Michigan","Mid-American","West","4.4","12","4","8","0","8","3","5","0","6","2","4","0","6","2","4","0"
"2022","2199","Eastern Michigan","Mid-American","West","6.4","13","9","4","0","8","5","3","0","6","3","3","0","6","5","1","0"
"2022","2309","Kent State","Mid-American","East","4.1","12","5","7","0","8","4","4","0","5","3","2","0","7","2","5","0"
"2022","2459","Northern Illinois","Mid-American","West","5.7","12","3","9","0","8","2","6","0","6","1","5","0","6","2","4","0"
"2022","2649","Toledo","Mid-American","West","10.6","14","9","5","0","9","6","3","0","6","5","1","0","6","2","4","0"
"2022","2711","Western Michigan","Mid-American","West","4.3","12","5","7","0","8","4","4","0","6","2","4","0","6","3","3","0"
