"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2022","66","Iowa State","Big 12","","4.7","12","4","8","0","9","1","8","0","7","3","4","0","5","1","4","0"
"2022","197","Oklahoma State","Big 12","","5.5","13","7","6","0","9","4","5","0","7","6","1","0","5","1","4","0"
"2022","201","Oklahoma","Big 12","","7.3","13","6","7","0","9","3","6","0","6","4","2","0","5","2","3","0"
"2022","239","Baylor","Big 12","","7.4","13","6","7","0","9","4","5","0","6","3","3","0","6","3","3","0"
"2022","251","Texas","Big 12","","9.8","13","8","5","0","9","6","3","0","7","5","2","0","4","2","2","0"
"2022","277","West Virginia","Big 12","","5.3","12","5","7","0","9","3","6","0","6","3","3","0","6","2","4","0"
"2022","2305","Kansas","Big 12","","6.9","13","6","7","0","9","3","6","0","6","4","2","0","6","2","4","0"
"2022","2306","Kansas State","Big 12","","10.1","14","10","4","0","10","8","2","0","7","5","2","0","5","4","1","0"
"2022","2628","TCU","Big 12","","10.3","15","13","2","0","10","9","1","0","6","6","0","0","6","6","0","0"
"2022","2641","Texas Tech","Big 12","","6.4","13","8","5","0","9","5","4","0","7","6","1","0","5","1","4","0"
