"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2019","41","Connecticut","American Athletic","East","2.7","12","2","10","0","8","0","8","0","6","1","5","0","6","1","5","0"
"2019","58","South Florida","American Athletic","East","5.1","12","4","8","0","8","2","6","0","7","2","5","0","5","2","3","0"
"2019","151","East Carolina","American Athletic","East","3.5","12","4","8","0","8","1","7","0","6","2","4","0","6","2","4","0"
"2019","202","Tulsa","American Athletic","West","6","12","4","8","0","8","2","6","0","6","2","4","0","6","2","4","0"
"2019","218","Temple","American Athletic","East","8.1","13","8","5","0","8","5","3","0","7","6","1","0","5","2","3","0"
"2019","235","Memphis","American Athletic","West","9.8","14","12","2","0","9","8","1","0","7","7","0","0","6","5","1","0"
"2019","248","Houston","American Athletic","West","3.4","12","4","8","0","8","2","6","0","5","1","4","0","6","3","3","0"
"2019","2116","UCF","American Athletic","East","9.6","13","10","3","0","8","6","2","0","6","6","0","0","6","3","3","0"
"2019","2132","Cincinnati","American Athletic","East","9.1","14","11","3","0","9","7","2","0","6","6","0","0","7","4","3","0"
"2019","2426","Navy","American Athletic","West","11.1","13","11","2","0","8","7","1","0","6","6","0","0","5","3","2","0"
"2019","2567","SMU","American Athletic","West","8.7","13","10","3","0","8","6","2","0","6","6","0","0","7","4","3","0"
"2019","2655","Tulane","American Athletic","West","7.3","13","7","6","0","8","3","5","0","6","5","1","0","6","1","5","0"
