"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2019","77","Northwestern","Big Ten","West","4.7","12","3","9","0","9","1","8","0","7","2","5","0","5","1","4","0"
"2019","84","Indiana","Big Ten","East","8.1","13","8","5","0","9","5","4","0","6","4","2","0","5","3","2","0"
"2019","120","Maryland","Big Ten","East","3.3","12","3","9","0","9","1","8","0","6","2","4","0","6","1","5","0"
"2019","127","Michigan State","Big Ten","East","8.3","13","7","6","0","9","4","5","0","7","4","3","0","5","2","3","0"
"2019","130","Michigan","Big Ten","East","9.2","13","9","4","0","9","6","3","0","7","6","1","0","5","3","2","0"
"2019","135","Minnesota","Big Ten","West","10.2","13","11","2","0","9","7","2","0","7","6","1","0","5","4","1","0"
"2019","158","Nebraska","Big Ten","West","6.2","12","5","7","0","9","3","6","0","7","3","4","0","5","2","3","0"
"2019","164","Rutgers","Big Ten","East","1.7","12","2","10","0","9","0","9","0","7","2","5","0","5","0","5","0"
"2019","194","Ohio State","Big Ten","East","13.3","14","13","1","0","10","10","0","0","7","7","0","0","5","5","0","0"
"2019","213","Penn State","Big Ten","East","9.9","13","11","2","0","9","7","2","0","7","7","0","0","5","3","2","0"
"2019","275","Wisconsin","Big Ten","West","11.1","14","10","4","0","10","7","3","0","7","7","0","0","5","3","2","0"
"2019","356","Illinois","Big Ten","West","5.4","13","6","7","0","9","4","5","0","7","3","4","0","5","3","2","0"
"2019","2294","Iowa","Big Ten","West","7.7","13","10","3","0","9","6","3","0","7","6","1","0","5","3","2","0"
"2019","2509","Purdue","Big Ten","West","4.4","12","4","8","0","9","3","6","0","7","3","4","0","5","1","4","0"
