"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2019","5","UAB","Conference USA","West","9.1","14","9","5","0","9","6","3","0","6","6","0","0","7","3","4","0"
"2019","98","Western Kentucky","Conference USA","East","8.4","13","9","4","0","8","6","2","0","6","4","2","0","5","4","1","0"
"2019","242","Rice","Conference USA","West","4","12","3","9","0","8","3","5","0","6","1","5","0","5","2","3","0"
"2019","249","North Texas","Conference USA","West","4","12","4","8","0","8","3","5","0","6","4","2","0","6","0","6","0"
"2019","276","Marshall","Conference USA","East","6.3","13","8","5","0","8","6","2","0","7","6","1","0","5","2","3","0"
"2019","295","Old Dominion","Conference USA","East","2.2","12","1","11","0","8","0","8","0","6","1","5","0","6","0","6","0"
"2019","2226","Florida Atlantic","Conference USA","East","11.2","14","11","3","0","9","8","1","0","8","6","2","0","6","5","1","0"
"2019","2229","Florida International","Conference USA","East","7.7","13","6","7","0","8","3","5","0","7","6","1","0","5","0","5","0"
"2019","2348","Louisiana Tech","Conference USA","West","8.4","13","10","3","0","8","6","2","0","6","6","0","0","6","3","3","0"
"2019","2393","Middle Tennessee","Conference USA","East","5.4","12","4","8","0","8","3","5","0","6","4","2","0","6","0","6","0"
"2019","2429","Charlotte","Conference USA","East","7.5","13","7","6","0","8","5","3","0","6","5","1","0","6","2","4","0"
"2019","2572","Southern Mississippi","Conference USA","West","6.7","13","7","6","0","8","5","3","0","5","4","1","0","7","3","4","0"
"2019","2636","UT San Antonio","Conference USA","West","3.6","12","4","8","0","8","3","5","0","6","2","4","0","6","2","4","0"
"2019","2638","UTEP","Conference USA","West","1.7","12","1","11","0","8","0","8","0","6","1","5","0","6","0","6","0"
