"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2019","52","Florida State","ACC","Atlantic","7","13","6","7","0","8","4","4","0","7","5","2","0","5","1","4","0"
"2019","59","Georgia Tech","ACC","Coastal","2","12","3","9","0","8","2","6","0","7","2","5","0","5","1","4","0"
"2019","97","Louisville","ACC","Atlantic","7.1","13","8","5","0","8","5","3","0","6","4","2","0","5","2","3","0"
"2019","103","Boston College","ACC","Atlantic","6.7","13","6","7","0","8","4","4","0","6","3","3","0","6","3","3","0"
"2019","150","Duke","ACC","Coastal","5.1","12","5","7","0","8","3","5","0","6","3","3","0","5","2","3","0"
"2019","152","NC State","ACC","Atlantic","4.2","12","4","8","0","8","1","7","0","7","4","3","0","5","0","5","0"
"2019","153","North Carolina","ACC","Coastal","8.2","13","7","6","0","8","4","4","0","6","3","3","0","5","2","3","0"
"2019","154","Wake Forest","ACC","Atlantic","8.4","13","8","5","0","8","4","4","0","7","6","1","0","5","2","3","0"
"2019","183","Syracuse","ACC","Atlantic","4.4","12","5","7","0","8","2","6","0","6","3","3","0","6","2","4","0"
"2019","221","Pittsburgh","ACC","Coastal","7.3","13","8","5","0","8","4","4","0","7","4","3","0","5","3","2","0"
"2019","228","Clemson","ACC","Atlantic","12.8","15","14","1","0","9","9","0","0","7","7","0","0","5","5","0","0"
"2019","258","Virginia","ACC","Coastal","8.4","14","9","5","0","9","6","3","0","7","7","0","0","5","2","3","0"
"2019","259","Virginia Tech","ACC","Coastal","8.6","13","8","5","0","8","5","3","0","7","6","1","0","5","2","3","0"
"2019","2390","Miami","ACC","Coastal","7.9","13","6","7","0","8","4","4","0","6","4","2","0","5","2","3","0"
