"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2022","52","Florida State","ACC","Atlantic","9.5","13","10","3","0","8","5","3","0","7","5","2","0","4","3","1","0"
"2022","59","Georgia Tech","ACC","Coastal","3.7","12","5","7","0","8","4","4","0","5","2","3","0","6","3","3","0"
"2022","97","Louisville","ACC","Atlantic","8.3","13","8","5","0","8","4","4","0","6","5","1","0","6","2","4","0"
"2022","103","Boston College","ACC","Atlantic","3.1","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0"
"2022","150","Duke","ACC","Coastal","7.4","13","9","4","0","8","5","3","0","6","5","1","0","6","3","3","0"
"2022","152","NC State","ACC","Atlantic","6.9","13","8","5","0","8","4","4","0","7","6","1","0","5","2","3","0"
"2022","153","North Carolina","ACC","Coastal","7.1","14","9","5","0","9","6","3","0","6","3","3","0","6","6","0","0"
"2022","154","Wake Forest","ACC","Atlantic","8.4","13","8","5","0","8","3","5","0","7","5","2","0","5","2","3","0"
"2022","183","Syracuse","ACC","Atlantic","6","13","7","6","0","8","4","4","0","7","5","2","0","5","2","3","0"
"2022","221","Pittsburgh","ACC","Coastal","9.3","13","9","4","0","8","5","3","0","7","5","2","0","5","3","2","0"
"2022","228","Clemson","ACC","Atlantic","11","14","11","3","0","9","9","0","0","7","6","1","0","4","3","1","0"
"2022","258","Virginia","ACC","Coastal","4.1","10","3","7","0","7","1","6","0","6","2","4","0","4","1","3","0"
"2022","259","Virginia Tech","ACC","Coastal","5","11","3","8","0","7","1","6","0","5","2","3","0","6","1","5","0"
"2022","2390","Miami","ACC","Coastal","4.9","12","5","7","0","8","3","5","0","7","2","5","0","5","3","2","0"
