"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2019","66","Iowa State","Big 12","","9.4","13","7","6","0","9","5","4","0","7","5","2","0","5","2","3","0"
"2019","197","Oklahoma State","Big 12","","6.2","13","8","5","0","9","5","4","0","6","4","2","0","6","4","2","0"
"2019","201","Oklahoma","Big 12","","11.5","14","12","2","0","10","9","1","0","6","6","0","0","5","4","1","0"
"2019","239","Baylor","Big 12","","9.9","14","11","3","0","10","8","2","0","7","6","1","0","5","5","0","0"
"2019","251","Texas","Big 12","","7.7","13","8","5","0","9","5","4","0","6","5","1","0","4","1","3","0"
"2019","277","West Virginia","Big 12","","3.8","12","5","7","0","9","3","6","0","6","2","4","0","6","3","3","0"
"2019","2305","Kansas","Big 12","","3.9","12","3","9","0","9","1","8","0","7","2","5","0","5","1","4","0"
"2019","2306","Kansas State","Big 12","","6.4","13","8","5","0","9","5","4","0","7","5","2","0","5","3","2","0"
"2019","2628","TCU","Big 12","","6.6","12","5","7","0","9","3","6","0","6","3","3","0","6","2","4","0"
"2019","2641","Texas Tech","Big 12","","6.5","12","4","8","0","9","2","7","0","6","3","3","0","6","1","5","0"
